Year,WeekNumber,StoreID,Product,Price,OnFlyer,Discount,Units,SalesAmt,GrossMargin,Transactions
2021,50,CA1254,Aussie,3.29,no,35.0,49,161.21,24.01,21
2021,14,CA1212,Aussie,4.99,No,0.0,17,84.83,37.23,16
2021,28,CA1981,pantene,3.99,Yes,0.5,33,131.67,-3.63,15
2022,10,CA2146,PANTENE,7.99,No,0.0,1,7.99,3.89,1
2021,2,CA1276,Aussie,,Yes,0.2,27,107.73,32.13,20
2021,1,CA2109,Pantene,7.99, No,0.0,2,15.98,7.78,2
2021,44,CA1860,Aussie,3.99,YES,20.0,16,63.84,19.04,12
2021,20,CA1982,aussie,4.99,No,0%,5,24.95,10.95,5
2021,26,CA2145,Pantene,7.49,Yes,0.05,2,14.98,6.78,1
2021,44,CA1231,Aussie,3.99,Yes,0.2,34,135.66,40.46,26
2021,1,CA1582,AUSSIE,4.99, No,0.0,10,49.9,21.9,9
2021,13,CA1503,pantene,6.79,Yes,0.15,12,81.48,32.28,11
2021,21,CA1129,PANTENE,7.99,No,0.0,10,79.9,38.9,9
2021,39,CA1992,PANTENE,7.99,No,0.0,3,23.97,11.67,3
2022,7,CA1449,Pantene,7.99,NO,0.0,7,55.93,27.23,6
2021,39,CA2046,Pantene,7.99, No,0.0,1,7.99,3.89,1
2021,30,CA1654,Pantene,5.49,Yes,0.3,23,126.27,31.97,18
2021,41,CA1619,Aussie,3.99,YES,20%,20,79.8,23.8,15
2021,17,CA2128,Aussie,4.99,No,0.0,2,9.98,4.38,2
2021,33,CA1917,PANTENE,7.99, No,0%,5,39.95,19.45,5
2022,9,CA1934,Pantene,4.79,Yes,0.4,20,95.8,13.8,14
2021,35,CA1208,PANTENE,6.79,Yes,0.15,13,88.27,34.97,12
2021,35,CA2203,Pantene,6.79,Yes,15%,2,13.58,5.38,2
2021,14,CA1770,Aussie,4.99, No,0%,7,34.93,15.33,6
2021,32,CA1030,Pantene,7.99,No,0.0,10,79.9,38.9,10
2021,47,CA1006,Aussie,2.99,YES,40%,55,164.45,10.45,22
2021,46,CA1605,Aussie,4.99,No,0.0,7,34.93,15.33,7
2022,14,CA2007,PANTENE,6.79,yes,0.15,8,54.32,21.52,8
2021,29,CA1058,Pantene,6.49,Yes,20%,23,149.27,54.97,20
2021,31,CA1352,AUSSIE,3.49,Yes,0.3,57,198.93,39.33,33
2021,44,CA1083,Aussie,3.99,yes,0.2,36,143.64,42.84,27
2021,17,CA2003,Aussie,4.99,NO,0.0,4,19.96,8.76,4
2022,6,CA1801,PANTENE,3.99,YES,50%,25,99.75,-2.75,11
2021,11,CA2156,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,13,CA1765,Aussie,3.49,Yes,0.3,16,55.84,11.04,9
2021,51,CA2021,Pantene,5.49,Yes,0.3,8,43.92,11.12,7
2021,7,CA2245,Aussie,4.99,NO,0.0,1,4.99,2.19,1
2021,16,CA2193,pantene,7.99,NO,0.0,1,7.99,3.89,1
2021,45,CA2115,Pantene,4.49,YES,45%,9,40.41,3.51,5
2021,38,CA2033,PANTENE,7.99,NO,0.0,4,31.96,15.56,4
2021,29,CA1396,AUSSIE,3.99,No,0.2,20,79.8,23.8,14
2021,27,CA2081,Aussie,4.99,No,0.0,2,9.98,4.38,2
2021,38,CA2148,Pantene,7.99,NO,0.0,1,7.99,3.89,1
2021,52,CA1212,Pantene,7.99,No,0%,13,103.87,50.57,13
2021,2,CA2127,Aussie,3.99,yes,0.2,4,15.96,4.76,3
2021,11,CA1406,Pantene,7.99,No,0.0,10,79.9,38.9,10
2021,42,CA2059,Pantene,5.29,Yes,0.35,5,26.45,5.95,4
2021,22,CA1224,Pantene,3.99,Yes,0.5,64,255.36,-7.04,30
2021,32,CA1828,Aussie,3.49,No,0.3,19,66.31,13.11,11
2021,2,CA2200,Aussie,3.99, Yes,0.2,3,11.97,3.57,2
2021,40,CA1724,Aussie,4.99,No,0.0,6,29.94,13.14,5
2021,34,CA1305,Aussie,2.99,Yes,0.4,91,272.09,17.29,35
2021,33,CA1951,Aussie,4.99,No,0.0,4,19.96,8.76,4
2022,1,CA1086,Pantene,5.49,Yes,0.3,26,142.74,36.14,21
2021,28,CA1959, Aussie,3.99,Yes,20.0,11,43.89,13.09,8
2022,13,CA1883,Pantene,7.99,No,0.0,3,23.97,11.67,3
2021,50,CA1771,aussie,3.29,No,35%,19,62.51,9.31,8
2021,33,CA1804,Pantene,7.99,No,0.0,4,31.96,15.56,4
2021,36,CA1155,Aussie,4.29,Yes,0.15,16,68.64,24.11,13
2022,4,CA1452,Pantene,4.79,Yes,0.4,32,153.28,22.08,21
2021,49,CA1901,Pantene,7.99,No,0%,4,31.96,15.56,4
2021,23,CA1561,Aussie,3.49, Yes,0.3,36,125.64,24.84,21
2021,43,CA2072,Pantene,6.49,Yes,0.2,3,19.47,7.17,2
2021,17,CA1706,Aussie,4.99,NO,0.0,8,39.92,17.52,7
2021,23,CA2137,Aussie,3.49,Yes,30.0,4,13.96,2.76,3
2021,25,CA1181,AUSSIE,4.99,No,0.0,18,89.82,39.42,17
2021,17,CA2118,Aussie,4.99,No,0%,2,9.98,4.38,2
2021,39,CA1134,Aussie,2.49,yes,50%,80,199.2,-24.8,23
2021,28,CA1586,Pantene,3.99,Yes,50.0,47,187.53,-5.17,22
2021,14,CA1435,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,51,CA1188,Aussie,4.99,No,0.0,11,54.89,24.09,10
2021,37,CA1419,Pantene,4.79, Yes,0.4,49,234.71,33.81,34
2021,1,CA1045,Pantene,7.99,No,0.0,14,111.86,54.46,14
2021,15,CA1855,Aussie,4.29,Yes,0.15,7,30.03,10.55,6
2021,36,CA1399,Pantene,7.99,No,0.0,11,87.89,42.79,11
2021,49,CA1446,Pantene,7.99,No,0%,7,55.93,27.23,7
2021,5,CA1902,Aussie,3.99,Yes,20%,14,55.86,16.66,10
2022,8,CA1176,Pantene,7.99,No,0.0,14,111.86,54.46,13
2021,50,CA2028,aussie,3.29,NO,0.35,22,72.38,10.78,10
2021,35,CA2159,Aussie,4.99, No,0.0,2,9.98,4.38,2
2022,12,CA1985, Pantene,3.99,Yes,0.5,20,79.8,-2.2,9
2021,31,CA2057,Aussie,3.49,Yes,0.3,5,17.45,3.45,3
2021,30,CA2142,Pantene,5.49,Yes,30.0,3,16.47,4.17,2
2021,39,CA1631,Aussie,2.49, Yes,0.5,72,179.28,-22.32,21
2021,6,CA1728, Pantene,3.99,Yes,0.5,24,95.76,-2.64,11
2021,6,CA1662,Pantene,3.99,Yes,0.5,54,215.46,-5.94,24
2021,2,CA1418,PANTENE,7.29,yes,10.0,15,109.35,47.85,14
2021,13,CA2274,pantene,6.79,Yes,0.15,1,6.79,2.69,1
2022,12,CA1948,Pantene,3.99,Yes,0.5,32,127.68,-3.52,15
2021,42,CA1610,Aussie,2.99,Yes,0.4,49,146.51,9.31,19
2021,24,CA1976,PANTENE,4.49,Yes,0.45,23,103.27,8.97,13
2021,36,CA1316,Aussie,4.29,Yes,0.15,17,72.93,25.62,14
2021,20,CA1937,Aussie,4.99,no,0.0,6,29.94,13.14,6
2021,2,CA1838,Pantene,7.29,yes,0.1,7,51.03,22.33,7
2021,5,CA1336,Pantene,,No,0.0,9,71.91,35.01,9
2022,10,CA1746,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,8,CA1519,Aussie,2.99,yes,0.4,45,134.55,8.55,18
2021,32,CA1279,Pantene,7.99, No,0.0,9,71.91,35.01,8
2022,1,CA1451,Pantene,5.49,Yes,0.3,18,98.82,25.02,14
2021,14,CA1159,Aussie,4.99,No,0.0,15,74.85,32.85,14
2021,33,CA1931,AUSSIE,4.99, No,0.0,7,34.93,15.33,7
2021,31,CA2037,Aussie,3.49,Yes,30%,18,62.82,12.42,10
2021,52,CA1405,Aussie,3.29,Yes,35.0,73,240.17,35.77,32
2021,41,CA1922,Pantene,7.99,No,0%,5,39.95,19.45,5
2021,19,CA2214,Aussie,3.29,YES,0.35,5,16.45,2.45,2
2021,23,CA1752, Aussie,3.49,Yes,0.3,16,55.84,11.04,9
2021,39,CA1599,Aussie,2.49, Yes,50%,71,176.79,-22.01,21
2021,14,CA1947,Pantene,7.99,No,0.0,3,23.97,11.67,3
2021,44,CA1856, Pantene,7.99,No,0%,5,39.95,19.45,5
2021,8,CA2030,PANTENE,7.99,No,0.0,5,39.95,19.45,5
2021,37,CA1871,Aussie,4.99,No,0.0,5,24.95,10.95,5
2022,13,CA1846,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,42,CA2107,Aussie,2.99,Yes,0.4,7,20.93,1.33,3
2021,48,CA1198,Pantene,7.49,Yes,0.05,11,82.39,37.29,11
2021,21,CA2161,Aussie,2.99,Yes,0.4,10,29.9,1.9,4
2022,4,CA2084,Pantene,4.79,Yes,40%,4,19.16,2.76,3
2022,9,CA1378,PANTENE,4.79,Yes,0.4,43,205.97,29.67,30
2021,1,CA1420,Aussie,4.99,No,0.0,18,89.82,39.42,17
2021,36,CA1086,Aussie,4.29,Yes,15.0,19,81.51,28.63,16
2021,9,CA1207,Aussie,4.99,NO,0.0,15,74.85,32.85,14
2021,3,CA1678,Pantene,5.49, Yes,30%,23,126.27,31.97,18
2021,44,CA1509,Aussie,3.99,yes,0.2,25,99.75,29.75,19
2021,18,CA1402,Aussie,3.99,Yes,0.2,27,107.73,32.13,20
2021,25,CA1640,Aussie,4.99,No,0.0,11,54.89,24.09,11
2021,16,CA1485, Aussie,3.29,YES,0.35,31,101.99,15.19,14
2022,5,CA2100,Pantene,7.99,No,0.0,2,15.98,7.78,2
2021,33,CA1307,Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,37,CA1530,Pantene,4.79,Yes,0.4,35,167.65,24.15,25
2021,43,CA1251,Aussie,4.99, No,0.0,11,54.89,24.09,10
2021,26,CA1860,Aussie,3.49,Yes,0.3,26,90.74,17.94,15
2021,51,CA1929,PANTENE,5.49,YES,0.3,11,60.39,15.29,9
2021,8,CA2021,aussie,2.99,Yes,0.4,21,62.79,3.99,8
2021,28,CA1298,Pantene,3.99,Yes,0.5,81,323.19,-8.91,38
2021,22,CA1868,Aussie,4.99,No,0.0,5,24.95,10.95,5
2021,31,CA1981,Pantene,5.49,No,0.3,11,60.39,15.29,9
2021,52,CA1350,PANTENE,7.99,no,0.0,11,87.89,42.79,11
2021,48,CA2010,Pantene,7.49,Yes,0.05,5,37.45,16.95,5
2021,22,CA1179,Aussie,4.99,No,0.0,16,79.84,35.04,15
2021,6,CA1395,Pantene,3.99,Yes,0.5,75,299.25,-8.25,34
2021,31,CA2008,pantene,5.49,No,0.3,11,60.39,15.29,9
2021,32,CA1841,PANTENE,7.99,No,0.0,4,31.96,15.56,4
2021,3,CA2063,AUSSIE,2.99,YES,0.4,11,32.89,2.09,4
2021,20,CA1928,Pantene,6.49,Yes,0.2,6,38.94,14.34,5
2021,18,CA1187,PANTENE,5.49,Yes,0.3,22,120.78,30.58,18
2021,50,CA2152,PANTENE,3.99,Yes,0.5,9,35.91,-0.99,4
2021,12,CA1583,Pantene,3.99,Yes,0.5,45,179.55,-4.95,20
2021,26,CA1765,Aussie,3.49,Yes,0.3,17,59.33,11.73,9
2021,32,CA1705, Pantene,7.99,No,0.0,5,39.95,19.45,5
2022,1,CA1472,Pantene,5.49,Yes,0.3,23,126.27,31.97,18
2021,5,CA1692,Aussie,3.99,Yes,20.0,20,79.8,23.8,15
2021,32,CA1578,Pantene,7.99,NO,0.0,9,71.91,35.01,9
2021,42,CA1861,Pantene,5.29,YES,0.35,13,68.77,15.47,10
2021,15,CA1276,Aussie,4.29,Yes,0.15,18,77.22,27.13,14
2021,50,CA1330,Aussie,3.29,No,0.35,62,203.98,30.38,27
2021,5,CA1989,aussie,3.99,YES,0.2,11,43.89,13.09,8
2021,38,CA1843,Pantene,7.99,No,0%,4,31.96,15.56,4
2021,18,CA1711,pantene,5.49,YES,0.3,14,76.86,19.46,12
2021,19,CA1651,Aussie,3.29,Yes,0.35,41,134.89,20.09,18
2021,51,CA2191,Aussie,4.99,No,0.0,2,9.98,4.38,1
2022,7,CA2232,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,24,CA1541,Aussie,3.49, No,30%,34,118.66,23.46,18
2021,19,CA1782,Pantene,6.79,Yes,15%,8,54.32,21.52,7
2022,13,CA1769,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,49,CA2184,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,27,CA2225,Pantene,7.99,NO,0.0,1,7.99,3.89,1
2021,26,CA1800,Aussie,3.49,YES,0.3,22,76.78,15.18,12
2021,24,CA1588,Aussie,3.49,No,0.3,21,73.29,14.49,11
2021,28,CA1638,Aussie,3.99,Yes,20.0,24,95.76,28.56,18
2021,6,CA2235,aussie,3.99,No,0.2,2,7.98,2.38,1
2021,18,CA1474,pantene,5.49,Yes,0.3,18,98.82,25.02,15
2022,12,CA1730,Pantene,3.99,Yes,50.0,29,115.71,-3.19,14
2021,36,CA1655,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,26,CA1370,Pantene,7.49,Yes,0.05,11,82.39,37.29,11
2021,27,CA1011,Aussie,4.99,No,0.0,10,49.9,21.9,10
2021,17,CA1467,AUSSIE,4.99,No,0.0,10,49.9,21.9,10
2021,13,CA1347,Aussie,3.49,Yes,30%,39,136.11,26.91,22
2021,10,CA1161,Aussie,3.49,Yes,0.3,45,157.05,31.05,26
2021,34,CA1661,Pantene,3.99, Yes,0.5,49,195.51,-5.39,23
2021,33,CA2070,Pantene,7.99, No,0.0,2,15.98,7.78,1
2021,45,CA2297,Pantene,4.49,Yes,0.45,1,4.49,0.39,0
2021,5,CA2167,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,7,CA2236,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,23,CA1609,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,52,CA2070,Pantene,7.99,No,0.0,2,15.98,7.78,1
2021,21,CA1736,Aussie,2.99,Yes,0.4,34,101.66,6.46,13
2021,37,CA1233,PANTENE,4.79,Yes,40%,30,143.7,20.7,21
2021,16,CA1958,Pantene,7.99,No,0.0,4,31.96,15.56,4
2021,45,CA2298,Pantene,4.49,Yes,0.45,1,4.49,0.39,0
2022,4,CA2098,pantene,4.79,Yes,0.4,5,23.95,3.45,3
2021,22,CA1667,Aussie,4.99,No,0.0,7,34.93,15.33,7
2021,46,CA2202,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,4,CA2048,Pantene,7.49,YES,0.05,2,14.98,6.78,2
2021,30,CA1720,Aussie,4.99,No,0.0,7,34.93,15.33,7
2021,43,CA2073,Aussie,4.99,no,0.0,2,9.98,4.38,2
2021,27,CA1985,Pantene,7.99,No,0.0,3,23.97,11.67,3
2021,49,CA1453,Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,13,CA1736,Pantene,6.79,Yes,0.15,8,54.32,21.52,7
2021,26,CA1535,Pantene,7.49,Yes,0.05,9,67.41,30.51,9
2021,31,CA2185,Pantene,5.49,No,0.3,3,16.47,4.17,3
2021,52,CA1486,Aussie,3.29,yes,0.35,31,101.99,15.19,14
2021,15,CA1563,Aussie,4.29,Yes,0.15,11,47.19,16.58,9
2021,22,CA1153,Pantene,3.99,YES,0.5,67,267.33,-7.37,31
2022,14,CA1193,Pantene,6.79,Yes,0.15,14,95.06,37.66,14
2021,26,CA1257,Aussie,3.49,Yes,0.3,39,136.11,26.91,22
2021,42,CA1277,Pantene,5.29,Yes,0.35,32,169.28,38.08,24
2021,11,CA1513,Aussie,3.49,No,0.3,24,83.76,16.56,13
2021,5,CA2121, Pantene,,No,0.0,1,7.99,3.89,1
2022,2,CA1788,Pantene,5.49,No,0.3,12,65.88,16.68,10
2021,28,CA2187,Aussie,3.99,Yes,20%,4,15.96,4.76,3
2021,23,CA1503, Aussie,3.49,Yes,30%,33,115.17,22.77,19
2021,24,CA1445,Pantene,4.49,Yes,0.45,41,184.09,15.99,23
2021,42,CA1900,Aussie,2.99,Yes,0.4,22,65.78,4.18,9
2021,33,CA1158,Pantene,7.99,No,0.0,9,71.91,35.01,8
2021,36,CA1713,PANTENE,7.99,No,0.0,6,47.94,23.34,6
2021,24,CA1695,AUSSIE,3.49,No,0.3,25,87.25,17.25,14
2021,25,CA1092,Aussie,4.99,No,0%,16,79.84,35.04,15
2022,9,CA2169,Pantene,, Yes,0.4,4,19.16,2.76,3
2021,21,CA1984,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,20,CA2028,Aussie,4.99,No,0.0,6,29.94,13.14,6
2021,26,CA1760,Aussie,3.49,Yes,0.3,26,90.74,17.94,15
2021,43,CA1812, Aussie,4.99,No,0.0,6,29.94,13.14,6
2021,19,CA2224,Pantene,6.79,Yes,0.15,1,6.79,2.69,1
2022,5,CA1587,Pantene,7.99,No,0.0,10,79.9,38.9,9
2021,20,CA1127,Aussie,4.99,No,0.0,12,59.88,26.28,11
2021,36,CA1168,Pantene,7.99, No,0.0,15,119.85,58.35,14
2021,34,CA1511,Aussie,2.99,Yes,0.4,45,134.55,8.55,18
2022,9,CA1662,Pantene,4.79,YES,40%,30,143.7,20.7,21
2021,45,CA1470,AUSSIE,3.29,yes,0.35,49,161.21,24.01,21
2021,38,CA1198,Pantene,7.99,NO,0%,10,79.9,38.9,10
2021,51,CA1940,AUSSIE,4.99,No,0.0,6,29.94,13.14,6
2021,52,CA2052,Pantene,7.99,no,0.0,1,7.99,3.89,1
2021,23,CA1073,Aussie,3.49,YES,0.3,42,146.58,28.98,24
2022,5,CA2063,pantene,7.99,No,0.0,2,15.98,7.78,2
2021,28,CA1254,Aussie,3.99,Yes,20%,27,107.73,32.13,20
2021,31,CA2256,Pantene,5.49, No,0.3,3,16.47,4.17,2
2021,18,CA1913,Aussie,3.99,Yes,0.2,15,59.85,17.85,11
2022,10,CA1738,Pantene,7.99,No,0.0,6,47.94,23.34,5
2022,8,CA1248,PANTENE,7.99,No,0.0,12,95.88,46.68,12
2021,14,CA2010,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,39,CA2102,Aussie,2.49,Yes,0.5,14,34.86,-4.34,4
2021,42,CA1218,Aussie,2.99,Yes,0.4,91,272.09,17.29,35
2021,50,CA1614,Aussie,3.29,No,35%,37,121.73,18.13,16
2021,27,CA2128,Pantene,7.99,NO,0.0,2,15.98,7.78,2
2021,25,CA2082,Pantene,6.79,Yes,0.15,2,13.58,5.38,2
2021,16,CA1374,Pantene,7.99,No,0.0,10,79.9,38.9,10
2021,20,CA2062,Pantene,6.49,Yes,0.2,3,19.47,7.17,3
2021,44,CA1443, Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,43,CA1926,aussie,4.99, No,0%,4,19.96,8.76,4
2021,20,CA1356,Pantene,6.49,Yes,0.2,18,116.82,43.02,16
2021,16,CA1907,Aussie,3.29,Yes,0.35,23,75.67,11.27,11
2021,23,CA1007,Pantene,7.99,No,0.0,13,103.87,50.57,12
2021,29,CA1681,Pantene,6.49,YES,0.2,15,97.35,35.85,13
2021,52,CA1280,Aussie,3.29,Yes,0.35,69,227.01,33.81,31
2021,26,CA2289,Aussie,3.49,Yes,0.3,1,3.49,0.69,1
2021,25,CA1241,pantene,6.79,YES,0.15,18,122.22,48.42,17
2021,45,CA1799,Pantene,4.49,YES,0.45,22,98.78,8.58,12
2021,33,CA1910, Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,46,CA1574,Aussie,4.99,No,0%,11,54.89,24.09,11
2021,23,CA2109,Pantene,7.99,No,0.0,2,15.98,7.78,2
2021,28,CA2192,Pantene,3.99,Yes,0.5,8,31.92,-0.88,4
2021,24,CA1290,Pantene,4.49,Yes,0.45,61,273.89,23.79,35
2021,47,CA1004,Aussie,2.99,Yes,0.4,53,158.47,10.07,21
2021,11,CA1344,Aussie,3.49,No,0.3,31,108.19,21.39,17
2021,18,CA1948,Aussie,3.99,Yes,0.2,14,55.86,16.66,10
2021,24,CA2230,Aussie,3.49,No,30%,5,17.45,3.45,3
2021,35,CA1632,AUSSIE,4.99,No,0%,11,54.89,24.09,10
2021,43,CA1479,Aussie,4.99,No,0.0,10,49.9,21.9,9
2021,30,CA1687,Pantene,5.49,Yes,30%,19,104.31,26.41,15
2021,29,CA1614,Pantene,6.49,Yes,0.2,13,84.37,31.07,11
2021,42,CA1238,Pantene,5.29,Yes,35%,36,190.44,42.84,28
2022,15,CA1784,Pantene,6.79,No,15%,5,33.95,13.45,4
2022,4,CA1545,Pantene,4.79,Yes,0.4,33,158.07,22.77,23
2021,16,CA1802,Pantene,7.99,No,0.0,4,31.96,15.56,4
2021,15,CA1886,Aussie,4.29,Yes,0.15,9,38.61,13.56,7
2021,20,CA1586,Pantene,6.49,Yes,0.2,12,77.88,28.68,11
2021,26,CA1020,Pantene,7.49,Yes,0.05,14,104.86,47.46,14
2021,42,CA1199,Pantene,5.29,Yes,0.35,28,148.12,33.32,22
2021,16,CA2054,Aussie,3.29,Yes,0.35,10,32.9,4.9,4
2021,34,CA1089,Aussie,2.99,Yes,0.4,85,254.15,16.15,33
2022,6,CA1664,Pantene,3.99,YES,0.5,58,231.42,-6.38,26
2021,11,CA1978,Aussie,3.49,No,30.0,17,59.33,11.73,9
2021,8,CA1422,Aussie,2.99,Yes,0.4,49,146.51,9.31,19
2021,51,CA1487, Aussie,4.99,No,0.0,10,49.9,21.9,10
2021,38,CA1054,Aussie,4.99,No,0.0,15,74.85,32.85,15
2021,11,CA1045,Aussie,3.49,No,0.3,52,181.48,35.88,28
2021,9,CA1866,aussie,4.99,No,0%,5,24.95,10.95,5
2021,18,CA2256,Aussie,3.99,yes,0.2,3,11.97,3.57,2
2021,12,CA1903,Aussie,4.99,No,0.0,7,34.93,15.33,6
2022,11,CA1649,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,23,CA1165,Pantene,7.99,No,0.0,12,95.88,46.68,12
2021,35,CA1311,Aussie,4.99,No,0.0,16,79.84,35.04,15
2021,14,CA1793,Aussie,4.99,NO,0.0,5,24.95,10.95,5
2021,14,CA1910,Aussie,4.99,No,0.0,7,34.93,15.33,6
2021,8,CA1642,Pantene,7.99,No,0.0,7,55.93,27.23,6
2021,40,CA2093, Aussie,4.99,NO,0.0,2,9.98,4.38,2
2021,28,CA1017,Aussie,3.99,YES,0.2,29,115.71,34.51,21
2021,38,CA1202,Aussie,4.99,No,0.0,14,69.86,30.66,14
2021,11,CA1624,pantene,7.99,No,0.0,5,39.95,19.45,5
2021,11,CA2055,Pantene,7.99,No,0%,2,15.98,7.78,2
2021,25,CA1108,Aussie,4.99, No,0.0,14,69.86,30.66,14
2021,10,CA1443,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,22,CA1892,Aussie,4.99,No,0.0,5,24.95,10.95,5
2021,43,CA2103,Pantene,6.49,Yes,0.2,2,12.98,4.78,2
2021,38,CA1219,Pantene,7.99, No,0.0,14,111.86,54.46,14
2021,40,CA1967,Aussie,4.99,No,0.0,6,29.94,13.14,6
2021,33,CA1799,Pantene,7.99,NO,0.0,4,31.96,15.56,4
2021,17,CA1920,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,3,CA1852,Aussie,2.99,YES,0.4,28,83.72,5.32,11
2021,39,CA1189,PANTENE,7.99,NO,0.0,11,87.89,42.79,10
2021,10,CA2259,Pantene,7.99,No,0.0,1,7.99,3.89,1
2022,15,CA1267,Pantene,6.79,No,0.15,16,108.64,43.04,15
2021,37,CA1562,aussie,4.99,no,0.0,8,39.92,17.52,8
2022,7,CA1179,pantene,7.99,No,0.0,12,95.88,46.68,12
2022,6,CA1116,Pantene,3.99,yes,0.5,88,351.12,-9.68,40
2021,22,CA1404, Pantene,3.99,Yes,0.5,63,251.37,-6.93,29
2021,46,CA1686,aussie,4.99,No,0%,11,54.89,24.09,11
2021,36,CA1815,Pantene,,No,0.0,4,31.96,15.56,4
2021,13,CA1009,Aussie,3.49,Yes,30%,47,164.03,32.43,27
2021,38,CA1099,Pantene,7.99,No,0.0,13,103.87,50.57,12
2021,31,CA2064,pantene,5.49,No,0.3,4,21.96,5.56,3
2021,51,CA1301,Pantene,5.49,Yes,0.3,22,120.78,30.58,18
2021,49,CA1657,Pantene,7.99,no,0.0,9,71.91,35.01,8
2021,15,CA1661,Pantene,4.79,Yes,0.4,29,138.91,20.01,20
2021,39,CA2033,Aussie,2.49,Yes,0.5,35,87.15,-10.85,10
2021,13,CA1068,Pantene,6.79,Yes,0.15,19,129.01,51.11,17
2022,13,CA1676,PANTENE,7.99,No,0.0,9,71.91,35.01,9
2021,38,CA1301, Aussie,4.99,No,0.0,10,49.9,21.9,9
2021,16,CA2175,Aussie,3.29,Yes,35.0,5,16.45,2.45,2
2021,8,CA1561,Pantene,7.99,No,0%,8,63.92,31.12,8
2021,30,CA1242,AUSSIE,4.99,NO,0.0,14,69.86,30.66,14
2021,21,CA1529,Aussie,2.99,Yes,40%,43,128.57,8.17,17
2021,52,CA1750,Aussie,3.29,yes,0.35,29,95.41,14.21,13
2021,9,CA2248,Pantene,4.79,Yes,0.4,4,19.16,2.76,3
2021,15,CA1953,pantene,4.79,Yes,0.4,16,76.64,11.04,11
2021,2,CA2074,Aussie,3.99,Yes,20.0,5,19.95,5.95,4
2021,33,CA2122,Aussie,4.99,No,0.0,2,9.98,4.38,2
2021,19,CA1642,Pantene,6.79,Yes,0.15,10,67.9,26.9,9
2021,32,CA1374,PANTENE,7.99,no,0.0,10,79.9,38.9,10
2021,8,CA1989, Pantene,7.99,No,0%,4,31.96,15.56,4
2021,5,CA1429,Aussie,3.99,Yes,20.0,26,103.74,30.94,19
2021,8,CA2057, Aussie,2.99,Yes,0.4,8,23.92,1.52,3
2021,20,CA1471,Aussie,4.99,No,0.0,12,59.88,26.28,12
2021,39,CA2201,Pantene,7.99, No,0.0,1,7.99,3.89,1
2021,33,CA2050,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,21,CA1047,Aussie,2.99,Yes,0.4,75,224.25,14.25,29
2021,3,CA1129,Aussie,2.99,Yes,0.4,65,194.35,12.35,25
2021,32,CA1343,Pantene,7.99,No,0.0,12,95.88,46.68,12
2021,18,CA1585,Aussie,3.99,Yes,0.2,16,63.84,19.04,12
2021,12,CA2167,Aussie,4.99,No,0.0,2,9.98,4.38,2
2021,19,CA1948,Pantene,6.79,Yes,0.15,8,54.32,21.52,7
2021,7,CA1906,AUSSIE,4.99,No,0.0,4,19.96,8.76,4
2021,8,CA1207, Pantene,7.99,NO,0.0,12,95.88,46.68,11
2021,42,CA1949,PANTENE,5.29,Yes,0.35,17,89.93,20.23,13
2021,8,CA1310, Aussie,2.99,YES,0.4,54,161.46,10.26,21
2021,47,CA1428,AUSSIE,2.99,yes,40%,49,146.51,9.31,19
2021,37,CA1804,AUSSIE,4.99,No,0%,5,24.95,10.95,5
2021,32,CA1364,Aussie,3.49,NO,0.3,30,104.7,20.7,17
2021,16,CA1472,PANTENE,,No,0.0,9,71.91,35.01,9
2021,17,CA1827,Aussie,4.99,No,0.0,8,39.92,17.52,8
2021,44,CA1516,Pantene,7.99,No,0.0,8,63.92,31.12,7
2021,13,CA1988,Aussie,3.49,Yes,0.3,15,52.35,10.35,9
2021,2,CA1554,pantene,7.29,Yes,10%,8,58.32,25.52,8
2021,25,CA1047,Aussie,4.99,NO,0.0,14,69.86,30.66,14
2021,10,CA1254,aussie,3.49,Yes,0.3,44,153.56,30.36,25
2021,3,CA1197,Aussie,2.99,Yes,0.4,68,203.32,12.92,26
2021,33,CA1619,Pantene,7.99,No,0.0,8,63.92,31.12,7
2021,13,CA2177,Pantene,6.79,YES,15%,1,6.79,2.69,1
2021,46,CA1896,Pantene,4.49,No,0.45,19,85.31,7.41,11
