Channel,Sales Order,Sales Order Line,Customer ID,Reseller ID,SKU,Region,Country,Order Date,Due Date,Ship Date,Order Quantity,Unit Price,Unit Price Discount Pct,Product Standard Cost,Total Product Cost,Extended Amount,Sales Amount,_batch_id
internet,SO48273,SO48273 - 1,AW00016589,,BK-R89R-48,United Kingdom ,United Kingdom,20181029,2018-11-08,"Nov 05, 2018",1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO46435,SO46435 - 1,,,BK-M82B-38,Australia,Australia,2018-05-07,2018-05-17,14-05-2018,1.4,3374.99,,1898.0944,1898.0944,-3374.99,-3374.99,ERP_EXPORT_20240115
Internet,SO46511,SO46511 - 1,,,BK-R93R-52,Canada,Canada,"May 19, 2018",2018-05-29,"May 26, 2018",1.1,3578.27,,2171.2942,2171.2942,-3578.27,-3578.27,ERP_EXPORT_20240115
INTERNET,SO45719,SO45719 - 1,AW00020000,,BK-M82B-44,Canada,Canada,19-02-2018,2018-03-01,"Feb 26, 2018",1.0,3374.99,0.0,1898.0944,1898.0944,3374.99,3374.99,ERP_EXPORT_20240115
Internet,SO47143,SO47143 - 1,AW00012684,,BK-M68B-46,Australia,Australia,20180709,2018-07-19,07/16/2018,1.0,2049.0982,0.0,1105.81,1105.81,2049.0982,2049.0982,ERP_EXPORT_20240115
internet,SO48277,SO48277 - 1,AW00012287,,BK-M68B-42,United Kingdom ,United Kingdom,"Oct 30, 2018",2018-11-09,11/06/2018,1.0,2049.0982,0.0%,1105.81,1105.81,2049.0982,2049.0982,ERP_EXPORT_20240115
Internet,SO47236,SO47236 - 1,,,BK-R64Y-42,Southwest,United States,20-07-2018,2018-07-30,20180727,1.8,1000.4375,,605.6492,605.6492,-1000.4375,-1000.4375,ERP_EXPORT_20240115
Internet,SO47193,SO47193 - 1,AW00020162,,BK-R50R-48,Germany,Germany,07/15/2018,2018-07-25,2018-07-22,1.0,782.99,0.0%,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO45024,SO45024 - 1,AW00029475,,BK-M82S-38,Germany,Germany,2017-11-29 00:00:00,2017-12-09,20171206,1.0,3399.99,,1912.1544,1912.1544,3399.99,3399.99,ERP_EXPORT_20240115
Internet,SO46783,SO46783 - 1,AW00019069,,BK-R50B-62,France,France,2018-06-12,2018-06-22,19-06-2018,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO44051,SO44051 - 1,AW00013691,,BK-R93R-62,UNITED KINGDOM,United Kingdom,07/31/2017,2017-08-10,"Aug 07, 2017",1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44674,SO44674 - 1,AW00028635,,BK-R93R-56, Southwest,United States,10/17/2017,2017-10-27,24-10-2017,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
INTERNET,SO44044,SO44044 - 1,AW00013690,,BK-R93R-56,United Kingdom,United Kingdom,2017-07-30 00:00:00,2017-08-09,2017-08-06 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47823,SO47823 - 1,AW00026160,,BK-R50B-62,Australia,Australia,20180912,2018-09-22,"Sep 19, 2018",1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO44582,SO44582 - 1,AW00011134,,BK-M82S-44,Australia,Australia,2017-10-03,2017-10-13,"Oct 10, 2017",1.0,3399.99,0.0,1912.1544,1912.1544,3399.99,3399.99,ERP_EXPORT_20240115
Internet,SO47952,SO47952 - 1,AW00022193,,BK-R89R-48,Australia,Australia,"Sep 29, 2018",2018-10-09,2018-10-06 00:00:00,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO45714,SO45714 - 1,AW00011534,,BK-R93R-48,Southwest,United States,18-02-2018,2018-02-28,2018-02-25 00:00:00,1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO46815,SO46815 - 1,AW00025093,,BK-R89B-48,Canada,Canada,20180616,2018-06-26,2018-06-23,1.0,2181.5625,,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO45115,SO45115 - 1,AW00025984,,BK-M82B-38,Southwest,United States,"Dec 08, 2017",2017-12-18,2017-12-15 00:00:00,1.0,3374.99,0.0,1898.0944,1898.0944,3374.99,3374.99,ERP_EXPORT_20240115
Internet ,SO46119,SO46119 - 1,AW00025927,,BK-R50R-44,AUSTRALIA,Australia,2018-03-31,2018-04-10,2018-04-07 00:00:00,1.0,699.0982,0.0,413.1463,413.1463,699.0982,699.0982,ERP_EXPORT_20240115
INTERNET,SO44255,SO44255 - 1,AW00014585,,BK-R50B-48, Southwest,United States,27-08-2017,2017-09-06,03-09-2017,1.0,699.0982,0.0,413.1463,413.1463,699.0982,699.0982,ERP_EXPORT_20240115
Internet,SO47639,SO47639 - 1,AW00015321,,BK-R50R-48,Southwest,United States,27-08-2018,2018-09-06,"Sep 03, 2018",1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO46121,SO46121 - 1,AW00012069,,BK-R93R-48,SOUTHWEST,United States,04/01/2018,2018-04-11,08-04-2018,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44377,SO44377 - 1,AW00028234,,BK-R93R-62,Southwest,United States,2017-09-11 00:00:00,2017-09-21,20170918,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
INTERNET,SO47790,SO47790 - 1,AW00022173,,BK-R89R-58,Australia,Australia,"Sep 09, 2018",2018-09-19,2018-09-16,1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO48513,SO48513 - 1,AW00015417,,BK-R50R-58,Southwest ,United States,"Nov 10, 2018",2018-11-20,17-11-2018,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
INTERNET,SO48808,SO48808 - 1,AW00016552,,BK-R89R-44,Germany ,Germany,2018-12-02 00:00:00,2018-12-12,20181209,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO46913,SO46913 - 1,AW00013212,,BK-R89B-48,Southwest,United States,"Jun 29, 2018",2018-07-09,"Jul 06, 2018",1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO44372,SO44372 - 1,AW00017736,,BK-R93R-62,Australia,Australia,"Sep 10, 2017",2017-09-20,2017-09-17 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO45986,SO45986 - 1,AW00011743,,BK-R93R-56,Southwest,United States,2018-03-27 00:00:00,2018-04-06,2018-04-03,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47239,SO47239 - 1,AW00021384,,BK-R89R-58,Australia,Australia,"Jul 20, 2018",2018-07-30,"Jul 27, 2018",1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO44421,SO44421 - 1,AW00013607,,BK-R93R-52,Germany,Germany,09/19/2017,2017-09-29,2017-09-26,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44428,SO44428 - 1,AW00028362,,BK-R93R-52,Southwest ,United States,2017-09-20 00:00:00,2017-09-30,27-09-2017,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
internet,SO45001,SO45001 - 1,AW00018302,,BK-R93R-48,Australia,Australia,25-11-2017,2017-12-05,2017-12-02 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44474,SO44474 - 1,AW00014601,,BK-R50R-52, Southwest,United States,09/29/2017,2017-10-09,20171006,1.0,699.0982,0.0,413.1463,413.1463,699.0982,699.0982,ERP_EXPORT_20240115
Internet,SO44274,SO44274 - 1,AW00028152,,BK-R93R-56,Southwest,United States,"Aug 31, 2017",2017-09-10,20170907,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO46542,SO46542 - 1,AW00011431,,BK-M82S-48,Germany,Germany,23-05-2018,2018-06-02,20180530,1.0,3399.99,0.0,1912.1544,1912.1544,3399.99,3399.99,ERP_EXPORT_20240115
Internet,SO43987,SO43987 - 1,AW00028042,,BK-R93R-62,Southwest,United States,24-07-2017,2017-08-03,2017-07-31,1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
internet,SO48592,SO48592 - 1,AW00012266,,BK-M68S-42,Germany,Germany,2018-11-17 00:00:00,2018-11-27,2018-11-24,1.0,2071.4196,0.0,1117.8559,1117.8559,2071.4196,2071.4196,ERP_EXPORT_20240115
Internet ,SO44837,SO44837 - 1,AW00013808,,BK-R93R-48,Germany,Germany,2017-11-05,2017-11-15,11/12/2017,1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44698,SO44698 - 1,AW00025565,,BK-R50R-44,Australia,Australia,"Oct 22, 2017",2017-11-01,29-10-2017,1.0,699.0982,,413.1463,413.1463,699.0982,699.0982,ERP_EXPORT_20240115
internet,SO48165,SO48165 - 1,AW00016327,,BK-R89B-44,Germany,Germany,13-10-2018,2018-10-23,20-10-2018,1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO47627,SO47627 - 1,AW00016444,,BK-R89R-52,UNITED KINGDOM,United Kingdom,2018-08-26,2018-09-05,20180902,1.0,2443.35,0.0%,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO48823,SO48823 - 1,AW00016821,,BK-R89R-48,Germany,Germany,12/04/2018,2018-12-14,11-12-2018,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO45699,SO45699 - 1,AW00014750,,BK-R50B-62,Southwest ,United States,02/15/2018,2018-02-25,2018-02-22 00:00:00,1.0,699.0982,0.0,413.1463,413.1463,699.0982,699.0982,ERP_EXPORT_20240115
Internet,SO48220,SO48220 - 1,AW00022409,,BK-R89B-48,AUSTRALIA,Australia,2018-10-22,2018-11-01,29-10-2018,1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO48615,SO48615 - 1,AW00019360,,BK-R64Y-40, United Kingdom,United Kingdom,20181119,2018-11-29,20181126,1.0,1000.4375,0.0,605.6492,605.6492,1000.4375,1000.4375,ERP_EXPORT_20240115
 Internet,SO48454,SO48454 - 1,AW00012328,,BK-M68B-38,United Kingdom,United Kingdom,20181105,2018-11-15,"Nov 12, 2018",1.0,2049.0982,0.0,1105.81,1105.81,2049.0982,2049.0982,ERP_EXPORT_20240115
Internet,SO47478,SO47478 - 1,AW00020811,,BK-R50R-62,united kingdom,United Kingdom,08/04/2018,2018-08-14,20180811,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO45222,SO45222 - 1,AW00014728,,BK-R50R-52,Northwest,United States,2017-12-24,2018-01-03,2017-12-31 00:00:00,1.0,699.0982,0.0,413.1463,413.1463,699.0982,699.0982,ERP_EXPORT_20240115
Internet,SO45822,SO45822 - 1,AW00020246,,BK-R93R-48,Australia,Australia,03/02/2018,2018-03-12,20180309,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
internet,SO46109,SO46109 - 1,AW00012167,,BK-R93R-48,NORTHWEST,United States,2018-03-31,2018-04-10,20180407,1.0,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47298,SO47298 - 1,AW00013403,,BK-R89R-58,Northwest,United States,20180726,2018-08-05,02-08-2018,1.0,2181.5625,,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO46160,SO46160 - 1,AW00011412,,BK-M82B-48,Germany,Germany,"Apr 07, 2018",2018-04-17,04/14/2018,1.0,3374.99,0.0,1898.0944,1898.0944,3374.99,3374.99,ERP_EXPORT_20240115
Internet,SO45990,SO45990 - 1,AW00012711,,BK-R93R-56,France,France,20180327,2018-04-06,2018-04-03 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO46562,SO46562 - 1,AW00014978,,BK-R93R-44,Germany,Germany,"May 24, 2018",2018-06-03,2018-05-31,1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO45399,SO45399 - 1,,,BK-R93R-44,Australia,Australia,"Jan 09, 2018",2018-01-19,16-01-2018,1.5,3578.27,,2171.2942,2171.2942,-3578.27,-3578.27,ERP_EXPORT_20240115
Internet,SO45185,SO45185 - 1,,,BK-R93R-62,UNITED KINGDOM,United Kingdom,12/18/2017,2017-12-28,2017-12-25,1.8,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44451,SO44451 - 1,AW00028295,,BK-R93R-52,Northwest,United States,20170926,2017-10-06,10/03/2017,1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47462,SO47462 - 1,AW00015926,,BK-R89B-48,germany,Germany,08/02/2018,2018-08-12,"Aug 09, 2018",1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO46212,SO46212 - 1,AW00012173,,BK-R93R-48,Southwest,United States,14-04-2018,2018-04-24,2018-04-21 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO45962,SO45962 - 1,AW00020227,,BK-R93R-62,Australia,Australia,2018-03-23 00:00:00,2018-04-02,20180330,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO43698,SO43698 - 1,AW00028389,,BK-M82S-44,France,France,2017-07-01 00:00:00,2017-07-11,08-07-2017,1.0,3399.99,0.0,1912.1544,1912.1544,3399.99,3399.99,ERP_EXPORT_20240115
Internet,SO46020,SO46020 - 1,AW00020228,,BK-R93R-52,Australia,Australia,"Mar 30, 2018",2018-04-09,2018-04-06,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47816,SO47816 - 1,,,BK-R89R-48,australia,Australia,2018-09-12,2018-09-22,"Sep 19, 2018",1.3,2443.35,,1518.7864,1518.7864,-2443.35,-2443.35,ERP_EXPORT_20240115
 Internet,SO48848,SO48848 - 1,AW00019424,,BK-R64Y-40,United Kingdom,United Kingdom,20181208,2018-12-18,"Dec 15, 2018",1.0,1000.4375,,605.6492,605.6492,1000.4375,1000.4375,ERP_EXPORT_20240115
Internet,SO45193,SO45193 - 1,AW00022889,,BK-R93R-62,Canada,Canada,20-12-2017,2017-12-30,27-12-2017,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
internet,SO46852,SO46852 - 1,AW00015194,,BK-R50B-58,Southwest,United States,2018-06-20 00:00:00,2018-06-30,2018-06-27,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO46179,SO46179 - 1,AW00011983,,BK-R93R-52,Southwest,United States,20180410,2018-04-20,2018-04-17,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44020,SO44020 - 1,AW00016931,,BK-R93R-44,Australia,Australia,27-07-2017,2017-08-06,"Aug 03, 2017",1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO45582,SO45582 - 1,AW00028656,,BK-R93R-48,Canada,Canada,01/29/2018,2018-02-08,05-02-2018,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
internet,SO45886,SO45886 - 1,AW00026042,,BK-M82B-38,Southwest,United States,20180312,2018-03-22,03/19/2018,1.0,3374.99,0.0,1898.0944,1898.0944,3374.99,3374.99,ERP_EXPORT_20240115
Internet,SO46797,SO46797 - 1,AW00021197,,BK-R89R-58,Australia,Australia,20180613,2018-06-23,"Jun 20, 2018",1.0,2181.5625,,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet ,SO47594,SO47594 - 1,AW00026154,,BK-R50B-52,AUSTRALIA,Australia,"Aug 20, 2018",2018-08-30,2018-08-27 00:00:00,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet ,SO48209,SO48209 - 1,AW00015369,,BK-R50R-58,Northwest,United States,2018-10-20 00:00:00,2018-10-30,"Oct 27, 2018",1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO44613,SO44613 - 1,AW00028628,,BK-R93R-52,Northwest,United States,08-10-2017,2017-10-18,20171015,1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO46189,SO46189 - 1,AW00020606,,BK-R93R-48,Australia,Australia,04/11/2018,2018-04-21,04/18/2018,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
internet,SO48252,SO48252 - 1,AW00020864,,BK-R50R-58, United Kingdom,United Kingdom,10/27/2018,2018-11-06,03-11-2018,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO47461,SO47461 - 1,AW00026320,,BK-M68S-46,SOUTHWEST,United States,2018-08-01 00:00:00,2018-08-11,08/08/2018,1.0,2071.4196,0.0,1117.8559,1117.8559,2071.4196,2071.4196,ERP_EXPORT_20240115
Internet,SO43952,SO43952 - 1,AW00016639,,BK-R93R-48, Australia,Australia,20170720,2017-07-30,"Jul 27, 2017",1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44050,SO44050 - 1,AW00017050,,BK-R93R-62,Australia,Australia,07/30/2017,2017-08-09,2017-08-06 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO45140,SO45140 - 1,AW00012485,,BK-R93R-48,France,France,2017-12-12 00:00:00,2017-12-22,2017-12-19 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47935,SO47935 - 1,AW00022194,,BK-R89B-48,Australia,Australia,"Sep 27, 2018",2018-10-07,20181004,1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
INTERNET,SO45476,SO45476 - 1,AW00019614,,BK-R93R-56,Australia,Australia,20180122,2018-02-01,2018-01-29 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47846,SO47846 - 1,,,BK-R89R-44,France,France,2018-09-16,2018-09-26,2018-09-23 00:00:00,1.1,2443.35,,1518.7864,1518.7864,-2443.35,-2443.35,ERP_EXPORT_20240115
Internet,SO47068,SO47068 - 1,AW00013246,,BK-R89R-52,Southwest,United States,"Jul 01, 2018",2018-07-11,2018-07-08 00:00:00,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO48452,SO48452 - 1,AW00014998,,BK-R89R-44,France,France,05-11-2018,2018-11-15,20181112,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
internet,SO44653,SO44653 - 1,AW00020170,,BK-R50R-44,United Kingdom ,United Kingdom,14-10-2017,2017-10-24,10/21/2017,1.0,699.0982,0.0,413.1463,413.1463,699.0982,699.0982,ERP_EXPORT_20240115
Internet,SO46591,SO46591 - 1,AW00012773,,BK-R93R-62,Northwest,United States,2018-05-29,2018-06-08,06/05/2018,1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet ,SO44247,SO44247 - 1,AW00017233,,BK-R93R-62, Australia,Australia,25-08-2017,2017-09-04,"Sep 01, 2017",1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO48190,SO48190 - 1,AW00026443,,BK-R50R-60,Australia,Australia,"Oct 17, 2018",2018-10-27,24-10-2018,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO43986,SO43986 - 1,AW00028070,,BK-R93R-62, Southwest,United States,2017-07-24,2017-08-03,2017-07-31 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
internet,SO46760,SO46760 - 1,AW00013986,,BK-R64Y-44,Southwest ,United States,2018-06-10 00:00:00,2018-06-20,2018-06-17,1.0,1000.4375,0.0,605.6492,605.6492,1000.4375,1000.4375,ERP_EXPORT_20240115
Internet,SO48729,SO48729 - 1,AW00026563,,BK-R50R-62, Australia,Australia,"Nov 30, 2018",2018-12-10,12/07/2018,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO45987,SO45987 - 1,AW00011854,,BK-R93R-62,Southwest ,United States,"Mar 27, 2018",2018-04-06,2018-04-03,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47826,SO47826 - 1,AW00022168,,BK-R89R-52,Australia,Australia,20180913,2018-09-23,09/20/2018,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO44845,SO44845 - 1,AW00028845,,BK-R93R-52,Northwest,United States,"Nov 06, 2017",2017-11-16,20171113,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet ,SO47106,SO47106 - 1,AW00025361,,BK-R89R-48,CANADA,Canada,05-07-2018,2018-07-15,2018-07-12,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO48635,SO48635 - 1,AW00028750,,BK-M68B-38,France,France,2018-11-21,2018-12-01,"Nov 28, 2018",1.0,2049.0982,0.0,1105.81,1105.81,2049.0982,2049.0982,ERP_EXPORT_20240115
Internet,SO46762,SO46762 - 1,AW00013063,,BK-R89R-44,Northwest,United States,10-06-2018,2018-06-20,2018-06-17,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO44689,SO44689 - 1,AW00018269,,BK-R93R-62,Australia,Australia,"Oct 20, 2017",2017-10-30,2017-10-27 00:00:00,1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
 Internet,SO48420,SO48420 - 1,AW00014957,,BK-R89B-52,france,France,20181102,2018-11-12,2018-11-09 00:00:00,1.0,2181.5625,0.0%,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet ,SO45586,SO45586 - 1,AW00012613,,BK-R93R-44,France,France,2018-01-30 00:00:00,2018-02-09,06-02-2018,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO48835,SO48835 - 1,AW00021148,,BK-M68B-42,Canada,Canada,05-12-2018,2018-12-15,"Dec 12, 2018",1.0,2049.0982,0.0,1105.81,1105.81,2049.0982,2049.0982,ERP_EXPORT_20240115
Internet,SO44320,SO44320 - 1,AW00014429,,BK-R93R-56,United Kingdom,United Kingdom,01-09-2017,2017-09-11,20170908,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO45466,SO45466 - 1,AW00019611,,BK-R93R-44,Australia ,Australia,21-01-2018,2018-01-31,"Jan 28, 2018",1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44208,SO44208 - 1,AW00025879,,BK-M82S-48, Southwest,United States,20170818,2017-08-28,20170825,1.0,3399.99,0.0,1912.1544,1912.1544,3399.99,3399.99,ERP_EXPORT_20240115
Internet,SO45442,SO45442 - 1,AW00029335,,BK-R93R-56,Northwest ,United States,2018-01-15 00:00:00,2018-01-25,22-01-2018,1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO48162,SO48162 - 1,AW00013714,,BK-R89R-48,Northwest,United States,10/12/2018,2018-10-22,20181019,1.0,2443.35,0.0%,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO46926,SO46926 - 1,AW00021169,,BK-R89B-52,australia,Australia,2018-06-30 00:00:00,2018-07-10,2018-07-07 00:00:00,1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
INTERNET,SO44265,SO44265 - 1,AW00025557,,BK-R50R-58,Australia,Australia,"Aug 28, 2017",2017-09-07,"Sep 04, 2017",1.0,699.0982,0.0,413.1463,413.1463,699.0982,699.0982,ERP_EXPORT_20240115
Internet,SO48715,SO48715 - 1,,,BK-R89B-48,AUSTRALIA,Australia,2018-11-28,2018-12-08,12/05/2018,1.8,2181.5625,,1320.6838,1320.6838,-2181.5625,-2181.5625,ERP_EXPORT_20240115
 Internet,SO44202,SO44202 - 1,AW00028159,,BK-R93R-44,SOUTHWEST,United States,2017-08-17,2017-08-27,2017-08-24 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO48121,SO48121 - 1,AW00022410,,BK-R89R-48,Australia,Australia,2018-10-06,2018-10-16,2018-10-13,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO46804,SO46804 - 1,AW00019052,,BK-R50R-60,France,France,2018-06-15 00:00:00,2018-06-25,20180622,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
INTERNET,SO46765,SO46765 - 1,AW00015191,,BK-R50B-58,Southwest,United States,06/10/2018,2018-06-20,"Jun 17, 2018",1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet ,SO44664,SO44664 - 1,AW00018222,,BK-R93R-44,Australia,Australia,20171015,2017-10-25,10/22/2017,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
internet,SO45620,SO45620 - 1,,,BK-R93R-56,australia,Australia,2018-02-03,2018-02-13,20180210,1.1,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44607,SO44607 - 1,AW00028774,,BK-R93R-62,Southwest,United States,2017-10-07 00:00:00,2017-10-17,"Oct 14, 2017",1.0,3578.27,0.0%,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO45589,SO45589 - 1,AW00019784,,BK-R93R-56,Australia,Australia,30-01-2018,2018-02-09,20180206,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO45203,SO45203 - 1,AW00018907,,BK-R93R-56,australia,Australia,2017-12-21 00:00:00,2017-12-31,20171228,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
