SalesOrderID,SalesReasonID,ModifiedDate
52524,4,2007-08-14
52525,1,2007-08-14
52526,1,2007-08-14
52527,1,2007-08-14
52528,1,2007-08-14
52529,1,2007-08-14
52531,1,2007-08-14
52532,1,2007-08-14
52533,1,2007-08-14
52534,1,2007-08-14
52534,10,2007-08-14
52535,1,2007-08-14
52536,1,2007-08-14
52536,10,2007-08-14
52537,1,2007-08-14
52538,1,2007-08-14
52539,1,2007-08-14
52540,1,2007-08-14
52541,1,2007-08-14
52542,1,2007-08-14
52543,1,2007-08-14
52544,1,2007-08-14
52545,1,2007-08-14
52546,1,2007-08-14
52547,1,2007-08-14
52548,1,2007-08-14
52549,1,2007-08-14
52550,1,2007-08-14
52551,1,2007-08-14
52552,1,2007-08-14
52553,1,2007-08-14
52554,1,2007-08-14
52555,1,2007-08-14
52556,1,2007-08-14
52557,1,2007-08-14
52558,1,2007-08-14
52559,1,2007-08-14
52560,1,2007-08-14
52561,1,2007-08-14
52562,1,2007-08-14
52563,1,2007-08-14
52563,10,2007-08-14
52564,1,2007-08-14
52566,1,2007-08-14
52567,2,2007-08-14
52568,1,2007-08-14
52568,2,2007-08-14
52569,1,2007-08-14
52570,1,2007-08-14
52571,1,2007-08-14
52572,1,2007-08-14
52572,2,2007-08-14
52575,1,2007-08-14
52575,2,2007-08-14
52577,1,2007-08-15
52577,2,2007-08-15
52578,4,2007-08-15
52579,1,2007-08-15
52580,1,2007-08-15
52581,1,2007-08-15
52582,1,2007-08-15
52583,1,2007-08-15
52583,10,2007-08-15
52584,1,2007-08-15
52584,10,2007-08-15
52585,1,2007-08-15
52586,1,2007-08-15
52587,1,2007-08-15
52589,1,2007-08-15
52590,1,2007-08-15
52591,1,2007-08-15
52592,1,2007-08-15
52593,1,2007-08-15
52594,1,2007-08-15
52595,1,2007-08-15
52596,1,2007-08-15
52597,1,2007-08-15
52598,1,2007-08-15
52599,1,2007-08-15
52600,1,2007-08-15
52601,1,2007-08-15
52602,1,2007-08-15
52603,1,2007-08-15
52604,1,2007-08-15
52605,1,2007-08-15
52606,1,2007-08-15
52607,1,2007-08-15
52607,10,2007-08-15
52608,1,2007-08-15
52609,1,2007-08-15
52609,2,2007-08-15
52610,1,2007-08-15
52611,1,2007-08-15
52612,1,2007-08-15
52613,1,2007-08-15
52613,2,2007-08-15
52614,1,2007-08-15
52614,2,2007-08-15
52614,10,2007-08-15
52615,1,2007-08-16
52616,1,2007-08-16
52617,1,2007-08-16
52617,10,2007-08-16
52618,1,2007-08-16
52619,1,2007-08-16
52619,10,2007-08-16
52620,1,2007-08-16
52621,1,2007-08-16
52622,4,2007-08-16
52623,4,2007-08-16
52624,4,2007-08-16
52625,2,2007-08-16
52626,1,2007-08-16
52627,1,2007-08-16
52627,10,2007-08-16
52628,1,2007-08-16
52629,1,2007-08-16
52630,1,2007-08-16
52630,10,2007-08-16
52631,1,2007-08-16
52632,1,2007-08-16
52633,1,2007-08-16
52634,1,2007-08-16
52635,1,2007-08-16
52636,1,2007-08-16
52637,1,2007-08-16
52638,1,2007-08-16
52639,1,2007-08-16
52640,1,2007-08-16
52641,1,2007-08-16
52642,1,2007-08-16
52643,1,2007-08-16
52644,1,2007-08-16
52645,1,2007-08-16
52646,1,2007-08-16
52647,1,2007-08-16
52648,1,2007-08-16
52649,1,2007-08-16
52650,1,2007-08-16
52651,1,2007-08-16
52652,4,2007-08-16
52653,1,2007-08-16
52654,1,2007-08-16
52655,1,2007-08-16
52656,1,2007-08-16
52657,2,2007-08-16
52658,1,2007-08-16
52659,1,2007-08-16
52660,6,2007-08-16
52661,1,2007-08-16
52662,1,2007-08-16
52662,2,2007-08-16
52663,1,2007-08-16
52664,1,2007-08-16
52665,1,2007-08-16
52666,1,2007-08-16
52667,1,2007-08-16
52668,1,2007-08-16
52669,1,2007-08-16
52669,2,2007-08-16
52671,1,2007-08-17
52672,1,2007-08-17
52673,1,2007-08-17
52674,1,2007-08-17
52675,1,2007-08-17
52676,1,2007-08-17
52677,1,2007-08-17
52678,1,2007-08-17
52679,1,2007-08-17
52680,1,2007-08-17
52681,1,2007-08-17
52682,1,2007-08-17
52683,1,2007-08-17
52684,1,2007-08-17
52685,1,2007-08-17
52686,1,2007-08-17
52687,1,2007-08-17
52689,1,2007-08-17
52690,1,2007-08-17
52691,1,2007-08-17
52692,1,2007-08-17
52693,6,2007-08-17
52694,1,2007-08-17
52695,1,2007-08-17
52696,1,2007-08-17
52697,1,2007-08-17
52698,1,2007-08-17
52699,1,2007-08-17
52701,4,2007-08-17
52701,10,2007-08-17
52702,6,2007-08-17
52703,1,2007-08-17
52704,1,2007-08-17
52705,1,2007-08-17
52706,1,2007-08-17
52707,1,2007-08-17
52708,1,2007-08-17
52709,4,2007-08-17
52710,1,2007-08-17
52711,1,2007-08-17
52712,1,2007-08-17
52713,1,2007-08-17
52714,1,2007-08-17
52714,10,2007-08-17
52715,1,2007-08-17
52717,1,2007-08-17
52718,2,2007-08-17
52719,1,2007-08-17
52722,1,2007-08-17
52723,1,2007-08-17
52724,1,2007-08-17
52725,1,2007-08-17
52726,1,2007-08-18
52727,1,2007-08-18
52728,1,2007-08-18
52729,6,2007-08-18
52730,1,2007-08-18
52730,2,2007-08-18
52731,1,2007-08-18
52732,1,2007-08-18
52734,4,2007-08-18
52735,1,2007-08-18
52736,1,2007-08-18
52737,1,2007-08-18
52738,1,2007-08-18
52739,1,2007-08-18
52740,4,2007-08-18
52741,1,2007-08-18
52742,6,2007-08-18
52743,1,2007-08-18
52744,1,2007-08-18
52745,1,2007-08-18
52746,1,2007-08-18
52747,1,2007-08-18
52748,1,2007-08-18
52749,1,2007-08-18
52750,1,2007-08-18
52751,1,2007-08-18
52752,1,2007-08-18
52753,1,2007-08-18
52754,1,2007-08-18
52754,10,2007-08-18
52755,1,2007-08-18
52756,1,2007-08-18
52757,1,2007-08-18
52758,1,2007-08-18
52758,2,2007-08-18
52759,2,2007-08-18
52760,1,2007-08-18
52761,1,2007-08-18
52762,1,2007-08-18
52764,5,2007-08-18
52765,1,2007-08-18
52766,1,2007-08-18
52766,2,2007-08-18
52767,1,2007-08-18
52769,1,2007-08-18
52770,1,2007-08-18
52771,1,2007-08-18
52772,1,2007-08-18
52774,1,2007-08-18
52775,1,2007-08-18
52775,2,2007-08-18
52776,2,2007-08-18
52777,1,2007-08-18
52778,1,2007-08-19
52779,1,2007-08-19
52780,1,2007-08-19
52781,4,2007-08-19
52782,1,2007-08-19
52783,1,2007-08-19
52783,10,2007-08-19
52784,2,2007-08-19
52785,1,2007-08-19
52786,1,2007-08-19
52787,1,2007-08-19
52788,1,2007-08-19
52789,1,2007-08-19
52790,1,2007-08-19
52791,1,2007-08-19
52792,1,2007-08-19
52793,1,2007-08-19
52794,1,2007-08-19
52795,1,2007-08-19
52796,1,2007-08-19
52798,1,2007-08-19
52799,1,2007-08-19
52800,1,2007-08-19
52801,1,2007-08-19
52802,1,2007-08-19
52803,1,2007-08-19
52804,1,2007-08-19
52805,1,2007-08-19
52806,1,2007-08-19
52807,1,2007-08-19
52808,1,2007-08-19
52809,1,2007-08-19
52810,1,2007-08-19
52811,4,2007-08-19
52811,10,2007-08-19
52812,1,2007-08-19
52813,1,2007-08-19
52814,1,2007-08-19
52815,1,2007-08-19
52816,1,2007-08-19
52817,1,2007-08-19
52818,1,2007-08-19
52819,1,2007-08-19
52820,1,2007-08-19
52821,1,2007-08-19
52822,1,2007-08-19
52823,1,2007-08-19
52824,1,2007-08-19
52825,2,2007-08-19
52826,1,2007-08-19
52827,1,2007-08-19
52828,1,2007-08-19
52830,1,2007-08-19
52830,2,2007-08-19
52831,1,2007-08-19
52832,1,2007-08-19
52832,2,2007-08-19
52833,1,2007-08-19
52833,2,2007-08-19
52833,10,2007-08-19
52834,1,2007-08-19
52836,1,2007-08-19
52838,1,2007-08-19
52839,1,2007-08-19
52841,1,2007-08-20
52842,1,2007-08-20
52845,1,2007-08-20
52846,2,2007-08-20
52847,1,2007-08-20
52848,6,2007-08-20
52849,1,2007-08-20
52850,1,2007-08-20
52851,1,2007-08-20
52852,1,2007-08-20
52853,1,2007-08-20
52854,1,2007-08-20
52856,1,2007-08-20
52857,1,2007-08-20
52858,4,2007-08-20
52859,1,2007-08-20
52860,1,2007-08-20
52860,10,2007-08-20
52861,1,2007-08-20
52862,1,2007-08-20
52863,1,2007-08-20
52864,1,2007-08-20
52865,1,2007-08-20
52866,1,2007-08-20
52867,1,2007-08-20
52868,1,2007-08-20
52869,1,2007-08-20
52869,10,2007-08-20
52870,1,2007-08-20
52871,1,2007-08-20
52872,1,2007-08-20
52873,1,2007-08-20
52874,1,2007-08-20
52875,6,2007-08-20
52876,1,2007-08-20
52877,1,2007-08-20
52877,10,2007-08-20
52883,1,2007-08-21
52884,1,2007-08-21
52885,1,2007-08-21
52886,1,2007-08-21
52887,1,2007-08-21
52887,10,2007-08-21
52888,1,2007-08-21
52889,4,2007-08-21
52890,6,2007-08-21
52891,6,2007-08-21
52892,1,2007-08-21
52893,1,2007-08-21
52894,1,2007-08-21
52895,1,2007-08-21
52895,10,2007-08-21
52896,1,2007-08-21
52897,1,2007-08-21
52898,1,2007-08-21
52899,1,2007-08-21
52900,1,2007-08-21
52901,1,2007-08-21
52903,1,2007-08-21
52904,1,2007-08-21
52904,10,2007-08-21
52905,1,2007-08-21
52906,1,2007-08-21
52906,10,2007-08-21
52907,1,2007-08-21
52908,1,2007-08-21
52909,1,2007-08-21
52910,1,2007-08-21
52911,1,2007-08-21
52912,1,2007-08-21
52913,1,2007-08-21
52914,1,2007-08-21
52915,1,2007-08-21
52916,1,2007-08-21
52917,1,2007-08-21
52918,1,2007-08-21
52919,2,2007-08-21
52921,6,2007-08-21
52922,1,2007-08-21
52923,1,2007-08-21
52925,1,2007-08-21
52926,1,2007-08-21
52928,1,2007-08-21
52928,10,2007-08-21
52929,1,2007-08-21
52931,1,2007-08-22
52931,10,2007-08-22
52932,1,2007-08-22
52933,1,2007-08-22
52934,4,2007-08-22
52935,1,2007-08-22
52936,1,2007-08-22
52937,6,2007-08-22
52938,1,2007-08-22
52939,1,2007-08-22
52939,10,2007-08-22
52940,1,2007-08-22
52941,1,2007-08-22
52942,1,2007-08-22
52943,1,2007-08-22
52944,1,2007-08-22
52945,1,2007-08-22
52946,1,2007-08-22
52947,1,2007-08-22
52948,1,2007-08-22
52949,1,2007-08-22
52950,1,2007-08-22
52951,1,2007-08-22
52951,10,2007-08-22
52952,1,2007-08-22
52953,1,2007-08-22
52954,1,2007-08-22
52955,2,2007-08-22
52956,2,2007-08-22
52959,1,2007-08-22
52960,1,2007-08-22
52960,2,2007-08-22
52960,10,2007-08-22
52961,1,2007-08-22
52963,1,2007-08-23
52964,1,2007-08-23
52964,2,2007-08-23
52966,2,2007-08-23
52967,1,2007-08-23
52968,4,2007-08-23
52969,1,2007-08-23
52970,1,2007-08-23
52971,4,2007-08-23
52972,1,2007-08-23
52973,1,2007-08-23
52974,1,2007-08-23
52976,1,2007-08-23
52977,1,2007-08-23
52979,1,2007-08-23
52980,1,2007-08-23
52981,4,2007-08-23
52982,1,2007-08-23
52983,1,2007-08-23
52984,1,2007-08-23
52985,1,2007-08-23
52986,1,2007-08-23
52987,1,2007-08-23
52988,1,2007-08-23
52989,1,2007-08-23
52990,1,2007-08-23
52991,1,2007-08-23
52992,1,2007-08-23
52993,1,2007-08-23
52994,1,2007-08-23
52995,1,2007-08-23
52995,10,2007-08-23
52996,1,2007-08-23
52997,1,2007-08-23
52997,2,2007-08-23
52998,1,2007-08-23
52999,2,2007-08-23
53000,2,2007-08-23
53003,1,2007-08-23
53004,1,2007-08-24
53004,2,2007-08-24
53006,1,2007-08-24
53007,1,2007-08-24
53008,1,2007-08-24
53009,1,2007-08-24
53011,1,2007-08-24
53012,1,2007-08-24
53013,1,2007-08-24
53013,10,2007-08-24
53014,1,2007-08-24
53015,1,2007-08-24
53016,1,2007-08-24
53017,1,2007-08-24
53018,1,2007-08-24
53019,1,2007-08-24
53020,1,2007-08-24
53021,1,2007-08-24
53022,1,2007-08-24
53023,1,2007-08-24
53024,1,2007-08-24
53025,1,2007-08-24
53026,1,2007-08-24
53027,1,2007-08-24
53028,1,2007-08-24
53029,1,2007-08-24
53030,1,2007-08-24
53031,1,2007-08-24
53032,6,2007-08-24
53033,1,2007-08-24
53034,1,2007-08-24
53035,1,2007-08-24
53036,1,2007-08-24
53036,10,2007-08-24
53037,1,2007-08-24
53037,10,2007-08-24
53038,1,2007-08-24
53039,1,2007-08-24
53040,1,2007-08-24
53041,1,2007-08-24
53042,1,2007-08-24
53043,1,2007-08-24
53043,10,2007-08-24
53044,1,2007-08-24
53045,1,2007-08-24
53046,1,2007-08-24
53047,1,2007-08-24
53047,2,2007-08-24
53048,1,2007-08-24
53048,2,2007-08-24
53049,1,2007-08-24
53050,1,2007-08-24
53051,2,2007-08-24
53052,1,2007-08-24
53052,2,2007-08-24
53054,1,2007-08-24
53055,1,2007-08-24
53056,1,2007-08-24
53057,2,2007-08-24
53058,1,2007-08-24
53058,2,2007-08-24
53060,1,2007-08-24
53062,1,2007-08-24
53063,1,2007-08-24
53063,2,2007-08-24
53064,1,2007-08-24
53064,2,2007-08-24
53065,1,2007-08-24
53065,2,2007-08-24
53066,1,2007-08-24
53066,2,2007-08-24
53068,2,2007-08-25
53069,6,2007-08-25
53070,1,2007-08-25
53071,1,2007-08-25
53072,1,2007-08-25
53073,1,2007-08-25
53073,10,2007-08-25
53074,1,2007-08-25
53075,1,2007-08-25
53076,1,2007-08-25
53077,1,2007-08-25
53078,1,2007-08-25
53079,1,2007-08-25
53080,1,2007-08-25
53080,10,2007-08-25
53081,1,2007-08-25
53082,1,2007-08-25
53083,1,2007-08-25
53083,2,2007-08-25
53084,1,2007-08-25
53085,1,2007-08-25
53086,1,2007-08-25
53087,1,2007-08-25
53088,1,2007-08-25
53089,1,2007-08-25
53090,1,2007-08-25
53091,1,2007-08-25
53092,1,2007-08-25
53093,1,2007-08-25
53094,4,2007-08-25
53095,1,2007-08-25
53096,1,2007-08-25
53097,1,2007-08-25
53098,6,2007-08-25
53100,1,2007-08-25
53101,1,2007-08-25
53102,1,2007-08-25
53103,1,2007-08-25
53104,1,2007-08-25
53104,10,2007-08-25
53105,1,2007-08-25
53106,1,2007-08-25
53107,1,2007-08-25
53108,1,2007-08-25
53109,1,2007-08-25
53110,1,2007-08-25
53111,1,2007-08-25
53112,1,2007-08-25
53113,1,2007-08-25
53114,1,2007-08-25
53115,1,2007-08-25
53116,1,2007-08-25
53117,1,2007-08-25
53117,10,2007-08-25
53118,1,2007-08-25
53118,10,2007-08-25
53119,2,2007-08-25
53120,1,2007-08-25
53121,1,2007-08-25
53122,1,2007-08-25
53123,1,2007-08-25
53124,1,2007-08-25
53125,1,2007-08-25
53126,2,2007-08-25
53127,1,2007-08-25
53128,1,2007-08-25
53128,2,2007-08-25
53129,1,2007-08-25
53130,1,2007-08-25
53131,1,2007-08-25
53131,2,2007-08-25
53131,10,2007-08-25
53134,1,2007-08-26
53135,1,2007-08-26
53136,1,2007-08-26
53137,1,2007-08-26
53138,4,2007-08-26
53138,10,2007-08-26
53139,1,2007-08-26
53139,10,2007-08-26
53140,1,2007-08-26
53141,1,2007-08-26
53141,2,2007-08-26
53142,4,2007-08-26
53143,1,2007-08-26
53144,1,2007-08-26
53145,1,2007-08-26
53145,10,2007-08-26
53146,1,2007-08-26
53147,1,2007-08-26
53147,10,2007-08-26
53148,1,2007-08-26
53149,1,2007-08-26
53150,1,2007-08-26
53151,1,2007-08-26
53152,6,2007-08-26
53153,1,2007-08-26
53154,1,2007-08-26
53155,1,2007-08-26
53156,4,2007-08-26
53157,1,2007-08-26
53158,1,2007-08-26
53159,1,2007-08-26
53160,1,2007-08-26
53161,1,2007-08-26
53162,1,2007-08-26
53163,1,2007-08-26
53164,1,2007-08-26
53165,1,2007-08-26
53166,1,2007-08-26
53167,1,2007-08-26
53168,1,2007-08-26
53169,1,2007-08-26
53170,1,2007-08-26
53171,1,2007-08-26
53173,2,2007-08-26
53174,1,2007-08-26
53174,2,2007-08-26
53175,1,2007-08-26
53175,2,2007-08-26
53176,2,2007-08-26
53177,1,2007-08-26
53178,1,2007-08-26
53180,1,2007-08-26
53185,1,2007-08-27
53186,1,2007-08-27
53186,10,2007-08-27
53187,1,2007-08-27
53188,1,2007-08-27
53189,1,2007-08-27
53190,1,2007-08-27
53191,1,2007-08-27
53192,6,2007-08-27
53193,1,2007-08-27
53193,10,2007-08-27
53194,1,2007-08-27
53195,1,2007-08-27
53197,4,2007-08-27
53198,1,2007-08-27
53199,1,2007-08-27
53200,1,2007-08-27
53201,4,2007-08-27
53201,10,2007-08-27
53203,1,2007-08-27
53204,1,2007-08-27
53204,10,2007-08-27
53205,1,2007-08-27
53205,10,2007-08-27
53206,1,2007-08-27
53207,1,2007-08-27
53208,1,2007-08-27
53209,1,2007-08-27
53210,1,2007-08-27
53211,1,2007-08-27
53212,1,2007-08-27
53213,1,2007-08-27
53214,1,2007-08-27
53215,1,2007-08-27
53216,1,2007-08-27
53217,6,2007-08-27
53218,1,2007-08-27
53219,1,2007-08-27
53219,10,2007-08-27
53220,1,2007-08-27
53221,1,2007-08-27
53222,1,2007-08-27
53223,1,2007-08-27
53225,1,2007-08-27
53228,1,2007-08-27
53229,1,2007-08-27
53230,1,2007-08-27
53231,1,2007-08-27
53232,1,2007-08-27
53233,6,2007-08-27
53234,1,2007-08-27
53235,1,2007-08-27
53236,1,2007-08-27
53239,1,2007-08-27
53240,2,2007-08-28
53241,1,2007-08-28
53241,2,2007-08-28
53243,4,2007-08-28
53244,1,2007-08-28
53245,1,2007-08-28
53246,1,2007-08-28
53247,4,2007-08-28
53248,1,2007-08-28
53249,1,2007-08-28
53250,1,2007-08-28
53251,1,2007-08-28
53252,1,2007-08-28
53252,10,2007-08-28
53253,1,2007-08-28
53254,1,2007-08-28
53255,1,2007-08-28
53255,10,2007-08-28
53256,1,2007-08-28
53257,1,2007-08-28
53258,1,2007-08-28
53259,1,2007-08-28
53260,1,2007-08-28
53261,6,2007-08-28
53262,1,2007-08-28
53263,1,2007-08-28
53264,1,2007-08-28
53265,1,2007-08-28
53266,1,2007-08-28
53267,1,2007-08-28
53268,1,2007-08-28
53269,1,2007-08-28
53270,1,2007-08-28
53271,1,2007-08-28
53272,1,2007-08-28
53273,1,2007-08-28
53274,1,2007-08-28
53275,1,2007-08-28
53276,1,2007-08-28
53277,1,2007-08-28
53278,1,2007-08-28
53279,1,2007-08-28
53280,1,2007-08-28
53281,1,2007-08-28
53282,1,2007-08-28
53283,1,2007-08-28
53283,2,2007-08-28
53284,1,2007-08-28
53286,1,2007-08-28
53288,1,2007-08-28
53289,1,2007-08-29
53291,1,2007-08-29
53292,1,2007-08-29
53293,1,2007-08-29
53294,1,2007-08-29
53295,1,2007-08-29
53296,1,2007-08-29
53296,10,2007-08-29
53297,1,2007-08-29
53298,1,2007-08-29
53299,1,2007-08-29
53299,10,2007-08-29
53300,1,2007-08-29
53301,1,2007-08-29
53302,1,2007-08-29
53303,1,2007-08-29
53304,1,2007-08-29
53305,1,2007-08-29
53306,4,2007-08-29
53307,1,2007-08-29
53308,1,2007-08-29
53309,1,2007-08-29
53310,6,2007-08-29
53311,1,2007-08-29
53312,1,2007-08-29
53313,1,2007-08-29
53314,1,2007-08-29
53315,1,2007-08-29
53316,1,2007-08-29
53317,1,2007-08-29
53318,1,2007-08-29
53319,1,2007-08-29
53320,1,2007-08-29
53321,1,2007-08-29
53322,1,2007-08-29
53323,1,2007-08-29
53324,1,2007-08-29
53325,4,2007-08-29
53326,1,2007-08-29
53327,1,2007-08-29
53328,1,2007-08-29
53329,1,2007-08-29
53329,2,2007-08-29
53330,6,2007-08-29
53332,1,2007-08-29
53332,10,2007-08-29
53333,1,2007-08-29
53333,2,2007-08-29
53334,1,2007-08-29
53335,1,2007-08-29
53336,1,2007-08-29
53337,1,2007-08-29
53338,5,2007-08-29
53344,1,2007-08-29
53344,2,2007-08-29
53345,1,2007-08-30
53345,2,2007-08-30
53346,1,2007-08-30
53347,1,2007-08-30
53348,1,2007-08-30
53349,1,2007-08-30
53349,2,2007-08-30
53350,1,2007-08-30
53351,1,2007-08-30
53351,10,2007-08-30
53352,1,2007-08-30
53353,1,2007-08-30
53354,1,2007-08-30
53355,6,2007-08-30
53356,1,2007-08-30
53357,1,2007-08-30
53358,1,2007-08-30
53359,1,2007-08-30
53360,6,2007-08-30
53361,1,2007-08-30
53362,1,2007-08-30
53363,1,2007-08-30
53364,1,2007-08-30
53365,1,2007-08-30
53366,4,2007-08-30
53367,4,2007-08-30
53368,1,2007-08-30
53369,1,2007-08-30
53370,1,2007-08-30
53371,1,2007-08-30
53372,1,2007-08-30
53373,1,2007-08-30
53374,1,2007-08-30
53375,1,2007-08-30
53375,10,2007-08-30
53376,1,2007-08-30
53377,4,2007-08-30
53377,10,2007-08-30
53378,1,2007-08-30
53379,1,2007-08-30
53380,1,2007-08-30
53381,1,2007-08-30
53382,1,2007-08-30
53383,1,2007-08-30
53384,1,2007-08-30
53385,1,2007-08-30
53386,1,2007-08-30
53387,1,2007-08-30
53388,1,2007-08-30
53389,1,2007-08-30
53390,1,2007-08-30
53392,2,2007-08-30
53393,1,2007-08-30
53393,2,2007-08-30
53394,1,2007-08-30
53395,1,2007-08-30
53397,1,2007-08-30
53397,2,2007-08-30
53399,1,2007-08-31
53400,1,2007-08-31
53401,1,2007-08-31
53401,10,2007-08-31
53402,1,2007-08-31
53403,1,2007-08-31
53403,10,2007-08-31
53404,1,2007-08-31
53405,1,2007-08-31
53406,4,2007-08-31
53407,1,2007-08-31
53408,1,2007-08-31
53409,1,2007-08-31
53410,1,2007-08-31
53411,1,2007-08-31
53412,4,2007-08-31
53413,1,2007-08-31
53414,1,2007-08-31
53415,1,2007-08-31
53416,1,2007-08-31
53417,1,2007-08-31
53418,6,2007-08-31
53419,6,2007-08-31
53420,1,2007-08-31
53421,1,2007-08-31
53422,1,2007-08-31
53423,1,2007-08-31
53424,1,2007-08-31
53425,1,2007-08-31
53426,1,2007-08-31
53427,1,2007-08-31
53428,1,2007-08-31
53429,1,2007-08-31
53430,1,2007-08-31
53431,1,2007-08-31
53432,1,2007-08-31
53433,1,2007-08-31
53434,1,2007-08-31
53434,10,2007-08-31
53435,2,2007-08-31
53436,1,2007-08-31
53436,10,2007-08-31
53437,1,2007-08-31
53438,1,2007-08-31
53441,1,2007-08-31
53442,1,2007-08-31
53442,2,2007-08-31
53443,1,2007-08-31
53443,2,2007-08-31
53446,1,2007-08-31
53447,1,2007-08-31
53447,2,2007-08-31
53448,1,2007-08-31
53626,1,2007-09-01
53626,10,2007-09-01
53627,1,2007-09-01
53628,2,2007-09-01
53629,1,2007-09-01
53630,1,2007-09-01
53631,1,2007-09-01
53631,10,2007-09-01
53632,1,2007-09-01
53633,1,2007-09-01
53634,1,2007-09-01
53635,1,2007-09-01
53635,10,2007-09-01
53636,1,2007-09-01
53637,1,2007-09-01
53638,1,2007-09-01
53639,1,2007-09-01
53640,6,2007-09-01
53641,1,2007-09-01
53642,1,2007-09-01
53643,1,2007-09-01
53644,1,2007-09-01
53645,1,2007-09-01
53646,1,2007-09-01
53647,1,2007-09-01
53648,1,2007-09-01
53649,1,2007-09-01
53650,1,2007-09-01
53651,1,2007-09-01
53653,1,2007-09-01
53654,2,2007-09-01
53655,1,2007-09-01
53656,2,2007-09-01
53661,1,2007-09-01
53663,1,2007-09-02
53663,2,2007-09-02
53664,2,2007-09-02
53665,1,2007-09-02
53666,6,2007-09-02
53667,1,2007-09-02
53668,1,2007-09-02
53668,10,2007-09-02
53669,1,2007-09-02
53670,1,2007-09-02
53670,10,2007-09-02
53671,1,2007-09-02
53672,1,2007-09-02
53673,1,2007-09-02
53674,1,2007-09-02
53675,1,2007-09-02
53676,2,2007-09-02
53677,1,2007-09-02
53678,1,2007-09-02
53679,1,2007-09-02
53680,1,2007-09-02
53681,1,2007-09-02
53682,1,2007-09-02
53683,1,2007-09-02
53684,1,2007-09-02
53685,1,2007-09-02
53686,1,2007-09-02
53687,6,2007-09-02
53688,1,2007-09-02
53689,1,2007-09-02
53689,10,2007-09-02
53690,1,2007-09-02
53691,1,2007-09-02
53691,10,2007-09-02
53692,1,2007-09-02
53693,1,2007-09-02
53694,4,2007-09-02
53695,1,2007-09-02
53696,1,2007-09-02
53696,10,2007-09-02
53697,1,2007-09-02
53698,4,2007-09-02
53699,1,2007-09-02
53700,4,2007-09-02
53701,1,2007-09-02
53702,1,2007-09-02
53703,1,2007-09-02
53704,1,2007-09-02
53705,1,2007-09-02
53706,1,2007-09-02
53706,2,2007-09-02
53708,1,2007-09-02
53708,2,2007-09-02
53710,2,2007-09-02
53711,1,2007-09-02
53712,1,2007-09-02
53713,1,2007-09-02
53714,1,2007-09-02
53714,2,2007-09-02
53714,10,2007-09-02
53715,1,2007-09-02
53717,1,2007-09-02
53717,2,2007-09-02
53717,10,2007-09-02
53718,1,2007-09-02
53718,2,2007-09-02
53719,1,2007-09-02
53719,2,2007-09-02
53720,1,2007-09-03
53721,2,2007-09-03
53722,1,2007-09-03
53723,4,2007-09-03
53724,1,2007-09-03
53725,1,2007-09-03
53726,1,2007-09-03
53727,1,2007-09-03
53728,1,2007-09-03
53729,1,2007-09-03
53730,2,2007-09-03
53731,1,2007-09-03
53732,1,2007-09-03
53733,1,2007-09-03
53734,1,2007-09-03
53735,1,2007-09-03
53736,1,2007-09-03
53737,1,2007-09-03
53738,1,2007-09-03
53739,1,2007-09-03
53740,1,2007-09-03
53741,1,2007-09-03
53742,1,2007-09-03
53743,1,2007-09-03
53743,10,2007-09-03
53744,1,2007-09-03
53745,1,2007-09-03
53745,10,2007-09-03
53746,1,2007-09-03
53747,1,2007-09-03
53748,1,2007-09-03
53749,1,2007-09-03
53750,1,2007-09-03
53751,1,2007-09-03
53752,1,2007-09-03
53753,4,2007-09-03
53754,1,2007-09-03
53755,1,2007-09-03
53756,1,2007-09-03
53756,2,2007-09-03
53757,1,2007-09-03
53758,1,2007-09-03
53760,1,2007-09-03
53761,1,2007-09-03
53763,2,2007-09-03
53766,2,2007-09-03
53767,1,2007-09-03
53768,2,2007-09-03
53769,1,2007-09-03
53772,2,2007-09-04
53774,1,2007-09-04
53775,1,2007-09-04
53776,1,2007-09-04
53777,1,2007-09-04
53778,1,2007-09-04
53779,1,2007-09-04
53780,1,2007-09-04
53781,1,2007-09-04
53782,1,2007-09-04
53783,1,2007-09-04
53783,2,2007-09-04
53784,2,2007-09-04
53785,1,2007-09-04
53786,1,2007-09-04
53787,1,2007-09-04
53788,1,2007-09-04
53790,1,2007-09-04
53791,1,2007-09-04
53792,1,2007-09-04
53793,1,2007-09-04
53794,1,2007-09-04
53795,6,2007-09-04
53796,1,2007-09-04
53797,1,2007-09-04
53798,1,2007-09-04
53799,1,2007-09-04
53800,1,2007-09-04
53801,1,2007-09-04
53802,1,2007-09-04
53803,1,2007-09-04
53804,1,2007-09-04
53805,1,2007-09-04
53806,1,2007-09-04
53807,1,2007-09-04
53808,1,2007-09-04
53809,1,2007-09-04
53810,1,2007-09-04
53811,1,2007-09-04
53811,10,2007-09-04
53812,1,2007-09-04
53813,1,2007-09-04
53814,1,2007-09-04
53815,1,2007-09-04
53816,1,2007-09-04
53817,1,2007-09-04
53818,1,2007-09-04
53819,1,2007-09-04
53820,1,2007-09-04
53821,2,2007-09-04
53822,1,2007-09-04
53823,1,2007-09-04
53824,1,2007-09-04
53825,1,2007-09-04
53825,2,2007-09-04
53825,10,2007-09-04
53826,1,2007-09-04
53826,2,2007-09-04
53826,10,2007-09-04
53828,1,2007-09-04
53831,1,2007-09-05
