BusinessEntityID,CreditCardID,ModifiedDate
4862,10377,2007-12-19
4863,4609,2006-12-12
4864,10657,2007-09-19
4865,8997,2007-10-20
4866,4831,2008-05-15
4867,18179,2008-01-06
4868,16401,2006-05-09
4869,13766,2008-07-29
4870,4512,2008-03-07
4871,2925,2007-10-15
4872,4790,2006-10-07
4873,2060,2008-04-25
4874,18960,2007-10-13
4875,19073,2007-10-07
4876,13226,2007-11-03
4877,11552,2007-04-11
4878,5314,2007-08-07
4879,6883,2006-05-30
4880,12700,2008-01-30
4881,5862,2008-06-12
4882,16341,2008-05-19
4883,16177,2007-08-20
4884,11592,2008-02-14
4885,14844,2007-09-07
4886,11178,2007-04-13
4887,15422,2008-05-28
4888,9608,2008-06-22
4889,6835,2005-11-12
4890,1349,2008-03-14
4891,13875,2007-08-08
4892,12999,2006-12-29
4893,1650,2005-12-15
4894,8153,2006-03-26
4895,5612,2007-12-13
4896,2937,2007-11-01
4897,17921,2008-06-07
4898,1181,2008-02-29
4899,18383,2007-09-04
4900,11304,2008-01-12
4901,12308,2007-10-22
4902,7940,2006-06-08
4903,10946,2007-09-10
4904,7359,2008-02-14
4905,11389,2008-03-10
4906,954,2007-10-31
4907,10241,2006-06-20
4908,9275,2006-10-13
4909,317,2008-06-27
4910,14338,2005-11-08
4911,11558,2007-08-22
4912,5776,2007-06-28
4913,1561,2007-09-09
4914,8971,2005-11-02
4915,100,2008-05-06
4916,15524,2005-07-03
4917,507,2007-11-17
4918,18466,2008-04-09
4919,17705,2008-02-29
4920,16875,2008-02-17
4921,3994,2006-06-12
4922,2915,2007-08-02
4923,15772,2007-07-04
4924,6698,2007-10-16
4925,11412,2008-05-29
4926,17110,2005-07-17
4927,12438,2007-08-24
4928,13252,2007-08-27
4929,19132,2008-04-16
4930,1383,2008-01-22
4931,11989,2008-05-04
4932,12141,2006-10-21
4933,13236,2007-09-17
4934,18494,2007-09-16
4935,15781,2007-11-08
4936,7760,2007-09-04
4937,17291,2007-01-31
4938,17608,2007-09-03
4939,9318,2006-04-27
4940,6179,2005-12-19
4941,8544,2007-12-06
4942,1592,2006-03-23
4943,14333,2006-05-16
4944,10363,2007-09-16
4945,18305,2008-05-09
4946,7171,2007-08-08
4947,17564,2007-02-21
4948,12136,2008-04-29
4949,15976,2008-06-14
4950,5106,2008-05-13
4951,16295,2008-04-29
4952,645,2006-12-02
4953,13079,2007-04-12
4954,10854,2008-01-28
4955,1,2007-08-30
4956,6948,2006-09-02
4957,803,2007-04-08
4958,18902,2007-08-27
4959,17116,2008-02-07
4960,1077,2008-05-06
4961,17405,2007-10-30
4962,12360,2007-06-02
4963,16016,2008-04-24
4964,10686,2008-05-06
4965,295,2008-03-23
4966,3976,2005-08-22
4967,6990,2007-09-04
4968,6915,2007-11-30
4969,17883,2006-11-18
4970,4519,2008-06-06
4971,1919,2008-03-27
4972,10233,2007-10-30
4973,17581,2005-12-26
4974,12883,2006-03-05
4975,3027,2008-02-29
4976,14156,2008-03-28
4977,16879,2008-03-19
4978,6299,2006-03-21
4979,2128,2007-06-07
4980,11917,2008-06-17
4981,12443,2006-05-01
4982,17356,2006-05-22
4983,3688,2008-02-27
4984,14302,2005-07-09
4985,3184,2008-05-17
4986,6801,2006-12-23
4987,3424,2005-12-03
4988,10587,2008-06-08
4989,10084,2007-11-20
4990,1878,2007-10-25
4991,6849,2007-03-05
4992,8353,2008-01-02
4993,977,2006-01-19
4994,4766,2007-11-07
4995,18065,2005-12-15
4996,14235,2007-09-24
4997,14061,2007-08-30
4998,13305,2008-02-13
4999,5989,2006-01-08
5000,5171,2007-12-03
5001,5835,2007-06-02
5002,180,2006-07-01
5003,6872,2006-02-08
5004,3354,2007-12-04
5005,7465,2008-02-24
5006,15800,2008-01-30
5007,14615,2008-02-07
5008,14242,2007-12-04
5009,4125,2008-02-21
5010,6980,2007-08-04
5011,5309,2007-08-05
5012,13329,2006-11-09
5013,18183,2008-05-23
5014,9081,2007-04-03
5015,5498,2007-09-08
5016,12241,2007-08-01
5017,2874,2007-12-01
5018,15030,2007-10-10
5019,17695,2006-08-31
5020,4298,2005-11-05
5021,1890,2005-08-06
5022,18652,2007-07-06
5023,6389,2008-06-28
5024,10294,2007-11-28
5025,10169,2008-06-11
5026,10763,2007-06-25
5027,11213,2007-04-07
5028,7363,2008-06-13
5029,251,2006-02-20
5030,4440,2008-04-01
5031,16744,2006-10-22
5032,1860,2005-10-14
5033,14648,2007-12-05
5034,7912,2008-01-01
5035,13497,2005-10-01
5036,16840,2008-06-21
5037,9276,2008-02-08
5038,7313,2007-10-07
5039,6029,2008-07-26
5040,7860,2007-08-19
5041,6668,2007-12-16
5042,3941,2006-06-20
5043,7785,2008-04-17
5044,5756,2006-12-29
5045,9151,2007-03-08
5046,1240,2007-09-15
5047,2458,2008-06-26
5048,2806,2005-10-28
5049,8840,2008-01-29
5050,12890,2005-10-29
5051,1764,2006-07-06
5052,7073,2007-10-05
5053,18872,2006-12-03
5054,4170,2008-01-20
5055,9593,2007-11-15
5056,11,2008-06-04
5057,5400,2008-02-25
5058,14207,2007-09-07
5059,4078,2007-01-26
5060,372,2008-03-11
5061,1293,2007-09-18
5062,6300,2005-12-24
5063,8664,2006-01-11
5064,1204,2008-06-09
5065,11513,2008-01-11
5066,7656,2007-09-26
5067,12902,2006-07-11
5068,5455,2008-06-20
5069,10075,2007-09-23
5070,3696,2005-07-22
5071,6135,2008-02-03
5072,5364,2006-02-19
5073,2849,2008-02-20
5074,1704,2005-09-19
5075,2557,2008-06-26
5076,10837,2008-02-04
5077,13167,2008-06-19
5078,14305,2008-06-15
5079,18463,2007-08-07
5080,1746,2006-11-29
5081,17434,2007-11-30
5082,14509,2008-04-05
5083,5277,2008-02-04
5084,14053,2007-07-15
5085,5145,2006-07-30
5086,16929,2007-10-08
5087,17989,2007-09-26
5088,9821,2008-03-09
5089,8662,2008-03-26
5090,11577,2007-11-30
5091,5197,2005-12-14
5092,11514,2008-01-18
5093,17983,2007-01-09
5094,7026,2007-05-06
5095,17640,2007-10-12
5096,15426,2008-03-11
5097,3694,2007-11-03
5098,8731,2008-06-18
5099,14657,2008-02-23
5100,17064,2007-09-13
5101,18512,2008-05-12
5102,18508,2008-01-10
5103,11699,2008-06-06
5104,7827,2007-10-01
5105,16013,2008-02-13
5106,10577,2007-08-05
5107,16144,2007-11-21
5108,18142,2007-08-19
5109,3037,2008-06-27
5110,846,2007-01-08
5111,10691,2007-10-15
5112,6428,2007-07-20
5113,4635,2007-10-19
5114,6854,2005-10-12
5115,12445,2006-12-01
5116,19233,2007-12-03
5117,19090,2008-07-15
5118,4666,2007-08-02
5119,17360,2007-04-17
5120,9148,2008-03-28
5121,7504,2008-06-06
5122,9708,2005-12-13
5123,11715,2008-06-17
5124,2373,2007-12-20
5125,11002,2008-06-23
5126,15267,2007-04-25
5127,16186,2007-08-22
5128,6839,2007-01-29
5129,10599,2007-01-31
5130,14457,2008-06-10
5131,17179,2007-12-04
5132,10087,2007-08-16
5133,19129,2007-02-18
5134,3869,2007-10-22
5135,2448,2008-03-14
5136,12079,2007-09-19
5137,7786,2007-10-25
5138,4034,2007-03-19
5139,15654,2006-02-05
5140,4064,2007-09-28
5141,15108,2008-02-16
5142,13380,2008-01-14
5143,6807,2008-03-10
5144,9016,2008-05-20
5145,9534,2007-10-23
5146,10530,2008-04-08
5147,12261,2006-02-06
5148,17856,2007-08-16
5149,18545,2008-04-17
5150,18123,2008-03-01
5151,6357,2007-08-19
5152,17522,2008-05-18
5153,4839,2006-12-07
5154,8714,2007-07-12
5155,16907,2006-12-10
5156,18089,2008-04-01
5157,15474,2006-08-30
5158,125,2008-06-01
5159,6840,2008-03-21
5160,12035,2008-05-10
5161,5436,2008-02-13
5162,1032,2005-08-29
5163,8446,2007-08-09
5164,6682,2008-04-23
5165,6202,2007-08-13
5166,611,2008-05-30
5167,15893,2008-07-18
5168,14917,2007-11-25
5169,11753,2008-06-28
5170,18847,2007-12-04
5171,1945,2007-09-01
5172,12272,2007-10-03
5173,17278,2008-01-18
5174,10152,2008-01-24
5175,15660,2007-11-21
5176,7549,2008-06-22
5177,18366,2008-05-20
5178,15704,2008-05-18
5179,7883,2007-08-16
5180,7373,2006-10-11
5181,17539,2008-02-08
5182,13863,2006-01-25
5183,11236,2007-04-17
5184,5468,2008-05-07
5185,3116,2008-01-20
5186,252,2008-01-16
5187,15028,2007-12-08
5188,18940,2007-09-13
5189,13542,2007-10-31
5190,3679,2007-03-16
5191,15549,2007-12-21
5192,14361,2007-09-11
5193,4463,2008-02-01
5194,6429,2008-02-29
5195,7425,2007-12-19
5196,15131,2008-06-08
5197,11151,2008-03-24
5198,4986,2008-02-23
5199,10910,2007-11-24
5200,17708,2008-04-19
5201,7489,2008-06-18
5202,8630,2007-08-31
5203,16140,2008-06-19
5204,15678,2008-02-12
5205,7441,2006-10-13
5206,11649,2008-06-12
5207,1279,2008-02-22
5208,9057,2007-11-09
5209,9808,2008-03-03
5210,2807,2008-05-05
5211,17944,2008-06-21
5212,10966,2006-12-14
5213,6404,2006-02-02
5214,9577,2007-01-13
5215,15182,2008-02-02
5216,9614,2008-03-17
5217,16122,2007-02-14
5218,13691,2008-05-04
5219,18839,2008-07-10
5220,2691,2008-04-18
5221,15086,2008-01-26
5222,11418,2008-04-19
5223,16453,2008-06-08
5224,8180,2005-12-29
5225,7298,2007-10-12
5226,12994,2008-01-14
5227,10371,2007-10-16
5228,6294,2006-09-21
5229,13213,2007-10-25
5230,2047,2007-03-12
5231,6498,2005-10-08
5232,10105,2008-01-28
5233,1512,2007-11-08
5234,16436,2007-11-27
5235,17552,2008-03-28
5236,10227,2007-05-24
5237,12745,2007-03-03
5238,17601,2005-12-28
5239,17720,2007-02-04
5240,3268,2008-06-01
5241,15573,2007-08-25
5242,10982,2007-12-04
5243,6424,2007-10-17
5244,15467,2005-08-31
5245,18358,2008-06-26
5246,10340,2008-05-16
5247,9158,2008-01-07
5248,240,2007-12-23
5249,2326,2006-10-26
5250,15938,2008-03-26
5251,17946,2008-06-19
5252,7409,2008-04-11
5253,9223,2007-10-23
5254,6228,2008-05-27
5255,9801,2008-02-09
5256,16292,2008-02-07
5257,8365,2008-06-25
5258,1380,2007-07-19
5259,6514,2008-02-15
5260,13792,2007-11-10
5261,9304,2006-11-21
5262,9461,2007-07-25
5263,879,2007-08-25
5264,384,2008-02-26
5265,3202,2007-06-25
5266,5558,2008-04-22
5267,1411,2007-08-18
5268,1140,2007-02-22
5269,13634,2007-10-22
5270,7666,2006-12-07
5271,17534,2008-02-17
5272,17372,2008-02-11
5273,13373,2006-08-04
5274,1644,2008-07-09
5275,12692,2007-09-13
5276,12294,2008-02-06
5277,6906,2008-06-02
5278,10876,2007-10-27
5279,11423,2007-06-11
5280,18671,2007-12-14
5281,4874,2007-01-14
5282,9218,2007-09-22
5283,4882,2006-05-08
5284,7771,2008-04-15
5285,19096,2007-03-28
5286,13859,2005-10-30
5287,12990,2008-05-08
5288,5596,2007-12-08
5289,13856,2008-03-02
5290,14804,2008-04-11
5291,13609,2005-11-07
5292,13956,2008-03-27
5293,5797,2008-05-20
5294,15026,2006-05-26
5295,3483,2005-12-04
5296,13912,2006-02-24
5297,162,2008-05-01
5298,12987,2007-04-23
5299,12266,2008-03-30
5300,379,2008-05-01
5301,12414,2007-08-16
5302,8061,2007-11-21
5303,9601,2007-10-01
5304,4050,2005-09-06
5305,2377,2008-06-14
5306,11811,2007-07-30
5307,8307,2006-05-05
5308,14582,2008-05-31
5309,11516,2007-11-28
5310,15940,2007-07-14
5311,5853,2008-05-17
5312,5484,2008-03-19
5313,14567,2008-01-02
5314,17170,2007-01-01
5315,13,2008-04-01
5316,18010,2008-05-03
5317,15379,2008-04-22
5318,18760,2007-05-03
5319,4777,2007-09-15
5320,10368,2007-09-17
5321,18169,2007-10-24
5322,17300,2007-09-16
5323,829,2007-08-12
5324,12664,2008-02-13
5325,5504,2007-06-24
5326,3407,2005-11-18
5327,8312,2008-05-24
5328,10242,2007-06-23
5329,2216,2008-03-07
5330,3881,2006-08-12
5331,10523,2008-06-07
5332,19115,2007-08-31
5333,9385,2006-11-07
5334,1825,2005-09-03
5335,5599,2008-03-15
5336,8289,2008-02-20
5337,9313,2007-10-01
5338,17811,2008-04-17
5339,10604,2006-08-21
5340,9619,2007-08-07
5341,17448,2007-10-06
5342,1089,2008-06-20
5343,11597,2008-06-05
5344,17741,2007-03-28
5345,18818,2008-04-24
5346,705,2008-01-07
5347,3494,2008-05-17
5348,14581,2007-10-21
5349,10106,2006-05-04
5350,5240,2008-05-18
5351,18928,2008-05-28
5352,14016,2007-12-01
5353,13715,2005-12-10
5354,17855,2007-04-13
5355,270,2006-09-02
5356,6873,2008-06-26
5357,14321,2008-05-15
5358,18177,2007-06-18
5359,2861,2007-11-22
5360,4450,2007-03-20
5361,18414,2006-10-08
5362,1396,2008-06-08
5363,4872,2008-06-24
5364,8506,2006-09-23
5365,17093,2005-07-16
5366,13967,2008-04-12
5367,1920,2007-10-07
5368,8218,2007-04-06
5369,14446,2005-08-03
5370,5965,2007-11-01
5371,9327,2008-06-13
5372,2521,2006-10-22
5373,10129,2006-03-03
5374,18658,2005-12-20
5375,3794,2008-01-07
5376,5595,2007-09-22
5377,8021,2005-10-29
5378,6392,2007-12-01
5379,6520,2007-04-29
5380,17250,2008-04-20
5381,7566,2007-03-14
5382,9228,2008-05-31
5383,13195,2008-02-25
5384,5921,2006-05-25
5385,6936,2006-08-14
5386,4730,2008-06-10
5387,241,2008-07-17
5388,3387,2006-11-10
5389,3743,2008-03-27
5390,9008,2007-04-17
5391,1325,2007-11-19
5392,4447,2007-11-16
5393,18264,2008-05-30
5394,13593,2007-06-15
5395,17908,2007-10-13
5396,11752,2008-01-25
5397,1230,2008-03-20
5398,1538,2007-08-25
5399,3782,2005-10-04
5400,10501,2007-04-08
5401,15627,2008-04-04
5402,7323,2006-07-10
5403,10225,2006-07-21
5404,2407,2007-12-07
5405,7990,2006-10-03
5406,7863,2008-02-17
5407,982,2008-04-30
5408,5385,2007-07-08
5409,6169,2007-08-11
5410,15877,2007-08-02
5411,12728,2008-04-04
5412,17498,2007-10-06
5413,13725,2008-04-29
5414,7866,2008-06-26
5415,11676,2007-03-08
5416,9003,2007-02-08
5417,9569,2006-12-26
5418,10814,2008-02-12
5419,10643,2008-04-18
5420,11680,2007-12-24
5421,1404,2008-06-05
5422,14738,2008-05-30
5423,7981,2007-08-10
5424,4379,2008-01-19
5425,6004,2007-08-03
5426,7239,2008-06-18
5427,12138,2008-02-02
5428,15097,2007-09-04
5429,18558,2006-12-16
5430,13212,2008-01-12
5431,17653,2007-03-09
5432,11312,2005-11-13
5433,12965,2007-08-20
5434,1247,2007-11-16
5435,7277,2007-10-25
5436,17141,2008-02-05
5437,3087,2007-04-11
5438,20,2008-01-18
5439,15337,2007-10-27
5440,11979,2008-04-04
5441,10707,2007-11-06
5442,1397,2007-12-11
5443,6816,2008-04-25
5444,14387,2007-10-22
5445,3621,2008-01-27
5446,10445,2007-08-05
5447,9127,2007-11-19
5448,10426,2008-04-12
5449,356,2007-07-29
5450,11617,2008-06-30
5451,8515,2005-11-20
5452,7090,2007-08-01
5453,13105,2007-12-03
5454,8810,2005-07-18
5455,8894,2007-08-22
5456,18451,2006-12-15
5457,14575,2007-07-12
5458,10828,2007-08-19
5459,6074,2007-11-21
5460,17599,2007-08-17
5461,17826,2007-11-28
5462,3371,2006-07-31
5463,15008,2007-08-24
5464,16445,2007-11-14
5465,18924,2006-12-06
5466,11394,2007-08-31
5467,10632,2008-06-09
5468,9775,2006-02-28
5469,1097,2007-08-09
5470,8062,2007-08-14
5471,4294,2007-10-24
5472,11774,2008-03-15
5473,3291,2007-02-03
5474,15355,2007-08-12
5475,10466,2007-02-26
5476,16598,2006-07-07
5477,4157,2008-07-16
5478,18242,2008-04-17
5479,8750,2007-04-15
5480,562,2008-03-13
5481,2575,2008-06-21
5482,229,2008-07-30
5483,18162,2007-09-19
5484,16333,2008-04-13
5485,8788,2007-03-31
5486,6568,2007-01-20
5487,6611,2008-07-05
5488,11904,2008-06-07
5489,2426,2007-09-21
5490,3954,2008-02-16
5491,3241,2007-10-11
5492,5519,2007-12-21
5493,2945,2007-08-15
5494,1951,2007-12-24
5495,10083,2007-01-17
5496,3534,2005-11-12
5497,15017,2007-12-06
5498,15819,2008-03-01
5499,7281,2006-07-29
5500,17558,2008-06-28
5501,3091,2007-11-08
5502,9812,2008-01-08
5503,13994,2008-06-18
5504,7825,2007-10-26
5505,2218,2006-04-29
5506,7112,2006-04-12
5507,2567,2008-01-26
5508,10000,2008-06-15
5509,18532,2008-06-13
5510,5910,2005-11-18
5511,461,2007-12-27
5512,19217,2008-01-01
5513,2133,2008-06-14
5514,4059,2005-12-02
5515,12767,2007-03-29
5516,17818,2007-10-21
5517,288,2008-01-17
5518,18324,2006-05-08
5519,18878,2008-01-14
5520,2036,2006-12-22
5521,2942,2006-05-13
5522,14050,2008-05-09
5523,16567,2007-05-04
5524,13142,2007-08-10
5525,16138,2007-02-21
5526,6918,2005-07-19
5527,13005,2008-05-08
5528,8260,2008-01-31
5529,2786,2008-06-14
5530,2920,2008-05-06
5531,17251,2007-12-05
5532,17306,2006-03-03
5533,1911,2008-03-06
5534,14005,2007-12-01
5535,13309,2008-04-08
5536,18152,2007-10-01
5537,18478,2008-02-18
5538,14405,2008-02-23
5539,15491,2007-08-23
5540,6551,2007-10-06
5541,15567,2007-09-14
5542,12543,2008-02-12
5543,14347,2008-04-28
5544,8830,2007-05-15
5545,11338,2008-06-30
5546,6507,2007-04-20
5547,6058,2007-09-30
5548,4219,2006-07-05
5549,3947,2008-03-14
5550,1955,2007-09-23
5551,12146,2007-10-09
5552,16895,2007-01-12
5553,14543,2007-08-03
5554,16682,2007-07-12
5555,10173,2008-03-14
5556,821,2007-09-30
5557,9063,2007-12-28
5558,11841,2005-08-31
5559,137,2007-06-01
5560,13083,2008-01-08
5561,13255,2008-06-27
5562,10625,2008-06-16
5563,2556,2008-05-28
5564,11739,2007-09-24
5565,7572,2007-12-07
5566,15057,2007-11-06
5567,18067,2007-02-07
5568,18297,2007-12-17
5569,16003,2007-08-19
5570,1802,2007-11-30
5571,1999,2008-05-18
5572,17508,2007-06-11
5573,14533,2006-08-20
5574,17665,2008-02-28
5575,6206,2007-08-17
5576,57,2008-01-24
5577,6397,2007-06-09
5578,9527,2008-05-17
5579,13410,2006-03-16
5580,11381,2007-03-31
5581,18719,2007-11-20
5582,12953,2008-06-14
5583,2502,2007-08-17
5584,3342,2006-12-24
5585,10328,2008-05-03
5586,4192,2008-02-07
5587,1470,2007-10-17
5588,10151,2007-02-12
5589,15583,2006-06-20
5590,4867,2007-09-27
5591,1069,2007-12-01
5592,2544,2008-05-17
5593,13826,2007-12-08
5594,1548,2007-11-22
5595,7819,2007-08-09
5596,403,2006-10-09
5597,4883,2008-02-05
5598,9272,2008-04-11
5599,14035,2008-02-23
5600,9589,2007-06-27
5601,3645,2007-05-22
5602,9340,2007-12-22
5603,16279,2006-05-13
5604,7474,2008-06-16
5605,303,2007-10-05
5606,14083,2007-12-29
5607,815,2007-11-12
5608,2222,2008-06-08
5609,2722,2006-04-13
5610,13036,2008-06-20
5611,3366,2007-08-05
5612,11775,2007-11-03
5613,18684,2007-12-10
5614,5082,2008-06-19
5615,10678,2008-05-25
5616,2570,2007-10-27
5617,17625,2006-03-19
5618,14336,2008-06-15
5619,5665,2007-11-22
5620,4004,2005-09-15
5621,7257,2006-09-13
5622,6740,2006-07-04
5623,9405,2005-10-29
5624,10831,2007-06-08
5625,6217,2008-04-07
5626,4212,2008-04-26
5627,8723,2008-05-04
5628,19202,2007-12-17
5629,10615,2007-08-16
5630,1672,2006-12-29
5631,9070,2008-03-09
5632,2784,2008-05-30
5633,6177,2007-02-17
5634,12479,2006-08-13
5635,2530,2008-06-08
5636,3842,2008-05-08
5637,14518,2007-08-04
5638,8947,2006-07-10
5639,14244,2006-10-09
5640,2892,2006-05-31
5641,9646,2006-06-10
5642,8142,2008-05-20
5643,10341,2007-08-28
5644,1915,2007-08-06
5645,16166,2007-09-28
5646,8059,2007-10-21
5647,1665,2007-01-15
5648,10610,2006-09-19
5649,2321,2007-01-30
5650,168,2006-06-02
5651,14503,2007-09-30
5652,1108,2008-02-05
5653,16389,2007-09-25
5654,11839,2007-12-23
5655,8980,2006-01-16
5656,6939,2008-05-04
5657,11909,2008-01-18
5658,8410,2007-12-23
5659,12645,2007-12-13
5660,11392,2008-07-02
5661,7275,2006-12-26
5662,543,2008-01-31
5663,6508,2007-09-12
5664,1241,2007-09-08
5665,11258,2008-03-10
5666,11574,2007-01-08
5667,16977,2007-03-05
5668,3611,2008-04-25
5669,18816,2008-03-03
5670,7272,2008-02-21
5671,3606,2007-08-27
5672,10668,2007-10-31
5673,424,2006-11-01
5674,9436,2006-01-03
5675,10126,2007-10-03
5676,7624,2008-04-25
5677,10277,2007-11-23
5678,15909,2005-10-29
5679,11858,2007-08-19
5680,16910,2008-04-12
5681,5317,2008-06-21
5682,14167,2007-02-09
5683,11549,2007-09-27
5684,5747,2006-07-12
5685,9958,2007-10-01
5686,10606,2008-07-28
5687,9104,2008-04-01
5688,2559,2007-12-15
5689,13506,2007-12-18
5690,12727,2008-05-09
5691,468,2008-06-05
5692,17513,2005-11-11
5693,110,2007-09-08
5694,14239,2007-08-10
5695,15603,2008-05-15
5696,3680,2007-12-07
5697,12466,2008-07-03
5698,7044,2007-10-05
5699,1888,2008-05-25
5700,7207,2007-09-22
5701,6673,2006-10-25
5702,14192,2008-02-01
5703,8406,2007-12-11
5704,14778,2007-11-04
5705,4706,2005-10-12
5706,255,2008-05-07
5707,16971,2008-03-12
5708,11773,2008-06-27
5709,4580,2008-07-27
5710,5574,2006-10-03
5711,1048,2008-07-06
5712,5632,2008-05-07
5713,12940,2007-09-30
5714,5697,2007-08-06
5715,17230,2008-04-22
5716,6209,2008-01-16
5717,1484,2007-09-19
5718,11582,2006-03-12
5719,3065,2007-11-17
5720,4745,2007-11-07
5721,12487,2006-06-06
5722,10985,2007-11-17
5723,11254,2006-06-25
5724,16208,2008-04-19
5725,6564,2007-12-05
5726,8945,2008-07-19
5727,8009,2008-04-14
5728,12140,2007-10-10
5729,11668,2007-02-19
5730,14466,2008-05-23
5731,10273,2007-11-19
5732,16945,2007-10-23
5733,13287,2007-10-01
5734,16198,2008-03-12
5735,10080,2007-06-05
5736,17207,2006-06-24
5737,6115,2008-07-14
5738,8950,2008-01-13
5739,1255,2008-04-28
5740,13703,2008-02-05
5741,8013,2008-04-29
5742,2565,2007-11-13
5743,17701,2005-11-01
5744,13462,2007-09-14
5745,6303,2005-12-03
5746,10041,2005-12-17
5747,9561,2007-02-06
5748,43,2007-10-05
5749,17830,2006-09-21
5750,9015,2008-02-26
5751,18474,2007-05-16
5752,13845,2006-01-01
5753,7529,2008-05-21
5754,6537,2007-11-11
5755,6212,2006-03-01
5756,12981,2008-07-05
5757,4210,2008-05-27
5758,14645,2007-12-27
5759,16814,2008-06-11
5760,18893,2006-02-22
5761,1796,2007-08-25
5762,8442,2008-03-07
5763,17850,2008-01-11
5764,698,2007-09-14
5765,18544,2005-09-16
5766,17054,2007-01-16
5767,18197,2006-05-16
5768,2991,2006-11-18
5769,10955,2007-08-01
5770,9548,2008-01-08
5771,7144,2008-02-14
5772,9203,2008-04-13
5773,4976,2007-09-23
5774,4595,2008-01-18
5775,10624,2007-11-10
5776,16286,2008-04-14
5777,12213,2008-04-11
5778,5674,2008-03-22
5779,8299,2008-06-20
5780,7259,2007-11-28
5781,15054,2007-09-15
5782,7960,2008-05-12
5783,8316,2007-10-04
5784,14159,2007-12-21
5785,16873,2007-11-29
5786,18392,2007-12-19
5787,9629,2006-08-31
5788,11619,2007-12-17
5789,7002,2007-10-03
5790,11548,2007-03-14
5791,15818,2007-01-19
5792,5581,2005-10-11
5793,18997,2008-06-10
5794,4814,2007-02-24
5795,2345,2005-10-21
5796,8955,2007-03-12
5797,2616,2008-03-20
5798,16507,2008-03-15
5799,5049,2007-12-22
5800,10079,2008-06-29
5801,4590,2008-03-11
5802,15779,2006-03-08
5803,17863,2007-09-16
5804,7726,2008-04-01
5805,13595,2008-05-31
5806,1624,2007-09-12
5807,14259,2006-05-13
5808,12282,2008-04-09
5809,1372,2007-11-24
5810,18227,2007-02-10
5811,19229,2007-10-26
5812,5253,2008-05-30
5813,18347,2007-06-02
5814,834,2008-02-23
5815,8783,2008-01-01
5816,841,2007-12-04
5817,3890,2007-12-23
5818,2056,2007-08-09
5819,6860,2007-09-05
5820,10404,2008-04-25
5821,7279,2007-11-17
5822,15770,2008-03-21
5823,10125,2007-12-29
5824,9555,2007-11-03
5825,11040,2008-02-19
5826,11490,2007-10-27
5827,18583,2005-10-08
5828,14407,2007-06-21
5829,16540,2007-11-27
5830,2361,2007-09-19
5831,19065,2005-08-06
5832,17922,2007-05-30
5833,16137,2008-06-12
5834,14442,2007-09-19
5835,17753,2007-08-04
5836,8206,2007-12-31
5837,8079,2007-09-11
5838,14826,2007-12-04
5839,7411,2007-11-07
5840,15335,2007-04-14
5841,10807,2007-10-09
5842,13731,2006-04-18
5843,6701,2007-11-05
5844,8006,2005-12-16
5845,8411,2007-12-17
5846,4152,2007-11-13
5847,18943,2006-12-02
5848,9857,2007-12-10
5849,11683,2008-05-06
5850,4123,2008-02-20
5851,17470,2007-08-19
5852,18301,2007-11-21
5853,3229,2007-06-29
5854,17866,2006-02-04
5855,10878,2007-04-13
5856,13182,2007-05-23
5857,9198,2008-02-06
5858,8512,2007-12-26
5859,5994,2007-12-25
5860,16551,2008-05-11
5861,15537,2007-08-17
5862,2730,2007-08-22
5863,18337,2005-08-21
5864,15244,2006-02-15
5865,979,2008-04-14
5866,5907,2007-11-09
5867,1338,2008-01-28
5868,14047,2005-10-19
5869,17728,2008-07-20
5870,8474,2006-05-15
5871,14547,2008-07-17
5872,18276,2007-11-02
5873,1015,2006-04-06
5874,15606,2005-10-09
5875,9557,2008-02-17
5876,14014,2008-01-19
5877,8135,2008-05-05
5878,7170,2006-03-06
5879,10386,2005-08-26
5880,17542,2007-06-10
5881,18267,2008-02-09
5882,4543,2007-06-11
5883,12725,2007-10-03
5884,7710,2008-06-14
5885,19123,2007-12-16
5886,8437,2007-09-20
5887,16097,2006-03-22
5888,8517,2008-06-23
5889,5878,2007-08-10
5890,12202,2007-08-06
5891,8373,2007-08-04
5892,8409,2005-12-29
5893,1928,2008-06-05
5894,15956,2006-02-19
5895,13052,2006-12-27
5896,3638,2008-06-07
5897,4832,2006-05-23
5898,4649,2005-08-07
5899,16282,2008-05-23
5900,8107,2007-11-08
5901,1283,2006-09-16
5902,2520,2008-04-09
5903,9744,2008-05-01
5904,4424,2008-01-26
5905,9507,2008-02-03
5906,7839,2006-10-24
5907,17638,2006-08-12
5908,14840,2006-07-28
5909,15925,2007-09-22
5910,685,2007-08-06
5911,7924,2006-06-23
5912,4338,2007-07-14
5913,6086,2007-12-08
5914,9926,2006-03-22
5915,575,2006-09-12
5916,8208,2008-07-31
5917,7320,2008-06-27
5918,6423,2008-07-26
5919,4671,2008-01-18
5920,5005,2005-11-10
5921,2739,2007-09-28
5922,13617,2007-06-20
5923,14822,2007-05-12
5924,13553,2008-03-15
5925,13989,2008-05-06
5926,8056,2008-02-08
5927,505,2007-08-26
5928,15642,2008-05-02
5929,5538,2008-01-20
5930,7972,2007-09-19
5931,11873,2007-08-07
5932,17563,2008-05-09
5933,3508,2008-04-04
5934,3153,2007-12-20
5935,17000,2007-08-25
5936,4779,2007-09-10
5937,1151,2006-12-20
5938,18623,2006-06-02
5939,17200,2008-05-29
5940,13405,2006-11-17
