BAN,CREATE_MONTH,START_MONTH,CREATE_WEEK,START_WEEK,ACCOUNT_DESC,LINES REQUESTED,AGE_GROUP,HCDP_IND,HCDM_IND,HCDS_IND,ADR_PROVINCE,CHANNEL_TYPE
9818385185231,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,18-30,,,,AB,Corporate Stores
9817171171929,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,31-40,,,,QC,CORPORATE STORES
9817627177458,2009-07,,2009-07-04,,Business - Personal,4,18-30,,,,AB,Corporate Stores
9817763173234,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,31-40,,,,ON,Dealers
9821269219362,2010-12,2010-12,2010-12-04,04/12/2010,Business - Personal,6,18-30,,,,AB,Dealers
9819772192445,2010-09,2010-09,04/09/2010,2010/09/04,Business - Personal,2,31-40,,,,QC,CORPORATE STORES
9818843183786,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,41-50,,,,QC,Dealers
9818987187907,2010-04,2010-04,2010-04-10,2010-04-10,Business - Personal,8,31-40,,,,ON,Dealers
9817761171034,2009-08,2009-08,01/08/2009,2009-08-01,Business - Personal,4,41-50,,,,ON,Corporate Stores
9821271211819,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,4,41-50,,,,  ON ,Dealers
9819118198999,2010-05,,2010-05-08,,Business - Personal,8,18-30,,,,BC,Dealers
9819776196869,2010-09,2010-09,04/09/2010,04/09/2010,Business - Personal,6,50+,,,,QC,Corporate Stores
9818968188739,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,50+,,,,QC,Corporate Stores
9819945195497,2010-10,,2010-10-09,,Business - Personal,6,18-30,,,,BC,Corporate Stores
9819133193673,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,18-30,,,,QC,Corporate Stores
9817316176401,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,41-50,,,,BC,Corporate Stores
9817621171167,2009-07,,2009-07-04,,Business - Personal,,18-30,,,,AB,Corporate Stores
9821269219457,2010-12,,04/12/2010,,Business - Personal,,18-30,,,,BC,  Corporate Stores 
9819586196437,2010-08,,2010-08-07,,Business - Personal,2,18-30,HCDP,,HCDS,BC,DEALERS
9819950190801,2010-10,2010-10,09/10/2010,2010-10-09,Business - Personal,3,41-50,,,,AB,  Dealers 
9819773193818,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,2,31-40,,,,QC,Dealers
9817937177014,2009-09,2009-09,2009-09-05,2009-09-05,Business - Personal,4,18-30,,,,QC,Dealers
9817457177953,2009-06,2009-06,2009/06/06,2009-06-06,Business - Personal,3,18-30,,,,BC,DEALERS
9821283213439,2010-12,2010-12,11/12/2010,2010-12-11,Business - Personal,2,50+,,,,QC,Corporate Stores
9819572192425,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,2,41-50,,,,ON,Dealers
9818232182966,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,18-30,,,,BC,Corporate Stores
9818106186950,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,4,41-50,,,,ON,Dealers
9818584184202,2010-01,2010-01,2010-01-09,2010-01-09,Business - Personal,5,18-30,,,,ON,Corporate Stores
9819776196401,2010-09,,2010-09-04,,Business - Personal,6,41-50,,,,QC,Corporate Stores
9817328178875,2009-05,2009-05,2009-05-09,2009-05-09,Business - Personal,,50+,,,,BC,Dealers
9817015175155,2009-03,2009-03,2009-03-07,07/03/2009,Business - Personal,2,18-30,,,,AB,Corporate Stores
9819131191257,2010-05,,2010/05/08,,Business - Personal,8,41-50,,,,QC,Corporate Stores
9818370180078,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,41-50,,,,ON,Dealers
9819587197527,2010-08,2010-08,2010-08-07,2010/08/07,Business - Personal,,18-30,HCDP,HCDM,HCDS,  ON ,Corporate Stores
9819770190193,2010-09,,2010/09/04,,Business - Personal,6,18-30,,,,ON,dealers
9821121211572,2010-11,2010-11,06/11/2010,2010-11-06,Business - Personal,4,18-30,,,,ON,Dealers
9818247187622,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,50+,,,,ON,Dealers
9816903163959,2009-02,2009-02,07/02/2009,2009-02-07,Business - Personal,2,31-40,,,,BC,Corporate Stores
9817032172272,2009-03,,2009/03/07,,Business - Personal,3,18-30,,,,BC,Dealers
9818232182596,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,50+,,,,QC,Corporate Stores
9817630170454,2009-07,,2009-07-11,,Business - Personal,4,18-30,,,,BC,Dealers
9818969189717,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,50+,,,,QC,Corporate Stores
9818383183614,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,41-50,,,,ON,Corporate Stores
9817609179996,2009-07,2009-07,2009-07-04,04/07/2009,Business - Personal,3,41-50,,,,  ON ,Corporate Stores
9816914164841,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,2,41-50,,,,AB,Dealers
9819413193243,2010-07,2010-07,2010-07-03,2010-07-03,Business - Personal,1,18-30,,,,AB,corporate stores
9818711181451,2010-02,,2010-02-06,,Business - Personal,6,18-30,,,,AB,Corporate Stores
9819935195706,2010-10,2010-10,2010-10-02,2010-10-02,Business - Personal,6,31-40,HCDP,,HCDS,QC,Corporate Stores
9819274194247,2010-06,2010-06,2010-06-05,05/06/2010,Business - Personal,8,31-40,,,,QC,corporate stores
9819128198337,2010-05,,2010-05-08,,Business - Personal,8,41-50,,,,AB,Corporate Stores
9818573183126,2010-01,,2010-01-09,,Business - Personal,2,41-50,,,,QC,Dealers
9818568188172,2010-01,2010-01,2010-01-02,2010-01-02,Business - Personal,5,18-30,,,,ON,Dealers
9816901161295,2009-02,,2009-02-07,,Business - Personal,1,18-30,,,,ON,Corporate Stores
9818105185931,2009-10,,2009-10-03,,Business - Personal,4,18-30,,,,ON,Corporate Stores
9817777177016,2009-08,2009-08,2009-08-08,2009/08/08,Business - Personal,4,18-30,,,,ON,Corporate Stores
9819578198882,2010-08,2010-08,2010-08-07,07/08/2010,Business - Personal,1,50+,,,,QC,Dealers
9818248188457,2009-11,2009-11,2009-11-07,07/11/2009,Business - Personal,5,18-30,,,,ON,Corporate Stores
9819267197630,2010-06,,2010-06-05,,Business - Personal,8,18-30,,,,ON,Corporate Stores
9819950190735,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,3,18-30,HCDP,,HCDS,AB,Corporate Stores
9818971181263,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,18-30,,,,ON,Corporate Stores
9818986186395,2010-04,,2010-04-10,,Business - Personal,8,18-30,,HCDM,,QC,Corporate Stores
9818703183527,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,31-40,,,,ON,Corporate Stores
9816766166900,2009-01,2009-01,2009-01-03,2009-01-03,Business - Personal,1,41-50,,,,ON,Corporate Stores
9817771171261,2009-08,2009-08,08/08/2009,2009-08-08,Business - Personal,4,18-30,,,,ON,Corporate Stores
9818094184338,2009-10,,2009-10-03,,Business - Personal,4,31-40,,,,ON,dealers
9818828188610,2010-03,,2010-03-06,,Business - Personal,7,41-50,,,,QC,Corporate Stores
9819255195792,2010-06,,2010-06-05,,Business - Personal,8,18-30,,HCDM,,QC,Corporate Stores
9819932192722,2010-10,,2010-10-02,,Business - Personal,6,50+,,,,bc,Corporate Stores
9817315175160,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,41-50,,,,QC,Dealers
9821143213314,2010-11,,06/11/2010,,Business - Personal,3,18-30,HCDP,,HCDS,BC,Dealers
9817158178113,2009-04,2009-04,04/04/2009,04/04/2009,Business - Personal,3,41-50,,HCDM,,ON,Dealers
9819276196194,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,50+,,,,BC,Dealers
9818238188702,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,50+,,,,AB,Corporate Stores
9818100180035,2009-10,,2009-10-03,,Business - Personal,4,41-50,,,,ON,Dealers
9818107187798,2009-10,2009-10,03/10/2009,2009-10-03,Business - Personal,4,31-40,,,,QC,Dealers
9819949199176,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,4,31-40,,,,ON,Dealers
9819585195239,2010-08,2010-08,2010-08-07,07/08/2010,Business - Personal,2,41-50,,,,BC,DEALERS
9819424194311,2010-07,,2010-07-10,,Business - Personal,1,18-30,,,,  QC ,Corporate Stores
9821279219476,2010-12,2010-12,04/12/2010,04/12/2010,Business - Personal,2,31-40,,,,AB,DEALERS
9819783193323,2010-09,2010-09,2010-09-11,2010-09-11,Business - Personal,6,18-30,,,,ON,Dealers
9817326176645,2009-05,2009-05,2009-05-09,2009-05-09,Business - Personal,3,41-50,,,,ON,Corporate Stores
9817476176544,2009-06,,2009-06-06,,Business - Personal,3,31-40,,,,AB,  Dealers 
9818980180095,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,18-30,,,,ON,Dealers
9819750190474,2010-09,2010-09,04/09/2010,2010/09/04,Business - Personal,2,18-30,,,,QC,Corporate Stores
9817013173104,2009-03,,07/03/2009,,Business - Personal,,31-40,,HCDM,,ON,CORPORATE STORES
9821274214248,2010-12,2010-12,2010/12/04,04/12/2010,Business - Personal,4,  18-30 ,,,,ON,Dealers
9819128198661,2010-05,2010-05,2010/05/08,2010-05-08,Business - Personal,8,18-30,,,,  QC ,Corporate Stores
9817325175801,2009-05,,2009/05/09,,Business - Personal,3,18-30,,,,BC,DEALERS
9819278198006,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,31-40,,,,BC,Corporate Stores
9819117197201,2010-05,2010-05,08/05/2010,2010-05-08,Business - Personal,8,50+,,,,ON,Corporate Stores
9821131211959,2010-11,2010-11,06/11/2010,06/11/2010,Business - Personal,6,  18-30 ,,,,AB,Corporate Stores
9819751191600,2010-09,,2010-09-04,,Business - Personal,2,41-50,,,,QC,Corporate Stores
9818107187175,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,4,41-50,,,,QC,Corporate Stores
9817311171221,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,50+,,,,ON,corporate stores
9818114184192,2009-10,2009-10,2009-10-10,2009/10/10,Business - Personal,5,41-50,,,,ON,dealers
9819265195750,2010-06,,2010-06-05,,Business - Personal,,41-50,HCDP,,HCDS,ON,Corporate Stores
9817479179944,2009-06,,06/06/2009,,Business - Personal,3,18-30,,,,AB,Dealers
9821282212846,2010-12,2010-12,2010-12-11,2010-12-11,Business - Personal,4,41-50,,,,ON,Corporate Stores
9817312172951,2009-05,,02/05/2009,,Business - Personal,3,31-40,,,,ON,DEALERS
9821274214973,2010-12,,2010-12-04,,Business - Personal,6,18-30,,,,AB,DEALERS
9819119199676,2010-05,,08/05/2010,,Business - Personal,8,31-40,HCDP,HCDM,,BC,Dealers
9819766196734,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,1,41-50,,,,ON,Corporate Stores
9817169179072,2009-04,2009-04,2009-04-04,04/04/2009,Business - Personal,3,41-50,,,,on,Corporate Stores
9817472172647,2009-06,2009-06,06/06/2009,2009-06-06,Business - Personal,3,18-30,,,,QC,Corporate Stores
9819112192356,2010-05,2010-05,2010-05-01,2010-05-01,Business - Personal,8,31-40,,,,QC,Corporate Stores
9819761191242,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,7,18-30,,,,ON,CORPORATE STORES
9818986186752,2010-04,2010-04,2010/04/10,2010-04-10,Business - Personal,8,50+,,,,QC,Corporate Stores
9818377187885,2009-12,2009-12,2009-12-05,12/12/2009,Business - Personal,5,18-30,,,,ON,Corporate Stores
9818987187865,2010-04,,10/04/2010,,Business - Personal,8,31-40,,,,AB,Corporate Stores
9821265215717,2010-12,2010-12,2010-12-04,04/12/2010,Business - Personal,4,18-30,,,,ON,Corporate Stores
9818835185565,2010-03,,2010-03-06,,Business - Personal,7,18-30,HCDP,,HCDS,ON,Corporate Stores
9819113193900,2010-05,2010-05,2010-05-01,2010-05-01,Business - Personal,8,41-50,,,,ON,Dealers
9816919169133,2009-02,2009-02,07/02/2009,2009-02-07,Business - Personal,2,18-30,,,,QC,Dealers
9819273193757,2010-06,2010-06,2010-06-05,05/06/2010,Business - Personal,8,31-40,,,,ON,Dealers
9819119199686,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,31-40,,,,BC,Corporate Stores
9819760190836,2010-09,,2010-09-04,,Business - Personal,7,31-40,,,,ON,dealers
9819420190990,2010-07,2010-07,2010-07-03,2010-07-03,Business - Personal,1,41-50,,,,QC,CORPORATE STORES
9818095185103,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,4,41-50,,,,ON,Corporate Stores
9818108188047,2009-10,,2009-10-03,,Business - Personal,4,50+,,,,ON,Dealers
9817933173950,2009-09,,2009-09-05,2009-09-05,Business - Personal,4,18-30,,,,ON,  Dealers 
9818835185901,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,31-40,,,,BC,Dealers
9818829189741,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,41-50,,,,  AB ,DEALERS
9817929179973,2009-09,,05/09/2009,05/09/2009,Business - Personal,4,18-30,,,,ON,Corporate Stores
9817016176577,2009-03,,2009-03-07,,Business - Personal,2,18-30,,HCDM,,QC,Corporate Stores
9819279199975,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,18-30,,,,ON,Corporate Stores
9821273213096,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,4,41-50,,,,ON,Corporate Stores
9818116186413,2009-10,,2009-10-10,,Business - Personal,5,18-30,,,,ON,Dealers
9817179179616,2009-04,2009-04,11/04/2009,11/04/2009,Business - Personal,3,18-30,,,,QC,Corporate Stores
9821273213323,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,1,  18-30 ,,,,QC,Dealers
9817031171277,2009-03,2009-03,2009-03-07,2009-03-07,Business - Personal,,31-40,,,,QC,Corporate Stores
9817770170704,2009-08,,2009-08-08,,Business - Personal,4,18-30,,,,bc,Dealers
9818379189281,2009-12,,2009-12-05,,Business - Personal,5,  41-50 ,,,,ON,Corporate Stores
9818376186688,2009-12,,2009-12-05,,Business - Personal,5,50+,,,,ON,Corporate Stores
9817766176217,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,18-30,,,,BC,Dealers
9817622172702,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,18-30,,,,BC,Corporate Stores
9817628178731,2009-07,2009-07,2009-07-11,2009-07-11,Business - Personal,4,50+,,,,ON,Dealers
9817621171484,2009-07,,2009-07-04,,Business - Personal,,18-30,,,,QC,Corporate Stores
9817769179334,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,31-40,,,,ON,Corporate Stores
9819784194360,2010-09,2010-09,2010/09/11,2010-09-11,Business - Personal,6,31-40,,,,BC,  Dealers 
9818103183282,2009-10,,2009-10-03,,Business - Personal,4,18-30,,,,ON,Dealers
9816904164778,2009-02,2009-02,2009-02-07,2009-02-21,Business - Personal,,18-30,,,,ON,Dealers
9821263213018,2010-12,,2010/12/04,,Business - Personal,4,18-30,HCDP,,HCDS,ON,Dealers
9816900160994,2009-02,2009-02,07/02/2009,2009-02-07,Business - Personal,,18-30,,HCDM,,ON,Corporate Stores
9819128198431,2010-05,,08/05/2010,,Business - Personal,8,18-30,HCDP,,HCDS,QC,Corporate Stores
9818365185581,2009-12,,2009-12-05,,Business - Personal,5,  18-30 ,,,,  QC ,Corporate Stores
9817177177869,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,41-50,,,,ON,Dealers
9817177177209,2009-04,2009-04,04/04/2009,2009-04-04,Business - Personal,3,18-30,,,,AB,Corporate Stores
9819578198247,2010-08,2010-08,2010-08-07,07/08/2010,Business - Personal,2,18-30,,,,on,CORPORATE STORES
9818364184225,2009-12,,2009-12-05,,Business - Personal,5,18-30,,,,AB,corporate stores
9821127217013,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,2,50+,,,,QC,Corporate Stores
9817315175910,2009-05,,2009-05-02,,Business - Personal,3,  18-30 ,,,,ON,Dealers
9817316176947,2009-05,2009-05,2009/05/02,2009-05-02,Business - Personal,3,50+,,,,ON,Corporate Stores
9819770190723,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,2,41-50,,,,QC,Corporate Stores
9816917167448,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,,41-50,,,,ON,Dealers
9819429199359,2010-07,2010-07,2010-07-10,2010-07-10,Business - Personal,1,18-30,,,,qc,Dealers
9817328178729,2009-05,2009-05,2009-05-09,2009-05-09,Business - Personal,3,41-50,,,,ON,Dealers
9821271211333,2010-12,,2010-12-04,,Business - Personal,4,18-30,,,,ON,Corporate Stores
9818379189869,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,41-50,,,,ON,Dealers
9821137217558,2010-11,,2010/11/06,,Business - Personal,2,31-40,HCDP,HCDM,,QC,Corporate Stores
9818704184829,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,41-50,,,,QC,Corporate Stores
9817165175806,2009-04,2009-04,2009-04-04,04/04/2009,Business - Personal,3,31-40,,,,ON,CORPORATE STORES
9817928178406,2009-09,2009-09,2009-09-05,2009-09-05,Business - Personal,4,41-50,,HCDM,,ab,Corporate Stores
9818110180523,2009-10,2009-10,2009-10-10,2009-10-10,Business - Personal,5,18-30,,,,ON,Corporate Stores
9819579199865,2010-08,2010-08,07/08/2010,2010-08-07,Business - Personal,2,41-50,,,,ON,Corporate Stores
9821127217963,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,6,50+,,,,AB,Dealers
9818109189453,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,5,18-30,,,,AB,Corporate Stores
9817617177443,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,31-40,,,,ON,Dealers
9818363183993,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,50+,,,,QC,Corporate Stores
9818979189518,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,,50+,,,,ON,DEALERS
9819127197023,2010-05,2010-05,2010-05-08,2010/05/08,Business - Personal,8,18-30,,HCDM,,QC,Corporate Stores
9818378188820,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,50+,,,,  BC ,Dealers
9821278218642,2010-12,,2010-12-04,,Business - Personal,4,18-30,,,,ON,  Dealers 
9817622172699,2009-07,2009-07,2009-07-04,2009-07-11,Business - Personal,,31-40,,,,QC,corporate stores
9817457177152,2009-06,,2009-06-06,,Business - Personal,3,18-30,,,,  ON ,Corporate Stores
9817767177397,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,18-30,,,,qc,Corporate Stores
9818975185854,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,50+,,,,QC,dealers
9819275195876,2010-06,,2010-06-05,,Business - Personal,8,31-40,,,,  ON ,Dealers
9819576196315,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,1,50+,,,,QC,Corporate Stores
9819271191436,2010-06,2010-06,2010/06/05,2010-06-05,Business - Personal,8,  50+ ,,,,AB,Corporate Stores
9819272192913,2010-06,2010-06,2010/06/05,2010-06-05,Business - Personal,8,18-30,,,,ON,Corporate Stores
9818380180077,2009-12,2009-12,2009-12-05,2009-12-19,Business - Personal,5,50+,,,,ON,Corporate Stores
9818116186889,2009-10,2009-10,2009-10-10,2009-10-10,Business - Personal,5,31-40,,,,ON,Corporate Stores
9819260190668,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,18-30,,,,QC,corporate stores
9817615175747,2009-07,2009-07,2009-07-04,2009/07/04,Business - Personal,3,31-40,,,,ON,Corporate Stores
9819752192300,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,2,50+,,,,QC,CORPORATE STORES
9818708188634,2010-02,2010-02,06/02/2010,2010-02-06,Business - Personal,6,18-30,,,,ON,Corporate Stores
9819265195807,2010-06,,2010-06-05,,Business - Personal,8,18-30,,,,ON,DEALERS
9817612172990,2009-07,,2009-07-04,,Business - Personal,3,31-40,,,,QC,Corporate Stores
9818724184864,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,31-40,,,,ON,Dealers
9817766176474,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,50+,,,,BC,Corporate Stores
9819774194367,2010-09,,2010-09-04,,Business - Personal,6,18-30,,,,BC,Corporate Stores
9817023173631,2009-03,2009-03,07/03/2009,2009-03-07,Business - Personal,2,50+,,,,ON,Corporate Stores
9816904164695,2009-02,,2009-02-07,,Business - Personal,,18-30,,,,BC,  Dealers 
9819571191576,2010-08,2010-08,2010-08-07,07/08/2010,Business - Personal,1,50+,,,,BC,Dealers
9818246186885,2009-11,,2009-11-07,,Business - Personal,5,41-50,HCDP,,HCDS,AB,Dealers
9819131191568,2010-05,2010-05,2010-05-08,08/05/2010,Business - Personal,8,18-30,,,,ON,Corporate Stores
9817308178109,2009-05,,2009-05-02,,Business - Personal,3,  31-40 ,,,,qc,Corporate Stores
9818572182477,2010-01,2010-01,2010-01-02,2010-01-02,Business - Personal,5,50+,,,,AB,dealers
9821122212978,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,3,31-40,,,,AB,Corporate Stores
9819754194279,2010-09,2010-09,04/09/2010,04/09/2010,Business - Personal,2,  31-40 ,,,,qc,Dealers
9818116186354,2009-10,,2009-10-10,,Business - Personal,5,18-30,,,,ON,Corporate Stores
9819749199654,2010-09,,2010-09-04,,Business - Personal,2,31-40,,,,QC,Corporate Stores
9819271191360,2010-06,,2010-06-05,,Business - Personal,8,31-40,,,,ON,CORPORATE STORES
9817162172857,2009-04,2009-04,04/04/2009,2009-04-04,Business - Personal,3,31-40,,,,QC,CORPORATE STORES
9821142212491,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,,18-30,,,,ON,Corporate Stores
9817032172889,2009-03,2009-03,2009-03-07,07/03/2009,Business - Personal,3,41-50,,,,ON,dealers
9817925175922,2009-09,2009-09,2009-09-05,2009-09-05,Business - Personal,4,31-40,,,,QC,Dealers
9818716186796,2010-02,2010-02,06/02/2010,2010-02-06,Business - Personal,6,41-50,HCDP,,HCDS,bc,dealers
9819133193443,2010-05,,2010-05-08,,Business - Personal,8,31-40,HCDP,,HCDS,BC,Corporate Stores
9817610170470,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,18-30,HCDP,,HCDS,QC,Dealers
9819113193872,2010-05,2010-05,2010/05/01,2010-05-01,Business - Personal,8,41-50,,,,  ON ,Corporate Stores
9818973183224,2010-04,2010-04,2010-04-03,2010/04/03,Business - Personal,7,41-50,,,,ON,Dealers
9817772172342,2009-08,2009-08,2009/08/08,2009/08/08,Business - Personal,4,31-40,,,,AB,corporate stores
9819950190444,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,,18-30,,HCDM,,BC,Corporate Stores
9817160170665,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,18-30,,,,ON,Dealers
9821131211337,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,4,50+,HCDP,,HCDS,on,Dealers
9821132212232,2010-11,,2010-11-06,,Business - Personal,2,41-50,,,,QC,Dealers
9817327177392,2009-05,2009-05,2009-05-09,09/05/2009,Business - Personal,3,41-50,,,,BC,DEALERS
9819584194999,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,1,18-30,,,,qc,corporate stores
9821262212603,2010-12,,2010-12-04,,Business - Personal,4,50+,HCDP,HCDM,,ON,Dealers
9819955195525,2010-10,2010-10,2010/10/09,2010-10-09,Business - Personal,6,18-30,,,,BC,Dealers
9819578198987,2010-08,,2010-08-07,,Business - Personal,2,18-30,,,,ON,Corporate Stores
9821127217844,2010-11,,2010/11/06,,Business - Personal,6,50+,,,,AB,  Corporate Stores 
9819425195720,2010-07,2010-07,2010-07-10,2010-07-10,Business - Personal,1,18-30,,,,QC,Dealers
9819115195177,2010-05,2010-05,2010/05/01,01/05/2010,Business - Personal,8,50+,,,,ON,Corporate Stores
9818715185269,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,41-50,,,,ON,Dealers
9819586196345,2010-08,,2010/08/07,,Business - Personal,2,31-40,HCDP,HCDM,,ON,Corporate Stores
9819783193334,2010-09,2010-09,2010-09-11,2010-09-11,Business - Personal,6,18-30,,,,BC,Corporate Stores
9817310170698,2009-05,2009-05,02/05/2009,02/05/2009,Business - Personal,3,18-30,,,,on,Corporate Stores
9818250180776,2009-11,,2009-11-07,,Business - Personal,,41-50,,,,ON,Corporate Stores
9821277217969,2010-12,2010-12,2010/12/04,2010-12-04,Business - Personal,1,41-50,,,,QC,Corporate Stores
9819777197049,2010-09,2010-09,2010/09/04,2010-09-04,Business - Personal,6,41-50,,,,BC,Dealers
9818360180677,2009-12,,2009-12-05,,Business - Personal,5,18-30,,,,BC,Dealers
9818371181272,2009-12,2009-12,05/12/2009,2009-12-05,Business - Personal,5,31-40,,,,QC,Corporate Stores
9817164174487,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,31-40,,,,ON,CORPORATE STORES
9819115195495,2010-05,2010-05,2010-05-01,2010-05-01,Business - Personal,8,50+,,,,AB,Corporate Stores
9817032172292,2009-03,2009-03,2009-03-07,2009-03-07,Business - Personal,,18-30,,,,ON,Dealers
9818233183287,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,  41-50 ,,,,BC,Dealers
9817310170746,2009-05,,02/05/2009,,Business - Personal,3,18-30,,,,ON,Corporate Stores
9819750190217,2010-09,,2010-09-04,,Business - Personal,2,41-50,,,,QC,Corporate Stores
9817614174097,2009-07,2009-07,2009-07-04,04/07/2009,Business - Personal,3,18-30,,,,AB,Dealers
9818714184954,2010-02,2010-02,06/02/2010,2010-02-06,Business - Personal,6,31-40,HCDP,,HCDS,BC,Corporate Stores
9819419199476,2010-07,2010-07,2010-07-03,2010-07-03,Business - Personal,1,18-30,,,,BC,Corporate Stores
9817479179520,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,41-50,,,,QC,  Corporate Stores 
9817307177561,2009-05,2009-05,02/05/2009,2009-05-02,Business - Personal,,41-50,,,,qc,Dealers
9817468178116,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,50+,,,,ON,Dealers
9819121191642,2010-05,,2010-05-08,,Business - Personal,8,18-30,,,,ON,Dealers
9819590190563,2010-08,,2010-08-07,,Business - Personal,2,41-50,HCDP,,HCDS,ON,Dealers
9817471171141,2009-06,2009-06,2009-06-06,2009/06/06,Business - Personal,3,41-50,,,,BC,Dealers
9817761171248,2009-08,2009-08,2009-08-01,2009-08-01,Business - Personal,,50+,,,,BC,Dealers
9817774174929,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,18-30,,,,ON,Corporate Stores
9819749199666,2010-09,2010-09,2010-09-04,04/09/2010,Business - Personal,2,31-40,,,,  QC ,Corporate Stores
9817170170964,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,50+,,,,QC,Dealers
9817308178806,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,50+,,,,on,Dealers
9819586196378,2010-08,2010-08,07/08/2010,2010-08-07,Business - Personal,2,50+,,,,ON,Dealers
9818242182787,2009-11,,2009-11-07,,Business - Personal,5,50+,,,,BC,Corporate Stores
9818826186349,2010-03,,2010-03-06,,Business - Personal,7,41-50,,,,AB,Corporate Stores
9818367187421,2009-12,2009-12,2009-12-05,05/12/2009,Business - Personal,5,31-40,,,,QC,Corporate Stores
9818574184059,2010-01,,09/01/2010,,Business - Personal,5,18-30,HCDP,HCDM,HCDS,  AB ,Corporate Stores
