BAN,FIRST_CREDIT_DATE,FIRST_CREDIT_CLASS,SCORE_CARD,CREDIT_SCORE
9818845185490,2010-03-05,  K ,eqfx,321
9817028178337,04/03/2009,L,ECBS,854
9817026176810,2009-03-04,K,EQFX,223
9817470170252,2009-06-03,B,EQFX,959
9817319179440,2009-05-03,B,EQFX,959
9821278218647,2010-12-04,B,EQFX,988
9819124194820,2010-05-03,B,EQFX,992
9821273213127,2010-12-03,B,EQFX,964
9818828188233,2010-03-02,b,EQFX,995
9816765165745,2009/01/02,  B ,eqfx,955
9816771161056,2009-01-03,B,EQFX,995
9819775195026,2010-09-04,B,eqfx,996
9819933193829,2010-10-01,B,EQFX,925
9817629179139,2009-07-05,K,EQFX,42
9818831181628,2010-03-03,K,EQFX,43
9819937197959,2010-10-02,B,EQFX,992
9818251181087,2009-11-05,K,EQFX,138
9818569189196,2010-01-02,B,EQFX,994
9818972182446,2010-04-01,K,EQFX,336
9817611171170,2009-07-02,X,EQFX,
9819421191563,2010-07-03,L,EQFX,419
9818376186644,04/12/2009,B,EQFX,981
9816918168451,2009/02/05,X,EQFX,880
9819755195999,01/09/2010,K,  EQFX ,116
9818971181255,2010-04-01,B,EQFX,973
9817938178483,2009-09-02,B,EQFX,995
9819416196806,2010-07-02,B,EQFX,945
9819772192739,03/09/2010,X,EQFX,722
9819574194688,2010-08-02,X,ECBS,822
9818384184598,2009-12-05,B,EQFX,985
9818381181264,05/12/2009,K,eqfx,78
9819759199301,2010-09-02,  B ,EQFX,986
9819784194354,05/09/2010,L,ECBS,12
9817773173907,05/08/2009,B,EQFX,979
9819571191804,2010-08-01,  B ,EQFX,959
9816916166855,2009-02-05,B,EQFX,995
9818987187825,2010/04/05,B,eqfx,976
9819118198172,2010-05-02,K,  EQFX ,218
9817323173666,2009-05-04,B,EQFX,
9817023173767,2009-03-03,B,EQFX,991
9816781161914,2009/01/05,B,EQFX,988
9819272192554,2010-06-04,B,EQFX,972
9817172172172,2009-04-03,K,EQFX,170
9819130190875,2010-05-05,L,EQFX,403
9817323173032,04/05/2009,X,EQFX,393
9819941191893,2010-10-02,X,ECBS,845
9821279219947,2010/12/04,B,EQFX,985
9819769199546,2010-09-03,L,ECBS,12
9818840180380,2010-03-04,X,ECBS,4
9816910160163,03/02/2009,x,ECBS,934
9819275195338,2010-06-04,X,ECBS,
9819785195216,2010-09-05,L,EQFX,822
9819949199564,2010-10-04,L,EQFX,655
9817468178116,2009-06-03,B,EQFX,996
9821273213741,2010-12-03,X,EQFX,556
9821128218712,2010-11-02,b,EQFX,985
9818703183607,2010-02-01,X,ecbs,854
9821258218634,2010-12-01,  K ,EQFX,131
9819759199717,02/09/2010,x,EQFX,734
9818580180703,04/01/2010,K,EQFX,342
9818571181317,2010-01-02,B,EQFX,970
9819274194484,2010-06-04,X,EQFX,181
9818570180624,2010-01-02,B,EQFX,993
9816905165276,2009/02/02,X,ECBS,914
9819280190936,05/06/2010,B,EQFX,992
9818234184354,2009/11/01,B,EQFX,995
9819764194138,2010-09-02,X,EQFX,420
9819275195390,2010-06-04,X,EQFX,573
9819777197242,2010-09-04,B,EQFX,941
9817023173910,03/03/2009,X,EQFX,854
9817167177623,2009-04-02,X,ECBS,602
9817926176670,2009-09-01,B,EQFX,971
9818097187473,2009-10-01,X,EQFX,
9818970180014,2010/04/01,L,EQFX,646
9819280190406,05/06/2010,l,ECBS,16
9818238188472,2009-11-02,B,EQFX,993
9818376186347,2009-12-04,B,EQFX,979
9817772172177,2009-08-04,B,EQFX,982
9818574184269,2010-01-03,B,EQFX,994
9818708188334,2010-02-02,B,EQFX,979
9819940190395,2010-10-02,L,EQFX,655
9818823183721,01/03/2010,K,EQFX,303
9817479179944,2009-06-05,K,EQFX,38
9818840180844,2010-03-04,B,  EQFX ,996
9819419199085,2010-07-02,b,EQFX,979
9818574184316,03/01/2010,K,EQFX,119
9819272192832,2010-06-04,X,EQFX,848
9819419199217,2010-07-02,K,EQFX,101
9819580190932,2010-08-03,X,ECBS,
9818111181930,2009-10-04,B,EQFX,988
9817315175910,2009-05-02,x,EQFX,691
9817931171362,2009-09-01,B,eqfx,994
9821133213608,2010-11-03,B,EQFX,978
9819128198114,2010-05-04,K,eqfx,107
9821258218909,2010-12-01,X,EQFX,711
9817163173881,2009-04-02,X,eqfx,313
9819574194855,2010-08-02,x,EQFX,848
9817611171510,2009-07-02,B,EQFX,996
9819431191027,2010-07-05,X,EQFX,512
9821266216928,2010-12-02,B,eqfx,994
9819951191764,2010-10-05,X,EQFX,745
9817610170344,2009-07-02,l,eqfx,677
9818095185406,2009-10-01,X,  ECBS ,557
9818250180917,2009-11-05,K,EQFX,385
9819277197964,05/06/2010,X,EQFX,662
9818840180174,04/03/2010,L,ECBS,663
9819947197349,2010-10-04,X,ECBS,8
9819951191645,2010-10-05,B,  EQFX ,941
9818247187797,2009-11-05,K,  EQFX ,44
9817771171161,04/08/2009,  B ,EQFX,986
9817772172578,2009-08-04,B,EQFX,996
9817933173599,02/09/2009,B,EQFX,987
9817318178842,2009-05-03,B,eqfx,967
9818968188988,01/04/2010,K,EQFX,212
9819259199970,2010-06-02,B,eqfx,965
9819126196060,2010-05-04,B,EQFX,988
9816772162012,2009-01-03,B,EQFX,995
9818834184139,2010-03-03,B,EQFX,985
9818379189000,2009-12-04,X,EQFX,854
9817181171589,2009-04-11,B,EQFX,
9819570190588,2010-08-01,B,EQFX,975
9819135195051,2010-05-05,X,ECBS,
9819129199739,2010-05-04,B,EQFX,887
9819592192306,2010-08-05,B,EQFX,975
9819763193387,2010-09-02,X,EQFX,279
9821279219641,2010-12-04,B,EQFX,931
9817315175512,2009-05-02,B,eqfx,921
9819569199589,01/08/2010,L,eqfx,652
9819429199958,2010-07-05,  X ,EQFX,150
9817316176033,2009/05/02,B,EQFX,957
9816763163537,2009-01-02,B,EQFX,989
9819124194673,2010-05-03,K,EQFX,452
9819751191096,2010/09/01,X,ECBS,8
9819938198096,2010-10-02,B,EQFX,978
9819418198182,2010/07/02,L,ECBS,745
9818573183474,03/01/2010,B,EQFX,993
9816908168758,2009-02-03,K,EQFX,313
9817609179963,2009-07-02,X,EQFX,512
9818382182048,2009-12-05,K,EQFX,380
9819133193367,2010-05-05,B,EQFX,993
9817312172347,01/05/2009,B,EQFX,993
9821264214269,2010-12-02,K,EQFX,241
9819278198875,2010-06-05,B,EQFX,992
9818094184416,2009-10-01,X,EQFX,848
9818584184616,2010/01/05,x,EQFX,745
9819756196099,2010-09-01,X,ECBS,4
9819419199064,02/07/2010,B,EQFX,972
9819947197801,04/10/2010,X,EQFX,692
9818573183617,2010/01/03,B,EQFX,967
9816781161373,2009-01-05,B,EQFX,972
9821262212357,2010-12-01,X,EQFX,772
9819780190842,2010-09-04,B,EQFX,995
9819577197187,2010-08-03,B,EQFX,995
9816910160293,2009-02-03,K,EQFX,311
9817161171128,2009-04-01,B,eqfx,995
9819783193251,05/09/2010,B,EQFX,989
9821137217138,04/11/2010,K,EQFX,523
9819119199522,2010-05-02,X,ECBS,8
9816770160008,2009-01-03,B,EQFX,976
9819425195566,2010-07-04,X,EQFX,711
9821284214262,2010-12-05,X,EQFX,703
9817629179585,2009-07-05,X,ECBS,908
9817028178368,2009/03/04,X,EQFX,498
9819426196753,2010-07-04,  B ,EQFX,990
9818845185719,2010-03-05,K,eqfx,62
9819946196369,2010-10-04,B,EQFX,982
9818250180746,2009-11-05,K,eqfx,236
9818115185100,05/10/2009,B,EQFX,975
9817479179728,2009-06-05,l,EQFX,585
9817458178907,2009-06-01,X,EQFX,578
9817166176965,02/04/2009,X,eqfx,792
9817758178804,2009-08-01,B,EQFX,996
9818111181534,04/10/2009,X,EQFX,848
9819421191513,2010/07/03,L,EQFX,854
9819263193445,2010-06-02,X,EQFX,854
9817018178781,2009-03-02,X,EQFX,710
9818248188132,2009-11-05,B,EQFX,975
9818976186883,2010-04-02,L,ECBS,845
9817461171998,2009-06-02,L,ECBS,512
9819116196096,01/05/2010,x,EQFX,822
9819761191533,2010-09-02,L,EQFX,467
9818102182831,2009-10-02,B,  EQFX ,996
9818379189396,2009-12-04,b,EQFX,971
9817478178671,05/06/2009,B,EQFX,976
9818724184784,2010-02-05,K,EQFX,154
9817473173296,2009-06-04,K,EQFX,
9819266196268,03/06/2010,K,EQFX,61
9817177177635,04/04/2009,K,EQFX,
9817472172046,04/06/2009,B,EQFX,
9817929179948,2009-09-01,B,EQFX,952
9818842182623,2010-03-05,l,EQFX,408
9819951191515,2010-10-05,B,EQFX,936
9817771171794,2009-08-04,X,EQFX,880
9819764194492,2010-09-02,L,EQFX,293
9817321171492,04/05/2009,  B ,EQFX,924
9817621171237,03/07/2009,X,EQFX,722
9819113193593,01/05/2010,B,EQFX,985
9818828188854,2010/03/02,X,EQFX,786
9819580190678,2010-08-03,X,EQFX,589
9818970180382,2010-04-01,L,ECBS,466
9819755195350,2010-09-01,  X ,EQFX,328
9817625175123,2009-07-04,K,EQFX,403
9817472172515,2009-06-04,B,EQFX,996
9821273213460,2010-12-03,X,  ECBS ,822
9821283213615,2010/12/05,X,ECBS,512
9818110180428,04/10/2009,K,EQFX,11
9818830180961,2010-03-02,B,eqfx,985
9818381181345,2009-12-05,B,EQFX,987
9819579199073,2010/08/03,L,ECBS,786
9818383183212,2009-12-05,L,ECBS,880
9818579189170,2010-01-04,X,EQFX,415
9818716186588,2010-02-03,B,EQFX,993
9817460170925,2009-06-01,X,EQFX,581
9819415195013,02/07/2010,B,EQFX,991
9817311171760,01/05/2009,X,EQFX,553
9818981181955,2010-04-03,B,  EQFX ,966
9817612172200,2009-07-02,X,EQFX,717
9818723183417,05/02/2010,X,EQFX,587
9818114184740,2009-10-05,L,EQFX,296
9818969189167,2010-04-01,B,EQFX,973
9818580180768,2010-01-04,X,EQFX,464
9817624174848,2009-07-04,b,EQFX,980
9818233183531,01/11/2009,X,EQFX,
9821280210639,04/12/2010,B,EQFX,996
9817768178077,2009-08-04,K,EQFX,385
9817473173901,04/06/2009,L,ECBS,822
9819118198102,02/05/2010,  B ,EQFX,994
9817018178129,02/03/2009,X,EQFX,822
9818717187805,2010-02-04,B,EQFX,993
9821260210814,2010-12-01,B,EQFX,986
9819425195168,04/07/2010,K,eqfx,94
9818568188095,2010-01-02,K,EQFX,162
9818103183133,02/10/2009,L,ECBS,692
9819936196738,2010-10-02,L,EQFX,597
9821267217994,2010-12-02,L,eqfx,585
9817628178228,2009-07-05,B,EQFX,994
9818382182274,2009-12-05,X,EQFX,518
9817619179487,2009/07/03,B,EQFX,962
9818975185351,2010-04-02,X,EQFX,725
9819425195745,2010-07-04,X,EQFX,750
9818568188413,2010-01-02,K,EQFX,353
9818104184986,03/10/2009,B,EQFX,980
9818371181178,2009-12-03,B,EQFX,991
9819774194408,2010-09-03,B,EQFX,994
9818361181473,2009-12-01,L,ECBS,822
9818097187670,01/10/2009,B,EQFX,983
9817013173933,2009/03/01,L,EQFX,479
9818725185545,2010-02-05,X,EQFX,842
9819422192909,2010-07-03,K,EQFX,437
9819413193143,2010/07/02,L,EQFX,638
9819418198013,2010-07-02,L,EQFX,557
9817465175678,2009-06-02,B,EQFX,989
9821131211503,2010-11-03,B,EQFX,907
9817316176761,02/05/2009,L,EQFX,548
9818568188611,2010-01-02,  B ,EQFX,989
9818250180872,2009-11-05,B,EQFX,995
9817327177603,2009-05-05,L,EQFX,875
9819426196226,04/07/2010,B,EQFX,989
9817762172159,2009-08-02,X,EQFX,971
9818094184047,2009-10-01,X,EQFX,739
9819430190393,2010-07-05,B,EQFX,968
9819418198345,2010-07-02,B,EQFX,997
9816769169891,2009-01-03,B,EQFX,976
9818238188674,2009-11-02,B,EQFX,995
9817479179714,2009-06-05,K,EQFX,243
9821141211968,2010-11-05,B,eqfx,968
9817770170544,2009-08-04,B,EQFX,983
9819784194218,2010-09-05,B,  EQFX ,970
9818975185790,2010-04-02,B,EQFX,921
9819115195821,2010-05-01,K,EQFX,95
9818232182047,2009-11-01,B,EQFX,950
9818238188063,2009-11-02,B,EQFX,987
9819274194272,2010-06-04,K,EQFX,517
9819591191022,2010-08-05,K,EQFX,459
9818383183804,2009-12-05,B,EQFX,952
9816779169612,2009-01-05,B,EQFX,983
9817326176897,2009-05-05,X,EQFX,
9819948198929,2010-10-04,B,EQFX,899
9819762192433,2010-09-02,B,EQFX,939
9821281211065,2010-12-04,B,EQFX,992
9817029179182,2009-03-05,X,EQFX,
9817481171639,2009-06-05,B,EQFX,995
9821262212841,2010-12-01,B,EQFX,987
9817313173504,2009-05-02,B,EQFX,988
9818832182821,2010-03-03,L,EQFX,447
9816782162767,2009-01-05,  K ,eqfx,99
9819760190594,2010/09/02,B,EQFX,993
9819762192753,2010-09-02,X,EQFX,806
9818097187982,2009-10-01,L,eqfx,822
9819784194852,2010-09-05,B,EQFX,993
9819422192033,2010-07-03,B,EQFX,986
9818104184768,2009-10-03,K,EQFX,231
9818094184517,2009-10-01,L,EQFX,376
9817760170737,2009-08-01,K,EQFX,58
9819935195403,2010-10-01,X,EQFX,738
9819254194904,2010-06-01,X,EQFX,848
9821124214931,02/11/2010,B,EQFX,990
9818367187722,2009-12-02,B,EQFX,949
9819127197023,2010-05-04,X,EQFX,280
9818378188825,2009-12-04,K,EQFX,313
9819116196627,2010-05-02,K,EQFX,314
9821266216270,2010-12-02,L,EQFX,428
9818571181769,2010-01-02,L,ECBS,880
9818250180853,2009/11/05,L,EQFX,822
9816763163934,2009-01-02,K,EQFX,226
9817473173990,04/06/2009,K,eqfx,42
9817160170892,2009-04-01,L,EQFX,440
9819759199312,2010-09-02,X,ECBS,376
9818703183769,2010-02-01,K,eqfx,246
9818827187492,02/03/2010,X,EQFX,553
9821137217288,2010-11-04,B,EQFX,968
9817032172547,2009-03-05,K,EQFX,230
9821134214243,2010-11-04,B,EQFX,980
9818383183525,2009-12-05,B,EQFX,963
9821139219464,05/11/2010,B,eqfx,981
9819134194920,2010-05-05,B,EQFX,960
9818822182997,2010-03-01,B,EQFX,985
9817619179959,2009-07-03,B,EQFX,982
9818973183219,01/04/2010,B,EQFX,963
9817623173599,2009-07-04,B,EQFX,981
9819418198411,2010-07-02,B,EQFX,957
9817469179632,2009-06-03,X,EQFX,354
9818236186324,2009-11-02,X,ECBS,880
9819586196425,2010-08-04,K,EQFX,842
9818245185172,2009-11-04,X,EQFX,
9816768168461,2009-01-02,B,EQFX,977
9819784194257,2010-09-05,B,EQFX,918
9818835185103,2010-03-03,L,EQFX,596
9818719189294,2010-02-04,K,EQFX,435
9818232182596,2009-11-01,B,EQFX,989
9819947197119,2010-10-04,B,EQFX,994
9817614174304,2009/07/02,X,EQFX,
9817317177376,2009-05-02,B,EQFX,975
9816769169253,02/01/2009,B,EQFX,986
9817458178674,2009-06-01,K,EQFX,72
9818237187918,2009-11-02,K,EQFX,424
9821261211486,01/12/2010,B,EQFX,993
9817163173714,2009-04-02,B,EQFX,997
9819426196550,2010-07-04,B,EQFX,995
9818843183867,2010-03-05,K,EQFX,150
9819941191540,2010-10-02,L,eqfx,934
9818363183053,01/12/2009,X,ECBS,934
9819427197028,2010-07-04,L,EQFX,822
9819764194269,2010-09-02,B,EQFX,901
9819418198179,02/07/2010,L,ECBS,822
9819425195231,2010/07/04,B,  EQFX ,959
9817613173930,2009-07-02,X,EQFX,471
9817310170129,2009/05/01,X,EQFX,629
9821265215907,02/12/2010,B,EQFX,970
9818239189229,2009-11-03,X,EQFX,612
9818111181847,2009-10-04,K,EQFX,116
9818107187238,2009-10-03,L,ECBS,822
9817308178475,2009-05-01,l,EQFX,558
9818843183210,2010-03-05,L,EQFX,492
9817938178582,2009/09/02,  X ,EQFX,848
9816901161525,2009-02-01,X,EQFX,894
9818725185761,2010-02-05,X,  EQFX ,360
9819783193955,2010-09-05,B,EQFX,959
9819418198811,2010-07-02,L,ECBS,16
9819956196516,2010-10-05,B,EQFX,995
9818365185686,2009/12/02,X,EQFX,280
9818378188739,2009-12-04,B,EQFX,995
9821124214866,2010-11-02,X,  EQFX ,903
9817625175057,2009-07-04,B,EQFX,997
9816916166656,2009/02/05,K,EQFX,224
9819947197418,2010-10-04,X,EQFX,484
9817310170608,2009-05-01,X,EQFX,512
9819265195655,2010-06-03,K,EQFX,53
9817328178000,2009-05-05,  B ,EQFX,970
9819576196753,2010-08-03,X,ECBS,512
9819268198351,2010-06-03,X,EQFX,512
9819572192317,2010/08/02,B,EQFX,993
9819592192313,05/08/2010,B,EQFX,952
9818971181921,2010/04/01,X,eqfx,880
9817764174062,2009-08-02,L,eqfx,662
9818706186861,2010-02-01,X,EQFX,691
9817180170573,2009-04-06,B,  EQFX ,959
9819119199198,2010-05-02,  X ,ECBS,4
9819264194071,02/06/2010,B,EQFX,973
9821129219832,2010/11/03,L,EQFX,898
9819769199437,2010-09-03,B,EQFX,969
9821259219507,01/12/2010,  K ,EQFX,240
9817319179200,2009-05-03,B,EQFX,996
9819941191627,2010-10-02,  K ,  EQFX ,383
9819126196816,2010-05-04,B,EQFX,971
9819427197853,2010-07-05,B,EQFX,989
9821261211658,2010-12-01,B,EQFX,987
9821279219268,2010-12-04,L,EQFX,934
9817763173111,02/08/2009,L,EQFX,492
9818096186557,2009-10-01,B,EQFX,967
9816764164019,2009-01-02,B,EQFX,995
9819776196869,2010-09-04,B,EQFX,992
9819931191150,2010-10-01,K,eqfx,240
9818104184788,2009-10-03,B,EQFX,952
9817766176946,2009-08-03,B,EQFX,994
9819780190822,2010/09/04,B,EQFX,978
9818242182305,2009-11-03,B,EQFX,989
9817024174896,2009-03-04,B,EQFX,988
9819573193362,2010-08-02,X,EQFX,557
9816910160606,03/02/2009,b,EQFX,969
9817315175651,2009-05-02,L,ECBS,704
9821267217519,2010-12-02,X,EQFX,822
9818843183988,2010-03-05,B,EQFX,986
9819425195018,2010-07-04,B,EQFX,975
9816914164630,2009-02-04,X,EQFX,539
9817611171453,2009-07-02,B,EQFX,960
9817024174546,2009-03-04,k,EQFX,126
9818567187770,2010-01-02,B,EQFX,986
9818571181506,02/01/2010,B,  EQFX ,961
9821265215643,2010-12-02,B,  EQFX ,969
9818828188619,2010-03-02,X,EQFX,557
9817609179326,2009-07-01,B,  EQFX ,994
9818580180928,2010-01-04,B,EQFX,956
9818708188875,2010-02-02,  X ,EQFX,360
9819431191327,2010-07-05,B,EQFX,952
9819938198720,2010-10-02,X,EQFX,181
9819130190660,2010-05-05,B,eqfx,994
9818380180077,2009-12-04,X,EQFX,960
9818833183746,03/03/2010,X,eqfx,574
9818104184902,2009/10/03,L,ECBS,557
9819411191519,2010-07-01,B,EQFX,948
9819112192067,2010-05-01,L,EQFX,602
9821129219650,03/11/2010,X,EQFX,602
9821270210710,2010-12-03,X,EQFX,602
9819940190800,2010-10-02,K,EQFX,413
9817171171585,2009-04-03,B,  EQFX ,993
9818110180382,2009-10-04,B,EQFX,967
9818983183865,2010-04-05,  B ,eqfx,971
9817764174926,2009-08-03,B,EQFX,983
9817327177392,2009-05-05,L,ECBS,822
9816767167733,2009-01-02,b,EQFX,983
9817308178897,2009-05-01,X,  EQFX ,848
9819576196141,2010-08-03,B,EQFX,984
9819750190759,2010/09/01,K,EQFX,424
9818375185039,2009-12-04,  B ,EQFX,981
9819945195249,2010-10-03,B,EQFX,986
9821275215261,2010-12-03,B,EQFX,942
9817762172642,02/08/2009,B,EQFX,978
9819570190731,2010-08-01,b,eqfx,922
9819111191625,2010-05-01,B,eqfx,977
9821264214582,2010-12-02,B,EQFX,992
9819931191154,01/10/2010,X,ECBS,466
9817460170738,2009-06-01,B,eqfx,
9821126216712,2010-11-02,B,EQFX,959
9818385185658,2009/12/05,L,EQFX,667
9819426196498,2010-07-04,K,EQFX,313
9817474174354,2009/06/04,B,EQFX,992
9819779199364,2010-09-04,B,EQFX,971
9821268218963,2010-12-02,L,eqfx,448
9819954194422,2010-10-05,X,EQFX,776
9818363183189,2009/12/01,B,EQFX,992
9817174174890,2009-04-04,L,EQFX,662
9818583183509,2010-01-05,l,EQFX,663
9818107187158,2009-10-03,  B ,EQFX,994
9819262192368,2010-06-02,B,EQFX,956
9816916166028,2009-02-05,K,EQFX,518
9817481171870,2009-06-05,B,EQFX,975
9819951191064,2010-10-04,B,EQFX,996
9819762192267,2010-09-02,b,EQFX,962
9818980180516,03/04/2010,L,ECBS,557
9819570190036,2010-08-01,B,eqfx,882
9819573193249,2010-08-02,B,EQFX,955
9817623173270,2009/07/03,L,ECBS,822
9817014174132,2009-03-01,K,EQFX,295
9819586196405,2010-08-04,B,EQFX,971
9819587197911,2010/08/05,b,EQFX,962
9816779169399,05/01/2009,X,ECBS,854
9818724184612,2010-02-05,B,EQFX,967
9819414194436,2010-07-02,B,EQFX,905
9819768198164,2010-09-03,B,EQFX,992
9821282212496,2010-12-05,b,EQFX,974
9818246186502,2009-11-04,K,EQFX,385
9818582182357,05/01/2010,K,  EQFX ,244
9821123213203,2010-11-01,X,EQFX,630
9817622172059,2009-07-03,L,ECBS,602
9819266196563,2010-06-03,B,EQFX,979
9818099189832,2009-10-02,B,EQFX,995
9821275215551,2010-12-03,L,EQFX,673
9818099189172,2009-10-02,X,EQFX,470
9817615175116,2009-07-02,B,EQFX,988
9818713183396,2010/02/03,L,EQFX,595
9818980180874,2010-04-03,X,  EQFX ,744
9819587197403,2010/08/05,B,EQFX,979
9817458178191,2009-06-01,X,EQFX,464
9817930170868,2009-09-01,B,EQFX,
9817762172465,2009/08/02,B,  EQFX ,979
9821279219959,04/12/2010,L,ECBS,14
9821266216184,2010-12-02,B,EQFX,
9819776196200,2010-09-04,X,ECBS,875
9818985185216,2010-04-05,B,  EQFX ,959
9821281211062,2010-12-04,B,EQFX,949
9817766176319,03/08/2009,X,eqfx,313
9817931171045,2009-09-01,B,EQFX,985
9821142212751,2010-11-05,L,EQFX,654
9819427197907,2010/07/05,B,EQFX,952
9817015175739,2009-03-02,  X ,EQFX,641
9819778198416,2010-09-04,b,eqfx,987
9818233183953,2009-11-01,  B ,eqfx,971
9819129199940,2010-05-04,B,EQFX,989
9821122212160,2010/11/01,X,EQFX,403
9819114194124,2010-05-01,B,EQFX,958
9817936176374,02/09/2009,B,EQFX,977
9817169179458,2009-04-03,  K ,EQFX,98
9817162172654,2009-04-02,L,EQFX,635
9818720180579,2010-02-04,L,ECBS,854
9818110180091,2009-10-04,L,ECBS,466
9818974184030,2010-04-01,L,ECBS,692
9817314174611,2009-05-02,B,EQFX,995
9817316176157,2009-05-02,B,EQFX,987
9819425195093,2010-07-04,X,EQFX,446
9821282212758,05/12/2010,B,EQFX,967
9817163173368,2009/04/02,K,eqfx,271
9818979189216,2010-04-03,L,ECBS,
9818976186890,2010-04-02,X,EQFX,288
9817307177969,2009-05-01,B,EQFX,993
9818980180461,2010-04-03,B,EQFX,975
9819586196800,2010-08-04,L,ECBS,904
9817160170100,2009-04-01,X,ECBS,557
9816904164104,2009/02/02,L,  ECBS ,880
9817024174083,2009-03-03,B,EQFX,962
9821138218589,2010-11-04,  X ,eqfx,800
9819121191635,2010-05-03,L,  ECBS ,854
9816919169139,05/02/2009,l,ECBS,466
9816774164033,03/01/2009,B,EQFX,952
9817469179853,2009-06-03,B,EQFX,958
9821119219941,2010-11-01,L,EQFX,827
9816771161450,2009-01-03,B,eqfx,992
9817174174963,2009-04-04,B,EQFX,995
9816780160720,2009-01-05,b,EQFX,952
9819262192477,2010-06-02,L,eqfx,611
9818723183692,2010-02-05,X,EQFX,880
9819766196812,03/09/2010,B,EQFX,972
9819955195581,2010-10-05,B,EQFX,989
9821278218253,2010-12-04,K,EQFX,535
9819268198977,2010/06/03,X,EQFX,726
9821278218305,04/12/2010,X,EQFX,232
9819116196640,2010-05-02,B,EQFX,899
9818574184286,2010/01/03,B,EQFX,981
9817177177259,2009-04-04,B,EQFX,
9816776166551,2009-01-04,  K ,EQFX,376
9817031171918,2009-03-05,K,EQFX,266
9819267197113,2010-06-03,  B ,EQFX,973
9818712182594,2010-02-02,b,eqfx,990
9818570180271,2010-01-02,b,EQFX,975
9817925175258,2009-09-01,B,EQFX,988
9821261211817,2010-12-01,X,EQFX,766
9818382182041,05/12/2009,k,EQFX,420
9819936196082,2010-10-01,X,EQFX,880
9817770170158,2009-08-04,B,EQFX,985
9817315175282,2009-05-02,B,EQFX,960
9818569189928,2010-01-02,  B ,EQFX,991
9819576196482,2010-08-03,  L ,EQFX,880
9817176176254,2009-04-04,B,EQFX,
9821275215635,2010-12-03,B,EQFX,985
9818718188721,04/02/2010,X,ecbs,334
9816901161032,2009-02-01,K,EQFX,255
9818975185766,2010-04-02,X,ECBS,557
9819112192214,01/05/2010,B,EQFX,952
9819777197962,2010-09-04,B,EQFX,986
9818112182561,2009-10-04,K,EQFX,212
9817316176193,2009-05-02,X,EQFX,
9818100180614,02/10/2009,B,EQFX,990
9818578188886,2010-01-04,B,EQFX,944
9817775175961,2009-08-05,B,EQFX,
9819427197749,2010-07-05,L,eqfx,691
9819270190002,2010-06-03,L,ECBS,557
9817934174061,2009-09-02,B,EQFX,992
9821128218655,2010-11-02,B,EQFX,917
9819258198545,2010-06-01,B,EQFX,952
9819751191206,2010-09-01,X,EQFX,177
9818725185398,05/02/2010,L,ECBS,12
9819118198916,2010-05-02,X,EQFX,974
9818838188689,2010-03-04,L,EQFX,577
9818976186240,2010-04-02,B,EQFX,989
9819112192342,2010-05-01,B,EQFX,970
9817613173684,2009/07/02,X,EQFX,697
9818725185852,2010-02-05,B,EQFX,995
9817762172734,2009-08-02,X,ecbs,894
9821267217375,2010-12-02,B,  EQFX ,990
9818724184017,2010-02-05,B,EQFX,985
9818368188449,2009/12/02,X,ECBS,913
9819949199193,04/10/2010,B,EQFX,994
9821142212996,2010-11-05,B,EQFX,991
9821143213220,2010-11-05,X,EQFX,790
9819569199397,2010-08-01,L,EQFX,316
9821261211632,2010-12-01,X,EQFX,673
9817775175967,2009-08-05,L,EQFX,632
9816770160676,2009-01-03,B,eqfx,987
9818979189733,2010-04-03,L,ECBS,822
9818978188686,03/04/2010,K,EQFX,71
9819756196880,2010-09-01,X,EQFX,692
9819267197501,03/06/2010,L,EQFX,607
9819949199501,2010-10-04,B,EQFX,992
9819411191909,2010-07-01,B,eqfx,994
9817023173064,2009/03/03,B,EQFX,992
9817164174036,2009-04-02,B,EQFX,962
9817470170733,2009/06/03,B,EQFX,968
9817030170899,2009/03/05,X,EQFX,374
9816910160651,2009-02-03,X,EQFX,698
9819115195814,2010-05-01,x,EQFX,913
9818568188732,2010-01-02,L,ECBS,904
9819571191253,2010-08-01,B,EQFX,950
9816781161987,2009-01-05,L,EQFX,584
9819133193876,2010-05-05,L,ecbs,
9821263213514,2010-12-01,L,ECBS,822
9821126216390,2010-11-02,  L ,EQFX,669
9819783193407,2010-09-05,X,ECBS,8
9817626176181,2009-07-04,B,EQFX,
9818114184257,2009-10-05,X,EQFX,697
9819418198945,2010-07-02,b,EQFX,992
9819417197000,2010-07-02,x,EQFX,754
9818843183518,2010-03-05,L,EQFX,457
9818973183203,2010-04-01,K,EQFX,158
9818569189832,2010-01-02,B,EQFX,977
9817473173150,2009-06-04,B,EQFX,957
9816763163359,2009-01-02,K,EQFX,204
9819783193956,05/09/2010,L,EQFX,725
9817463173855,2009/06/02,X,EQFX,786
9819279199766,05/06/2010,B,EQFX,979
9817162172272,2009-04-01,B,EQFX,
9819569199546,2010-08-01,B,EQFX,982
9818835185340,2010-03-03,b,EQFX,995
9818969189686,2010-04-01,K,EQFX,123
9821278218299,2010-12-04,B,EQFX,967
9818568188596,02/01/2010,B,EQFX,950
9817160170000,2009-04-01,B,EQFX,981
9817463173484,2009-06-02,L,EQFX,822
9817626176746,2009-07-04,B,EQFX,995
9817460170048,2009-06-01,b,EQFX,994
