post_id,user_id,datetime,text
403332,79583157,12/7/2019 20:48,Nulla in nisl quis sapien vulputate efficitur.
403333,92528433,12/7/2019 20:50,Morbi in ex vitae justo mattis luctus.
403334,86960861,12/7/2019 20:54,"Nam sit amet magna volutpat, tincidunt nunc nec, pharetra augue."
403335,83815319,12/7/2019 20:56,Praesent quis augue eget eros malesuada convallis sit amet vel urna.
403336,6898742,12/7/2019 20:57,"Nullam vel odio porta, viverra enim eget, efficitur orci."
403337,41315375,12/7/2019 20:58,Fusce sit amet orci sed lectus sagittis auctor.
403338,10993170,12/7/2019 21:00,"Cras id est efficitur, hendrerit libero in, luctus velit."
403339,94832806,12/7/2019 21:01,Integer ac lacus et felis efficitur mollis ut aliquam dui.
403340,18918843,12/7/2019 21:04,"Morbi eu est fringilla, posuere sem auctor, egestas dui."
403341,82836366,12/7/2019 21:07,Aenean lobortis libero et luctus fringilla.
403342,10993170,12/7/2019 21:11,"Vivamus id leo maximus, egestas lorem sed, tristique leo."
403343,96864510,12/7/2019 21:13,Phasellus suscipit magna eu dui congue fringilla.
403344,13758061,12/7/2019 21:14,"Proin efficitur est at nulla bibendum, sit amet finibus massa venenatis."
403345,49925123,12/7/2019 21:15,Nam mattis augue vitae lobortis viverra.
403346,31632805,12/7/2019 21:16,Donec et tellus et nunc tincidunt ullamcorper.
403347,34305933,12/7/2019 21:18,Aenean nec ipsum nec urna vulputate luctus a eget massa.
403348,92528433,12/7/2019 21:20,Quisque nec lectus vel erat sagittis volutpat.
403349,22830391,12/7/2019 21:21,Morbi blandit lacus eget lectus hendrerit porttitor.
403350,6988481,12/7/2019 21:24,"Aenean volutpat lectus ut tortor ultricies, eget vehicula mi blandit."
403351,11482505,12/7/2019 21:26,"Vivamus et sem lobortis, cursus mauris nec, fermentum nulla."
403352,12115762,12/7/2019 21:27,Vivamus gravida justo sit amet pretium egestas.
403353,18918843,12/7/2019 21:29,Nullam eleifend erat id massa maximus bibendum.
403354,79583157,12/7/2019 21:32,Etiam in mi nec arcu placerat tempus ac nec ligula.
403355,96864510,12/7/2019 21:34,Aliquam vel nulla non urna vehicula cursus.
403356,34305933,12/7/2019 21:37,Integer tempor ipsum quis mollis efficitur.
403357,92528433,12/7/2019 21:41,Nam hendrerit mauris eu risus auctor tempor.
403358,94761749,12/7/2019 21:44,Maecenas ornare lectus quis sapien elementum consequat.
403359,47722299,12/7/2019 21:45,Duis condimentum felis et leo convallis finibus.
403360,99468227,12/7/2019 21:46,Sed luctus diam non facilisis tempor.
403361,92528433,12/7/2019 21:49,Sed porta lacus nec sapien semper facilisis.
403362,60434693,12/7/2019 21:52,Ut dictum orci imperdiet elit cursus auctor.
403363,27116352,12/7/2019 21:55,"Aliquam pharetra arcu sed urna interdum, quis faucibus neque rutrum."
403364,92528433,12/7/2019 21:57,Morbi lacinia diam sit amet diam pulvinar cursus.
403365,6898742,12/7/2019 22:01,Nullam vitae dolor ut magna suscipit porttitor vel in neque.
403366,85029242,12/7/2019 22:05,Nam pretium felis vel porttitor volutpat.
403367,47722299,12/7/2019 22:09,Cras et risus vitae mauris lobortis tincidunt quis vitae ligula.
403368,99468227,12/7/2019 22:12,Phasellus pharetra elit vel maximus fermentum.
403369,27116352,12/7/2019 22:13,Vestibulum consequat purus eget eros vulputate suscipit.
403370,88594698,12/7/2019 22:13,Nullam eu odio laoreet odio finibus sollicitudin.
403371,60434693,12/7/2019 22:14,"Duis euismod eros ac justo scelerisque, at volutpat ipsum hendrerit."
403372,94761749,12/7/2019 22:17,Aenean et mauris quis tellus viverra convallis.
403373,41083501,12/7/2019 22:20,Nulla fermentum mauris bibendum nibh tristique tempus.
403374,82836366,12/7/2019 22:20,In sit amet dui non leo sagittis vehicula.
403375,41083501,12/7/2019 22:21,Sed et eros in turpis placerat finibus.
403376,10993170,12/7/2019 22:22,Integer quis leo luctus velit auctor ultricies rutrum at risus.
403377,40140169,12/7/2019 22:22,"Aenean cursus nisi vitae mauris elementum, at convallis quam elementum."
403378,13758061,12/7/2019 22:26,"Maecenas vehicula diam at nisl vulputate, vitae tincidunt eros cursus."
403379,96864510,12/7/2019 22:28,"Quisque pharetra massa at justo accumsan, ut fringilla enim dignissim."
403380,96864510,12/7/2019 22:30,Sed suscipit odio eu commodo posuere.
403381,34305933,12/7/2019 22:32,"Maecenas non enim laoreet, consequat diam vel, malesuada justo."
403382,5068480,12/7/2019 22:35,"Nulla fringilla urna suscipit, congue neque vel, faucibus nisl."
403383,99468227,12/7/2019 22:37,Integer id risus et purus dictum feugiat a ut augue.
403384,75564462,12/7/2019 22:40,"Aenean pellentesque lacus vitae mauris commodo, at dictum turpis tempus."
403385,12115762,12/7/2019 22:41,"Vestibulum luctus ipsum in ex ultricies, quis malesuada ex varius."
403386,54120190,12/7/2019 22:42,Nam eu justo et erat efficitur cursus.
403387,80605391,12/7/2019 22:43,Praesent sagittis felis non interdum efficitur.
403388,9567273,12/7/2019 22:44,In eget enim non tortor euismod iaculis.
403389,10993170,12/7/2019 22:47,"Vivamus mollis neque at dui rhoncus, tincidunt viverra nibh aliquet."
403390,61795158,12/7/2019 22:50,"Nullam ut tellus auctor, efficitur dui non, laoreet metus."
403391,34052592,12/7/2019 22:54,Phasellus ultrices lacus ut accumsan feugiat.
403392,41083501,12/7/2019 22:58,"Donec ultrices justo a quam condimentum, sit amet tincidunt ex bibendum."
403393,40140169,12/7/2019 23:02,Aenean quis risus id erat suscipit vehicula id nec ex.
403394,52096481,12/7/2019 23:02,Fusce at lorem nec nunc venenatis finibus blandit et libero.
403395,47529561,12/7/2019 23:04,Aenean et ligula at mauris aliquam elementum eu suscipit tortor.
403396,22830391,12/7/2019 23:07,Pellentesque iaculis ante sit amet mollis sollicitudin.
403397,99468227,12/7/2019 23:09,Mauris condimentum elit eget sagittis fringilla.
403398,61795158,12/7/2019 23:09,Aliquam at libero eu tortor porttitor sodales eu quis tellus.
403399,40140169,12/7/2019 23:13,Suspendisse sed lectus a magna mollis consectetur nec a tellus.
403400,22830391,12/7/2019 23:15,"Vestibulum blandit orci pharetra augue dignissim, et mollis lacus sodales."
403401,61795158,12/7/2019 23:17,Suspendisse at arcu in orci mollis consequat.
403402,50674807,12/7/2019 23:18,Duis id nisl nec dui vehicula scelerisque.
403403,47722299,12/7/2019 23:20,Quisque luctus eros blandit aliquet vulputate.
403404,10993170,12/7/2019 23:21,Duis sit amet neque in elit vehicula scelerisque.
403405,94832806,12/7/2019 23:23,Proin placerat tellus id erat vehicula tempus.
403406,41315375,12/7/2019 23:26,Vestibulum finibus enim id sollicitudin blandit.
403407,34052592,12/7/2019 23:29,Phasellus in libero vel nibh hendrerit tempor sit amet sed ipsum.
403408,42852269,12/7/2019 23:31,"Proin at augue dictum, tempor ex sed, molestie orci."
403409,82836366,12/7/2019 23:33,Aliquam quis nunc in ligula dictum elementum vel convallis justo.
403410,79583157,12/7/2019 23:36,"Etiam non nunc consequat, iaculis eros et, iaculis libero."
403411,49925123,12/7/2019 23:40,"Sed varius odio quis erat suscipit, quis porttitor felis lacinia."
403412,80605391,12/7/2019 23:42,"Fusce pellentesque felis quis arcu posuere, vitae interdum nulla rhoncus."
403413,52096481,12/7/2019 23:43,"Maecenas sed elit ultrices, consequat erat a, blandit orci."
403414,86960861,12/7/2019 23:45,"Cras mattis ante eu massa pharetra, in posuere velit facilisis."
403415,49925123,12/7/2019 23:47,Ut quis elit non augue consequat commodo ut sed nisl.
403416,88594698,12/7/2019 23:49,"Mauris auctor turpis id erat malesuada, sed facilisis neque imperdiet."
403417,41315375,12/7/2019 23:53,Ut volutpat quam et nulla posuere ultricies.
403418,2398742,12/7/2019 23:54,"Vestibulum vel turpis luctus, vulputate elit ac, sagittis justo."
403419,49925123,12/7/2019 23:57,Integer nec diam at ante tincidunt vehicula.
403420,96379267,12/7/2019 23:58,Nulla dapibus mi ut velit convallis dapibus.
403421,96037833,12/8/2019 0:01,Mauris tincidunt nisl eu orci mattis consequat.
403422,61795158,12/8/2019 0:01,"In convallis erat et eros aliquam, at accumsan lorem scelerisque."
403423,41083501,12/8/2019 0:05,Praesent eu nibh eget massa suscipit egestas eget sit amet arcu.
403424,52096481,12/8/2019 0:09,Vestibulum accumsan arcu eu cursus varius.
403425,42852269,12/8/2019 0:11,Suspendisse fermentum enim vel elit dictum sodales.
403426,49925123,12/8/2019 0:13,Curabitur at risus sed neque aliquam fermentum nec nec nulla.
403427,31632805,12/8/2019 0:14,Maecenas ac justo a odio commodo molestie vitae quis lorem.
403428,9567273,12/8/2019 0:15,Sed faucibus metus eu magna auctor tristique.
403429,6988481,12/8/2019 0:19,Donec dapibus sem ut magna tristique mattis.
403430,18918843,12/8/2019 0:23,Fusce sed odio eget magna rutrum iaculis.
403431,47722299,12/8/2019 0:25,Maecenas suscipit massa dignissim posuere euismod.
403432,99468227,12/8/2019 0:29,Nam quis erat scelerisque magna blandit scelerisque.
403433,75564462,12/8/2019 0:33,Sed et felis sit amet ex hendrerit fermentum ut quis nisl.
403434,6898742,12/8/2019 0:34,"Etiam quis sapien aliquam, congue purus vitae, placerat lectus."
403435,9567273,12/8/2019 0:34,"Vivamus bibendum ex facilisis, maximus risus in, mattis odio."
403436,52737281,12/8/2019 0:36,"Donec ac nunc rhoncus, scelerisque dui vel, tincidunt est."
403437,96379267,12/8/2019 0:39,"Donec aliquam odio vitae diam eleifend, eget hendrerit magna pulvinar."
403438,54120190,12/8/2019 0:40,Donec fringilla augue ac orci consequat vestibulum.
403439,94761749,12/8/2019 0:41,Donec tempor quam at arcu lobortis fringilla.
403440,12475863,12/8/2019 0:42,Duis porta nisl et volutpat fermentum.
403441,85029242,12/8/2019 0:43,Vivamus quis elit non est dictum mattis quis in lectus.
403442,94832806,12/8/2019 0:44,Fusce accumsan nulla vel lorem egestas imperdiet.
403443,96037833,12/8/2019 0:44,Nunc auctor sem a facilisis rutrum.
403444,85029242,12/8/2019 0:48,"Suspendisse sed purus bibendum, laoreet elit ut, lobortis sem."
403445,10993170,12/8/2019 0:51,"Vestibulum et magna feugiat, interdum nisl eu, faucibus elit."
403446,75564462,12/8/2019 0:54,Morbi et orci nec quam facilisis dapibus rutrum ut ante.
403447,9567273,12/8/2019 0:58,"Suspendisse convallis felis et urna mollis, non euismod est varius."
403448,5068480,12/8/2019 1:02,Praesent a turpis id nibh interdum efficitur.
403449,50674807,12/8/2019 1:05,Integer hendrerit turpis eget metus feugiat commodo vel eu elit.
403450,60434693,12/8/2019 1:06,Aliquam interdum lacus eget lorem interdum egestas.
403451,65276300,12/8/2019 1:10,Mauris rutrum nisi a viverra euismod.
403452,85029242,12/8/2019 1:14,Proin fringilla velit eget ultricies pretium.
403453,11482505,12/8/2019 1:15,Ut nec leo eget quam vestibulum venenatis vitae sit amet nulla.
403454,47529561,12/8/2019 1:17,Nam venenatis ipsum ut ante dictum dignissim.
403455,80605391,12/8/2019 1:20,Aenean vitae purus et ex commodo congue sit amet a tortor.
403456,47529561,12/8/2019 1:24,Morbi tempus dolor non lobortis luctus.
403457,12475863,12/8/2019 1:27,Morbi et magna a nibh semper facilisis eget ut eros.
403458,6988481,12/8/2019 1:29,Nulla mollis magna ut dapibus tincidunt.
403459,92528433,12/8/2019 1:32,Aenean dapibus diam vitae sodales vulputate.
403460,86960861,12/8/2019 1:33,Fusce consectetur nulla in eros dignissim dapibus.
403461,13758061,12/8/2019 1:33,"Sed pretium erat nec diam dictum, et ultricies purus feugiat."
403462,86960861,12/8/2019 1:34,Nulla lobortis magna eu risus elementum semper.
403463,99468227,12/8/2019 1:37,"Suspendisse eget lorem tempor, sollicitudin purus id, hendrerit lorem."
403464,49925123,12/8/2019 1:38,In a massa vitae felis rhoncus porta nec egestas metus.
403465,75564462,12/8/2019 1:39,Aenean efficitur tortor vitae dui aliquam cursus.
403466,12115762,12/8/2019 1:42,"Nam id ipsum maximus, aliquet ipsum id, aliquam eros."
403467,79583157,12/8/2019 1:46,Proin ultricies leo at mi iaculis eleifend.
403468,89253200,12/8/2019 1:47,Etiam vel metus at eros mattis suscipit.
403469,41315375,12/8/2019 1:50,In hendrerit dui consequat risus dignissim rutrum.
403470,92528433,12/8/2019 1:53,Vestibulum a urna sed dui venenatis euismod a nec magna.
403471,92528433,12/8/2019 1:55,Mauris vitae massa at ex rutrum porta.
403472,40140169,12/8/2019 1:58,Quisque fermentum risus lacinia molestie maximus.
403473,79583157,12/8/2019 2:00,"In nec libero ultrices, rutrum tortor lacinia, interdum velit."
403474,47529561,12/8/2019 2:02,Cras blandit metus nec quam tincidunt sollicitudin.
403475,92528433,12/8/2019 2:04,Mauris ut leo quis ex blandit efficitur mollis viverra nisi.
403476,92528433,12/8/2019 2:07,Proin placerat lorem at eros semper vulputate.
403477,47722299,12/8/2019 2:08,"Cras facilisis odio sed nisl semper, consectetur ultricies est posuere."
403478,11482505,12/8/2019 2:11,Proin sagittis mauris nec mauris scelerisque tincidunt.
403479,47529561,12/8/2019 2:13,Sed vel mi eget nisi pellentesque maximus in vel lectus.
403480,86960861,12/8/2019 2:14,"Suspendisse dictum massa vel nisi faucibus, et commodo massa consectetur."
403481,12475863,12/8/2019 2:16,"Aliquam cursus metus vitae odio tempus, et cursus nunc auctor."
403482,6898742,12/8/2019 2:18,Vestibulum sit amet nibh eu leo viverra tincidunt at eget arcu.
403483,42852269,12/8/2019 2:20,"Pellentesque at massa ornare, eleifend risus in, dapibus mi."
403484,50674807,12/8/2019 2:22,Vivamus et nunc at massa dapibus ultricies vel vel nisi.
403485,96864510,12/8/2019 2:25,Sed tincidunt magna at efficitur mollis.
403486,96864510,12/8/2019 2:26,Etiam dignissim dolor aliquet dapibus pretium.
403487,88594698,12/8/2019 2:29,Phasellus sed sapien eu dolor dignissim pulvinar a et felis.
403488,92528433,12/8/2019 2:31,Curabitur quis eros quis nisi lacinia convallis in vitae magna.
403489,2398742,12/8/2019 2:32,Pellentesque et ipsum sed est porta ultricies.
403490,47529561,12/8/2019 2:34,Maecenas rutrum turpis sed rhoncus volutpat.
403491,12115762,12/8/2019 2:35,Cras non lectus eget diam consequat ullamcorper sed et tortor.
403492,96037833,12/8/2019 2:35,Aliquam ac nisi vitae nulla sodales tincidunt vitae non libero.
403493,82836366,12/8/2019 2:39,"Etiam quis libero volutpat, condimentum dolor sed, faucibus nibh."
403494,96379267,12/8/2019 2:43,"Quisque eget diam tincidunt, egestas nisi ac, iaculis arcu."
403495,12475863,12/8/2019 2:46,Maecenas pharetra arcu a auctor aliquet.
403496,79583157,12/8/2019 2:50,Morbi consectetur dolor et ex molestie porttitor.
403497,96037833,12/8/2019 2:51,Nullam sollicitudin libero vel enim interdum blandit.
403498,61795158,12/8/2019 2:54,Vestibulum et lacus eget ipsum ornare eleifend at eu nunc.
403499,6898742,12/8/2019 2:57,Maecenas in nunc ut turpis fermentum accumsan id id lectus.
403500,31984188,12/8/2019 3:00,Cras vestibulum metus suscipit eleifend imperdiet.
403501,27116352,12/8/2019 3:01,Nulla ut nisl ac libero pharetra maximus.
403502,49925123,12/8/2019 3:04,Quisque in sem at dui ornare viverra.
403503,22830391,12/8/2019 3:08,Sed vel ligula pellentesque lacus mollis faucibus id id risus.
403504,27116352,12/8/2019 3:08,"Duis id risus facilisis, semper ipsum ac, finibus dui."
403505,12475863,12/8/2019 3:10,"Sed porttitor nisl id elit consequat, non dignissim augue tristique."
403506,31984188,12/8/2019 3:13,Vestibulum at nulla at ligula tincidunt elementum quis quis libero.
403507,41315375,12/8/2019 3:16,"Donec commodo ligula sit amet felis dignissim, ut consequat risus sagittis."
403508,89253200,12/8/2019 3:17,Fusce vitae dolor quis elit hendrerit efficitur.
403509,94761749,12/8/2019 3:20,Nulla sit amet odio ut justo tristique viverra.
403510,89253200,12/8/2019 3:21,Aenean ac arcu aliquet tortor facilisis venenatis.
403511,49925123,12/8/2019 3:22,Donec vitae nisi quis mi aliquam posuere.
403512,47722299,12/8/2019 3:23,"Donec a diam laoreet, malesuada leo sit amet, gravida risus."
403513,60434693,12/8/2019 3:27,Integer semper metus ac arcu dictum venenatis.
403514,88594698,12/8/2019 3:30,Ut a risus ut quam fermentum accumsan et a neque.
403515,54120190,12/8/2019 3:31,Duis euismod lectus non ultricies mattis.
403516,30813422,12/8/2019 3:32,Quisque sit amet mauris sed est tincidunt pellentesque.
403517,85029242,12/8/2019 3:36,"Nunc sit amet massa consectetur, facilisis massa ut, sagittis magna."
403518,30813422,12/8/2019 3:39,Fusce sagittis neque dignissim felis fringilla tempor.
403519,99468227,12/8/2019 3:43,Vestibulum imperdiet ligula in nunc lacinia gravida.
403520,34052592,12/8/2019 3:46,"Vivamus imperdiet sem fringilla nisl volutpat, dignissim porta nulla feugiat."
403521,10993170,12/8/2019 3:48,"Quisque id dolor viverra, vehicula elit id, sollicitudin lorem."
403522,88594698,12/8/2019 3:49,"Duis eu tortor aliquet, tincidunt justo at, ullamcorper tortor."
403523,41083501,12/8/2019 3:53,In sit amet enim ac orci aliquam pharetra.
403524,13758061,12/8/2019 3:53,"Vestibulum tincidunt odio viverra odio ultrices, quis ultricies sem commodo."
403525,12115762,12/8/2019 3:55,Maecenas et quam vel nisl bibendum semper.
403526,82836366,12/8/2019 3:58,Integer at augue ac est hendrerit imperdiet.
403527,12115762,12/8/2019 4:01,Proin vel metus vel velit finibus placerat et vitae leo.
403528,47722299,12/8/2019 4:04,Nullam posuere justo nec dolor porta elementum.
403529,52737281,12/8/2019 4:07,"Nulla tempor turpis eleifend augue imperdiet, id suscipit dolor eleifend."
403530,96864510,12/8/2019 4:11,"Donec pulvinar nulla quis metus hendrerit, non sodales enim sagittis."
403531,42856766,12/8/2019 4:11,"Sed bibendum sem ut erat auctor, sed gravida nisl varius."
403532,12115762,12/8/2019 4:13,"Duis at nibh varius, commodo ante eu, lacinia mauris."
403533,96037833,12/8/2019 4:16,Aliquam congue tortor non enim viverra molestie.
403534,83815319,12/8/2019 4:18,In vulputate massa eget volutpat pellentesque.
403535,75564462,12/8/2019 4:20,Proin in massa sed dolor tempor cursus non quis erat.
403536,11482505,12/8/2019 4:23,Mauris eu justo nec erat iaculis convallis quis quis massa.
403537,89253200,12/8/2019 4:25,Aenean convallis dui vitae quam ornare gravida.
403538,83815319,12/8/2019 4:28,Pellentesque et purus a neque mollis tincidunt et ut eros.
403539,13758061,12/8/2019 4:28,Morbi blandit magna vitae lacinia rutrum.
403540,12475863,12/8/2019 4:31,Sed facilisis mauris feugiat pulvinar molestie.
403541,5068480,12/8/2019 4:34,"Curabitur aliquet nisi in elit semper, id ultricies lectus bibendum."
403542,12475863,12/8/2019 4:37,Phasellus dapibus magna nec nulla tempor pretium.
403543,18918843,12/8/2019 4:40,Ut id massa nec ante facilisis semper at eget quam.
403544,80605391,12/8/2019 4:43,Nam mollis odio in lacinia condimentum.
403545,83815319,12/8/2019 4:46,Integer quis velit nec sem ornare convallis et at orci.
403546,11482505,12/8/2019 4:48,Nam in libero sed massa feugiat dapibus ac ac erat.
403547,85029242,12/8/2019 4:51,Mauris sed augue quis ante porttitor viverra imperdiet a ligula.
403548,49925123,12/8/2019 4:55,Quisque sit amet ante sit amet enim congue pulvinar id et sapien.
403549,30813422,12/8/2019 4:59,Nulla sit amet tortor nec est faucibus pretium iaculis accumsan odio.
403550,42856766,12/8/2019 5:02,"Etiam imperdiet elit ac ante lobortis, sed sollicitudin enim lacinia."
403551,34305933,12/8/2019 5:06,Nam varius purus a sagittis feugiat.
403552,5068480,12/8/2019 5:10,Suspendisse hendrerit neque non augue imperdiet tristique.
403553,5068480,12/8/2019 5:12,"In eu nisl pharetra, tincidunt risus et, egestas metus."
403554,30813422,12/8/2019 5:15,Aenean semper ante ac ex porttitor volutpat.
403555,83815319,12/8/2019 5:16,Morbi ut risus ac dui euismod mattis.
403556,13758061,12/8/2019 5:19,"Donec nec purus porta, molestie eros at, mattis felis."
403557,34305933,12/8/2019 5:22,"Nullam facilisis eros cursus dolor pharetra, ut lacinia sem dapibus."
403558,10993170,12/8/2019 5:25,In vestibulum felis vitae ipsum viverra posuere vitae a neque.
403559,83815319,12/8/2019 5:29,Aenean eu mi ac tortor tincidunt dapibus.
403560,6898742,12/8/2019 5:32,Nulla et purus ac risus tincidunt sodales.
403561,13758061,12/8/2019 5:35,"Nullam viverra nunc a libero imperdiet, at pharetra metus dictum."
403562,96037833,12/8/2019 5:36,"Sed ac purus porta, commodo erat a, imperdiet lectus."
403563,34305933,12/8/2019 5:38,Donec viverra lacus non maximus varius.
403564,50674807,12/8/2019 5:41,"Nullam et nunc maximus, fringilla magna et, suscipit tellus."
403565,54120190,12/8/2019 5:42,Praesent vel lectus vitae mi euismod gravida.
403566,2398742,12/8/2019 5:43,"Proin at neque dignissim, finibus magna nec, euismod massa."
403567,11482505,12/8/2019 5:45,Vivamus at lacus sed nunc placerat maximus.
403568,41315375,12/8/2019 5:49,Proin sed lacus vel velit ultricies tempus a volutpat velit.
403569,75564462,12/8/2019 5:52,Donec in ante at leo pulvinar porttitor eget sed tellus.
403570,86960861,12/8/2019 5:55,Donec malesuada ipsum nec nisi maximus varius.
403571,52096481,12/8/2019 5:57,Aliquam accumsan augue vel magna dignissim sollicitudin.
403572,41315375,12/8/2019 5:59,"Nam consectetur lectus non nibh commodo, ac finibus mauris accumsan."
403573,65276300,12/8/2019 6:00,Pellentesque volutpat mauris ac metus venenatis rutrum.
403574,54120190,12/8/2019 6:01,Donec eget mi in velit aliquet tincidunt.
403575,82836366,12/8/2019 6:03,"Aliquam interdum orci id erat aliquam, non condimentum ligula sollicitudin."
403576,94832806,12/8/2019 6:04,"Phasellus vitae felis consectetur, convallis turpis ut, convallis tellus."
403577,31984188,12/8/2019 6:08,Etiam scelerisque est ac enim ultrices gravida.
403578,85029242,12/8/2019 6:08,"Donec consectetur lectus at libero ullamcorper, rhoncus gravida mauris hendrerit."
403579,83815319,12/8/2019 6:10,"Quisque vehicula nisi ut purus laoreet, non ullamcorper felis cursus."
403580,18918843,12/8/2019 6:13,"Pellentesque gravida metus eu eros accumsan, sit amet congue ante egestas."
403581,54120190,12/8/2019 6:14,"Duis volutpat massa et urna dictum, at sollicitudin metus ultricies."
403582,27116352,12/8/2019 6:15,Pellentesque ut ligula at nulla gravida sodales.
403583,94832806,12/8/2019 6:17,"Maecenas tempor felis sed diam pretium, eget egestas tortor euismod."
403584,52737281,12/8/2019 6:19,Praesent quis mi sit amet purus tempor vulputate.
403585,42852269,12/8/2019 6:21,Cras a libero quis turpis gravida vestibulum a sed risus.
403586,99468227,12/8/2019 6:23,Donec pharetra eros non tellus volutpat rhoncus vitae eget ipsum.
403587,54120190,12/8/2019 6:26,"Aliquam vel felis porttitor, pellentesque nisl viverra, accumsan magna."
403588,96864510,12/8/2019 6:27,Nunc vel metus in leo maximus ornare.
403589,11482505,12/8/2019 6:29,Quisque aliquam magna quis mauris euismod porttitor.
403590,61795158,12/8/2019 6:32,Aliquam sit amet mauris ac erat auctor eleifend vitae ac ex.
403591,34305933,12/8/2019 6:36,Vivamus eu magna nec lacus ultrices venenatis.
403592,96864510,12/8/2019 6:36,Ut sed urna dapibus magna blandit accumsan a nec orci.
403593,12475863,12/8/2019 6:38,Ut sit amet lectus non orci malesuada efficitur ut in erat.
403594,79583157,12/8/2019 6:38,Cras ac nibh et metus feugiat tincidunt.
403595,42852269,12/8/2019 6:40,Aliquam lacinia nunc et dolor luctus venenatis.
403596,13758061,12/8/2019 6:42,"Etiam in velit hendrerit, faucibus enim sed, tempor nunc."
403597,61795158,12/8/2019 6:46,Morbi convallis velit nec tempor elementum.
403598,41315375,12/8/2019 6:48,Ut vitae ante sit amet arcu interdum aliquam.
403599,5068480,12/8/2019 6:49,In vel enim vel arcu blandit lacinia eget nec metus.
403600,85029242,12/8/2019 6:50,"Praesent dictum lectus sed massa blandit, ornare consequat orci porta."
403601,31984188,12/8/2019 6:51,Curabitur lacinia eros rutrum tellus condimentum commodo.
403602,5068480,12/8/2019 6:52,Aliquam tincidunt enim id metus eleifend efficitur.
403603,83815319,12/8/2019 6:56,"Fusce efficitur est accumsan enim consectetur, et consequat augue convallis."
403604,47722299,12/8/2019 6:56,"Nulla commodo tellus non eros pulvinar, venenatis imperdiet dolor auctor."
403605,41083501,12/8/2019 6:57,Nunc dictum ex viverra malesuada porttitor.
403606,94761749,12/8/2019 7:01,Sed scelerisque nibh ut mauris varius tincidunt.
403607,41083501,12/8/2019 7:04,Duis vel nisl et magna finibus commodo non sit amet lacus.
403608,49925123,12/8/2019 7:07,Sed eu turpis at nulla porttitor cursus nec sagittis est.
403609,42856766,12/8/2019 7:10,"Integer facilisis felis et metus tempus, a tristique tortor laoreet."
403610,13758061,12/8/2019 7:12,Sed tempor justo in pellentesque maximus.
403611,60434693,12/8/2019 7:16,Nullam id tortor vitae sem molestie commodo id at lacus.
403612,18918843,12/8/2019 7:17,Morbi convallis lectus sed lectus euismod pharetra.
403613,88594698,12/8/2019 7:18,Nulla et lacus at metus condimentum scelerisque.
403614,6898742,12/8/2019 7:19,Praesent sagittis leo mattis aliquet placerat.
403615,12115762,12/8/2019 7:21,Aenean in quam quis diam bibendum tristique luctus vel enim.
403616,96864510,12/8/2019 7:25,"Maecenas facilisis ipsum non est pretium, et auctor ex tincidunt."
403617,2398742,12/8/2019 7:26,Donec convallis magna gravida sem lacinia tempor.
403618,61795158,12/8/2019 7:29,"Curabitur vel diam semper, venenatis odio sed, elementum massa."
403619,13758061,12/8/2019 7:32,In auctor lorem aliquet massa imperdiet mattis.
403620,89253200,12/8/2019 7:33,Nunc finibus mauris sagittis egestas convallis.
403621,96864510,12/8/2019 7:35,Donec auctor augue ac massa fermentum maximus.
403622,61795158,12/8/2019 7:38,"Nunc semper magna a risus venenatis, ac varius est gravida."
403623,30813422,12/8/2019 7:39,"Quisque gravida enim id lorem porttitor, vitae hendrerit metus fringilla."
403624,41932907,12/8/2019 7:41,Nam consequat nisl id velit faucibus aliquet.
403625,41083501,12/8/2019 7:44,Phasellus consequat lacus ac lectus laoreet ornare.
403626,88594698,12/8/2019 7:44,"Phasellus vel elit accumsan, lobortis arcu at, rutrum leo."
403627,6988481,12/8/2019 7:46,Etiam elementum metus ut mattis scelerisque.
403628,65276300,12/8/2019 7:48,Fusce euismod mi a ornare finibus.
403629,12475863,12/8/2019 7:51,"Nulla at leo placerat, rutrum nisl at, finibus ante."
403630,18918843,12/8/2019 7:54,Aenean et elit vel leo facilisis aliquet.
403631,27116352,12/8/2019 7:55,Quisque eget erat ac quam scelerisque euismod vitae blandit dolor.
403632,50674807,12/8/2019 7:57,Nunc lobortis magna at eros sodales porta.
403633,99468227,12/8/2019 8:00,"Donec sagittis lorem tristique, dictum arcu nec, semper augue."
403634,18918843,12/8/2019 8:03,Nulla ac enim sit amet nibh porttitor consequat sit amet ac nulla.
403635,2398742,12/8/2019 8:05,Suspendisse ut ex et tortor dignissim volutpat.
403636,41932907,12/8/2019 8:09,Quisque rutrum nisl in efficitur varius.
403637,92528433,12/8/2019 8:12,Cras pellentesque justo et augue suscipit condimentum.
403638,89253200,12/8/2019 8:13,"Maecenas facilisis elit nec ex lacinia, in pharetra metus interdum."
403639,52737281,12/8/2019 8:15,"Sed malesuada sem sit amet nibh pellentesque, at tempor ipsum viverra."
403640,34305933,12/8/2019 8:17,"Praesent id massa fringilla, egestas nulla quis, ullamcorper metus."
403641,82836366,12/8/2019 8:21,Suspendisse laoreet ligula ut iaculis fermentum.
403642,96864510,12/8/2019 8:22,Sed egestas nulla vitae tincidunt vestibulum.
403643,12115762,12/8/2019 8:26,Proin eget felis vel ex ullamcorper faucibus.
403644,52737281,12/8/2019 8:29,In sit amet massa ac velit cursus convallis.
403645,42852269,12/8/2019 8:30,"Pellentesque at ex efficitur, tristique mauris vitae, bibendum est."
