Area Code,Date,Market,Market Size,Product,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
262,5/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,50,80,10,$0K,64,551,90,58,1,2,$0K,88
573,5/1/2012 12:00:00 AM,Central,Small Market,Green Tea,Tea,Missouri,Regular,30,40,0,$0K,36,212,45,13,1,-2,$0K,47
603,5/1/2012 12:00:00 AM,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,40,70,40,$0K,51,265,74,16,1,35,$0K,39
959,5/1/2012 12:00:00 AM,East,Small Market,Colombian,Coffee,Connecticut,Regular,100,160,110,$0K,110,1020,165,36,1,98,$0K,67
603,5/1/2012 12:00:00 AM,East,Small Market,Colombian,Coffee,New Hampshire,Regular,40,80,50,$0K,52,397,80,17,1,31,$0K,49
475,5/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,60,90,20,$0K,64,551,90,58,1,3,$0K,87
603,5/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Espresso,New Hampshire,Regular,40,60,10,$0K,43,282,61,39,1,-7,$0K,68
603,5/1/2012 12:00:00 AM,East,Small Market,Regular Espresso,Espresso,New Hampshire,Regular,30,40,0,$0K,34,182,42,12,1,-3,$0K,45
860,5/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Tea,Connecticut,Regular,40,70,50,$0K,44,844,65,12,1,42,$0K,23
603,5/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Tea,New Hampshire,Regular,20,30,20,$0K,20,829,29,5,1,12,$0K,17
475,5/1/2012 12:00:00 AM,East,Small Market,Green Tea,Tea,Connecticut,Regular,20,40,30,$0K,23,787,34,6,1,17,$0K,17
603,5/1/2012 12:00:00 AM,East,Small Market,Green Tea,Tea,New Hampshire,Regular,0,40,30,$0K,0,645,43,0,1,32,$0K,11
318,5/1/2012 12:00:00 AM,South,Small Market,Colombian,Coffee,Louisiana,Regular,50,70,50,$0K,40,793,59,11,1,36,$0K,23
505,5/1/2012 12:00:00 AM,South,Small Market,Colombian,Coffee,New Mexico,Regular,60,100,60,$0K,52,397,80,17,1,31,$0K,49
580,5/1/2012 12:00:00 AM,South,Small Market,Colombian,Coffee,Oklahoma,Regular,50,70,50,$0K,43,602,56,14,1,30,$0K,26
985,5/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,Louisiana,Regular,50,80,10,$0K,64,-113,90,58,1,3,$0K,87
505,5/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,New Mexico,Regular,20,40,10,$0K,34,-104,42,12,1,-4,$0K,46
918,5/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,Oklahoma,Regular,90,140,100,$0K,114,-387,159,35,1,101,$0K,58
225,5/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,Louisiana,Regular,40,70,50,$0K,48,351,82,14,1,44,$0K,38
505,5/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,New Mexico,Regular,30,50,0,$0K,43,282,61,39,1,-7,$0K,68
405,5/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,Oklahoma,Regular,10,30,30,$0K,20,464,29,5,1,13,$0K,16
503,5/1/2012 12:00:00 AM,West,Small Market,Amaretto,Coffee,Oregon,Regular,60,100,40,$0K,53,458,75,48,1,-2,$0K,77
435,5/1/2012 12:00:00 AM,West,Small Market,Amaretto,Coffee,Utah,Regular,80,100,60,$0K,68,998,80,21,1,38,$0K,42
702,5/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Nevada,Regular,40,60,20,$0K,36,212,45,13,1,-1,$0K,46
971,5/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Oregon,Regular,60,80,30,$0K,48,422,68,15,1,8,$0K,60
435,5/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Utah,Regular,60,80,50,$0K,48,334,65,15,1,22,$0K,43
253,5/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Washington,Regular,80,130,90,$0K,71,373,104,22,1,58,$0K,46
775,5/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Nevada,Regular,0,40,30,$0K,0,645,43,0,1,31,$0K,12
541,5/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Oregon,Regular,50,60,20,$0K,53,361,65,20,1,11,$0K,54
435,5/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Utah,Regular,30,60,50,$0K,39,799,58,10,1,36,$0K,22
206,5/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Washington,Regular,40,60,40,$0K,48,599,62,15,1,34,$0K,28
775,5/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Nevada,Regular,10,30,20,$0K,20,829,29,5,1,13,$0K,16
541,5/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Oregon,Regular,40,70,40,$0K,52,361,71,17,1,27,$0K,44
435,5/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Utah,Regular,40,60,40,$0K,48,599,63,15,1,36,$0K,27
206,5/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Washington,Regular,50,70,20,$0K,58,338,72,22,1,16,$0K,56
702,5/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Nevada,Regular,170,240,170,$0K,263,1433,349,86,1,231,$1K,118
503,5/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Oregon,Regular,10,20,20,$0K,20,464,29,5,1,12,$0K,17
435,5/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Utah,Regular,20,50,10,$0K,43,282,61,39,1,-8,$0K,69
509,5/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Washington,Regular,30,50,30,$0K,48,351,82,14,1,44,$0K,38
775,5/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Nevada,Regular,170,180,120,$0K,260,1559,261,72,1,164,$1K,97
503,5/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Oregon,Regular,60,90,50,$0K,94,697,141,31,1,79,$0K,62
435,5/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Utah,Regular,20,40,20,$0K,39,212,53,12,1,14,$0K,39
360,5/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Washington,Regular,20,50,30,$0K,45,410,65,14,1,27,$0K,38
702,5/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Nevada,Regular,170,-170,-250,$0K,265,3742,-265,100,1,-380,$0K,133
971,5/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Oregon,Regular,70,110,70,$0K,114,555,159,35,1,101,$0K,58
801,5/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Utah,Regular,20,30,10,$0K,34,182,42,12,1,-3,$0K,45
425,5/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Washington,Regular,40,60,10,$0K,64,551,90,58,1,2,$0K,88
719,6/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Colorado,Decaf,130,180,140,$0K,123,947,178,34,1,132,$0K,46
630,6/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Illinois,Decaf,140,220,160,$0K,141,764,204,45,1,135,$0K,69
937,6/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Ohio,Decaf,40,70,20,$0K,44,496,63,40,1,-6,$0K,69
303,6/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Colorado,Decaf,60,90,50,$0K,54,641,81,17,1,33,$0K,48
312,6/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Illinois,Decaf,300,310,210,$1K,260,1715,261,72,1,164,$1K,97
419,6/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,50,80,30,$0K,51,396,64,19,1,12,$0K,52
720,6/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,120,140,90,$0K,149,1245,149,41,1,83,$0K,66
630,6/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,90,150,130,$0K,113,897,163,31,1,121,$0K,42
614,6/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,10,20,20,$0K,18,478,26,5,1,9,$0K,17
720,6/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,30,60,10,$0K,44,496,63,40,1,-7,$0K,70
630,6/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,70,90,60,$0K,83,574,107,27,1,67,$0K,40
513,6/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Ohio,Decaf,20,30,30,$0K,24,856,36,6,1,18,$0K,18
719,6/1/2012 12:00:00 AM,Central,Major Market,Mint,Herbal Tea,Colorado,Decaf,40,60,30,$0K,50,397,68,16,1,24,$0K,44
309,6/1/2012 12:00:00 AM,Central,Major Market,Mint,Herbal Tea,Illinois,Decaf,100,160,140,$0K,123,947,178,34,1,133,$0K,45
850,6/1/2012 12:00:00 AM,East,Major Market,Decaf Irish Cream,Coffee,Florida,Decaf,110,150,100,$0K,118,636,164,36,1,105,$0K,59
321,6/1/2012 12:00:00 AM,East,Major Market,Decaf Espresso,Espresso,Florida,Decaf,80,120,80,$0K,91,533,121,30,1,63,$0K,58
941,6/1/2012 12:00:00 AM,East,Major Market,Chamomile,Herbal Tea,Florida,Decaf,30,50,30,$0K,48,593,62,15,1,35,$0K,27
754,6/1/2012 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,Florida,Decaf,40,60,30,$0K,59,377,74,22,1,19,$0K,55
781,6/1/2012 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,Massachusetts,Decaf,30,50,20,$0K,51,396,64,19,1,12,$0K,52
607,6/1/2012 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,New York,Decaf,200,320,220,$1K,271,1727,398,102,1,263,$1K,135
305,6/1/2012 12:00:00 AM,East,Major Market,Mint,Herbal Tea,Florida,Decaf,60,70,40,$0K,81,1046,96,25,1,49,$0K,47
716,6/1/2012 12:00:00 AM,East,Major Market,Mint,Herbal Tea,New York,Decaf,180,-30,-100,$0K,244,2636,-46,75,1,-143,$0K,97
806,6/1/2012 12:00:00 AM,South,Major Market,Decaf Irish Cream,Coffee,Texas,Decaf,100,130,100,$0K,83,574,107,27,1,68,$0K,39
469,6/1/2012 12:00:00 AM,South,Major Market,Decaf Espresso,Espresso,Texas,Decaf,80,110,90,$0K,94,562,136,26,1,99,$0K,37
832,6/1/2012 12:00:00 AM,South,Major Market,Chamomile,Herbal Tea,Texas,Decaf,40,70,40,$0K,50,397,68,16,1,24,$0K,44
409,6/1/2012 12:00:00 AM,South,Major Market,Lemon,Herbal Tea,Texas,Decaf,30,60,30,$0K,38,414,55,12,1,20,$0K,35
415,6/1/2012 12:00:00 AM,West,Major Market,Decaf Irish Cream,Coffee,California,Decaf,250,-40,-140,$0K,200,2393,-31,66,1,-142,$0K,111
562,6/1/2012 12:00:00 AM,West,Major Market,Decaf Espresso,Espresso,California,Decaf,260,340,230,$1K,272,1616,362,89,1,240,$1K,122
661,6/1/2012 12:00:00 AM,West,Major Market,Chamomile,Herbal Tea,California,Decaf,100,160,140,$0K,123,947,178,34,1,133,$0K,45
661,6/1/2012 12:00:00 AM,West,Major Market,Lemon,Herbal Tea,California,Decaf,200,260,190,$0K,244,1213,288,75,1,192,$1K,96
408,6/1/2012 12:00:00 AM,West,Major Market,Mint,Herbal Tea,California,Decaf,70,90,60,$0K,83,574,107,27,1,67,$0K,40
719,6/1/2012 12:00:00 AM,Central,Major Market,Amaretto,Coffee,Colorado,Regular,110,170,130,$0K,113,897,163,31,1,121,$0K,42
513,6/1/2012 12:00:00 AM,Central,Major Market,Amaretto,Coffee,Ohio,Regular,50,70,40,$0K,50,397,68,16,1,24,$0K,44
970,6/1/2012 12:00:00 AM,Central,Major Market,Colombian,Coffee,Colorado,Regular,80,110,80,$0K,83,574,107,27,1,68,$0K,39
815,6/1/2012 12:00:00 AM,Central,Major Market,Colombian,Coffee,Illinois,Regular,210,290,190,$1K,200,1095,278,66,1,167,$0K,111
614,6/1/2012 12:00:00 AM,Central,Major Market,Colombian,Coffee,Ohio,Regular,40,50,20,$0K,38,414,55,12,1,19,$0K,36
719,6/1/2012 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Colorado,Regular,100,170,140,$0K,94,562,136,26,1,99,$0K,37
312,6/1/2012 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Illinois,Regular,310,430,300,$1K,272,1616,362,89,1,241,$1K,121
419,6/1/2012 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Ohio,Regular,170,180,120,$0K,149,1245,149,41,1,83,$0K,66
719,6/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Colorado,Regular,40,60,20,$0K,51,396,64,19,1,11,$0K,53
312,6/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Illinois,Regular,80,120,90,$0K,94,562,136,26,1,99,$0K,37
513,6/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Ohio,Regular,90,150,90,$0K,111,767,167,36,1,99,$0K,68
970,6/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,60,30,$0K,53,1028,64,16,1,27,$0K,37
312,6/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Illinois,Regular,40,70,30,$0K,54,641,81,17,1,33,$0K,48
937,6/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Ohio,Regular,100,140,90,$0K,118,636,164,36,1,105,$0K,59
720,6/1/2012 12:00:00 AM,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,$0K,43,597,56,14,1,29,$0K,27
904,6/1/2012 12:00:00 AM,East,Major Market,Colombian,Coffee,Florida,Regular,100,160,110,$0K,111,767,167,36,1,99,$0K,68
617,6/1/2012 12:00:00 AM,East,Major Market,Colombian,Coffee,Massachusetts,Regular,50,560,530,$1K,54,-1006,595,17,1,547,$1K,48
646,6/1/2012 12:00:00 AM,East,Major Market,Colombian,Coffee,New York,Regular,340,500,350,$1K,356,2476,534,124,1,357,$1K,177
786,6/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,100,150,40,$0K,110,665,154,100,1,25,$0K,129
351,6/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,40,60,10,$0K,44,543,67,40,1,-3,$0K,70
914,6/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,New York,Regular,130,-60,-210,$0K,144,1979,-72,131,1,-236,$0K,164
339,6/1/2012 12:00:00 AM,East,Major Market,Regular Espresso,Espresso,Massachusetts,Regular,140,150,100,$0K,149,1245,149,41,1,83,$0K,66
631,6/1/2012 12:00:00 AM,East,Major Market,Regular Espresso,Espresso,New York,Regular,240,420,340,$1K,260,1405,415,72,1,318,$1K,97
386,6/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Tea,Florida,Regular,40,70,50,$0K,43,864,62,12,1,38,$0K,24
781,6/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Tea,Massachusetts,Regular,20,40,30,$0K,24,856,36,6,1,19,$0K,17
516,6/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Tea,New York,Regular,130,190,150,$0K,123,947,178,34,1,133,$0K,45
845,6/1/2012 12:00:00 AM,East,Major Market,Earl Grey,Tea,New York,Regular,110,180,140,$0K,113,897,163,31,1,121,$0K,42
407,6/1/2012 12:00:00 AM,East,Major Market,Green Tea,Tea,Florida,Regular,60,90,70,$0K,59,842,85,16,1,58,$0K,27
413,6/1/2012 12:00:00 AM,East,Major Market,Green Tea,Tea,Massachusetts,Regular,10,30,20,$0K,18,478,26,5,1,10,$0K,16
718,6/1/2012 12:00:00 AM,East,Major Market,Green Tea,Tea,New York,Regular,90,150,120,$0K,94,562,136,26,1,99,$0K,37
210,6/1/2012 12:00:00 AM,South,Major Market,Colombian,Coffee,Texas,Regular,300,360,270,$1K,244,1213,288,75,1,192,$1K,96
936,6/1/2012 12:00:00 AM,South,Major Market,Caffe Latte,Espresso,Texas,Regular,40,70,40,$0K,54,-321,81,17,1,33,$0K,48
281,6/1/2012 12:00:00 AM,South,Major Market,Caffe Mocha,Espresso,Texas,Regular,90,140,120,$0K,113,897,163,31,1,120,$0K,43
707,6/1/2012 12:00:00 AM,West,Major Market,Amaretto,Coffee,California,Regular,170,-50,-110,$0K,141,1514,-45,45,1,-113,$0K,68
805,6/1/2012 12:00:00 AM,West,Major Market,Colombian,Coffee,California,Regular,440,670,500,$1K,356,2476,534,124,1,357,$1K,177
707,6/1/2012 12:00:00 AM,West,Major Market,Caffe Latte,Espresso,California,Regular,240,260,180,$1K,260,1715,261,72,1,165,$1K,96
714,6/1/2012 12:00:00 AM,West,Major Market,Caffe Mocha,Espresso,California,Regular,130,200,50,$0K,144,874,201,131,1,36,$0K,165
209,6/1/2012 12:00:00 AM,West,Major Market,Darjeeling,Tea,California,Regular,70,110,90,$0K,113,897,163,31,1,120,$0K,43
415,6/1/2012 12:00:00 AM,West,Major Market,Earl Grey,Tea,California,Regular,60,90,80,$0K,94,562,136,26,1,98,$0K,38
714,6/1/2012 12:00:00 AM,West,Major Market,Green Tea,Tea,California,Regular,30,60,30,$0K,54,641,81,17,1,32,$0K,49
712,6/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Iowa,Decaf,20,30,20,$0K,22,608,30,7,1,11,$0K,19
314,6/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Missouri,Decaf,60,80,50,$0K,65,1042,77,20,1,35,$0K,42
920,6/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Wisconsin,Decaf,90,130,90,$0K,91,533,121,30,1,63,$0K,58
319,6/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Iowa,Decaf,0,50,40,$0K,0,602,43,0,1,31,$0K,12
573,6/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,40,60,40,$0K,36,828,53,10,1,31,$0K,22
262,6/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,$0K,48,593,62,15,1,34,$0K,28
641,6/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,230,320,230,$1K,272,1616,362,89,1,241,$1K,121
660,6/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,40,70,20,$0K,52,313,73,47,1,-4,$0K,77
715,6/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,70,50,$0K,47,371,78,14,1,40,$0K,38
319,6/1/2012 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,120,180,140,$0K,141,764,204,45,1,136,$0K,68
636,6/1/2012 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,90,30,0,$0K,116,1142,25,35,1,-33,$0K,58
920,6/1/2012 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,50,70,60,$0K,59,842,85,16,1,58,$0K,27
475,6/1/2012 12:00:00 AM,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,60,30,$0K,46,367,62,15,1,19,$0K,43
203,6/1/2012 12:00:00 AM,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,50,80,40,$0K,76,580,93,28,1,32,$0K,61
603,6/1/2012 12:00:00 AM,East,Small Market,Lemon,Herbal Tea,New Hampshire,Decaf,20,40,10,$0K,36,236,46,13,1,0,$0K,46
475,6/1/2012 12:00:00 AM,East,Small Market,Mint,Herbal Tea,Connecticut,Decaf,40,70,50,$0K,65,1042,77,20,1,36,$0K,41
318,6/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,Louisiana,Decaf,70,110,90,$0K,59,842,85,16,1,58,$0K,27
505,6/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,New Mexico,Decaf,140,30,-20,$0K,116,1142,25,35,1,-34,$0K,59
405,6/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,Oklahoma,Decaf,30,40,30,$0K,24,856,36,6,1,19,$0K,17
318,6/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,Louisiana,Decaf,30,50,30,$0K,40,443,59,12,1,23,$0K,36
505,6/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,New Mexico,Decaf,30,50,20,$0K,41,239,55,13,1,14,$0K,41
918,6/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,Oklahoma,Decaf,90,140,90,$0K,111,767,167,36,1,99,$0K,68
225,6/1/2012 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,Louisiana,Decaf,40,60,40,$0K,48,593,63,15,1,36,$0K,27
505,6/1/2012 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,New Mexico,Decaf,20,30,20,$0K,23,843,35,6,1,18,$0K,17
918,6/1/2012 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,Oklahoma,Decaf,50,80,30,$0K,59,377,74,22,1,19,$0K,55
318,6/1/2012 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,Louisiana,Decaf,70,90,40,$0K,76,580,93,28,1,32,$0K,61
505,6/1/2012 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,New Mexico,Decaf,30,30,10,$0K,32,996,38,9,1,8,$0K,30
580,6/1/2012 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,Oklahoma,Decaf,100,150,40,$0K,110,665,154,100,1,25,$0K,129
775,6/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Nevada,Decaf,40,40,20,$0K,32,996,38,9,1,8,$0K,30
541,6/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Oregon,Decaf,40,70,40,$0K,38,414,55,12,1,20,$0K,35
435,6/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Utah,Decaf,90,120,70,$0K,76,580,93,28,1,32,$0K,61
206,6/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Washington,Decaf,130,200,90,$0K,110,665,154,100,1,24,$0K,130
702,6/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Nevada,Decaf,20,30,20,$0K,21,798,32,5,1,15,$0K,17
541,6/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Oregon,Decaf,140,140,90,$0K,149,1245,149,41,1,83,$0K,66
435,6/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Utah,Decaf,30,50,40,$0K,37,876,55,10,1,34,$0K,21
253,6/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Washington,Decaf,70,90,60,$0K,81,1046,96,25,1,49,$0K,47
775,6/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Nevada,Decaf,120,180,50,$0K,144,874,201,131,1,37,$0K,164
971,6/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Oregon,Decaf,20,40,40,$0K,28,816,41,7,1,22,$0K,19
435,6/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Utah,Decaf,40,80,50,$0K,56,302,82,17,1,42,$0K,40
206,6/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Washington,Decaf,70,130,90,$0K,92,1102,140,30,1,79,$0K,61
702,6/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Nevada,Decaf,170,250,170,$0K,200,1095,278,66,1,166,$0K,112
503,6/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Oregon,Decaf,30,50,30,$0K,43,597,56,14,1,30,$0K,26
435,6/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Utah,Decaf,50,80,50,$0K,62,436,94,20,1,42,$0K,52
509,6/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Washington,Decaf,30,60,50,$0K,43,822,64,12,1,40,$0K,24
775,6/1/2012 12:00:00 AM,West,Small Market,Mint,Herbal Tea,Nevada,Decaf,120,180,130,$0K,141,764,204,45,1,136,$0K,68
435,6/1/2012 12:00:00 AM,West,Small Market,Mint,Herbal Tea,Utah,Decaf,90,30,-10,$0K,116,1142,25,35,1,-33,$0K,58
641,6/1/2012 12:00:00 AM,Central,Small Market,Amaretto,Coffee,Iowa,Regular,20,40,30,$0K,23,843,35,6,1,18,$0K,17
715,6/1/2012 12:00:00 AM,Central,Small Market,Amaretto,Coffee,Wisconsin,Regular,60,70,20,$0K,59,377,74,22,1,19,$0K,55
563,6/1/2012 12:00:00 AM,Central,Small Market,Colombian,Coffee,Iowa,Regular,30,40,20,$0K,32,996,38,9,1,8,$0K,30
573,6/1/2012 12:00:00 AM,Central,Small Market,Colombian,Coffee,Missouri,Regular,80,90,40,$0K,76,580,93,28,1,31,$0K,62
608,6/1/2012 12:00:00 AM,Central,Small Market,Colombian,Coffee,Wisconsin,Regular,110,160,50,$0K,110,665,154,100,1,24,$0K,130
515,6/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Iowa,Regular,20,40,30,$0K,21,798,32,5,1,15,$0K,17
660,6/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Missouri,Regular,40,60,40,$0K,37,876,55,10,1,33,$0K,22
262,6/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,90,110,70,$0K,81,1046,96,25,1,50,$0K,46
641,6/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Iowa,Regular,220,230,150,$0K,260,1715,261,72,1,164,$1K,97
636,6/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Missouri,Regular,30,50,20,$0K,41,239,55,13,1,14,$0K,41
920,6/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,30,50,20,$0K,40,443,59,12,1,24,$0K,35
563,6/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Iowa,Regular,230,300,180,$1K,271,1714,332,102,1,197,$1K,135
573,6/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Missouri,Regular,30,30,-10,$0K,35,204,43,13,1,-3,$0K,46
715,6/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,40,70,10,$0K,53,597,75,48,1,-2,$0K,77
573,6/1/2012 12:00:00 AM,Central,Small Market,Green Tea,Tea,Missouri,Regular,30,40,0,$0K,36,236,46,13,1,0,$0K,46
603,6/1/2012 12:00:00 AM,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,50,80,50,$0K,56,302,82,17,1,41,$0K,41
475,6/1/2012 12:00:00 AM,East,Small Market,Colombian,Coffee,Connecticut,Regular,80,140,100,$0K,92,1102,140,30,1,79,$0K,61
603,6/1/2012 12:00:00 AM,East,Small Market,Colombian,Coffee,New Hampshire,Regular,50,90,60,$0K,62,436,94,20,1,42,$0K,52
203,6/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,50,70,10,$0K,53,597,75,48,1,-2,$0K,77
